,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
436, if tom to fix number0 at the of number1 per how many does he need to fix the ?,if tom plans to fix number0 watches at the rate of number1 watches per day how many days does he need to fix the watches ?,158 12,/ number0 number1,13.166666666666666,"[4, 5, 6, 10, 11, 12, 13, 22, 23, 24]",4,Ceil-Division,if tom plans to fix number0 watches at the rate of number1 watches per day,how many days does he need to fix the watches ?
437, the of a is number0 . if a bought number1 of how many are needed to hold all the ?,the capacity of a tank is number0 gallons . if a company bought number1 gallons of oil how many tanks are needed to hold all the oil ?,32 728,/ number1 number0,22.75,"[3, 5, 6, 7, 12, 13, 14, 24, 25, 26]",4,Ceil-Division,the capacity of a tank is number0 gallons . if a company bought number1 gallons of oil,how many tanks are needed to hold all the oil ?
438, gave number0 to number1 equally . how many did each get ?,mrs. smith gave number0 strawberries to number1 girls equally . how many strawberries did each girl get ?,53 8,/ number0 number1,6.625,"[1, 2, 3, 4, 5, 6, 7, 14, 15, 16]",3,Floor-Division,mrs. smith gave number0 strawberries to number1 girls equally .,how many strawberries did each girl get ?
439, had $ number0 and he wanted to buy as many as he could . if number1 $ number2 how many can tom buy ?,tom had $ number0 and he wanted to buy as many folders as he could . if number1 folder costs $ number2 how many folders can tom buy ?,19 1 2,/ number0 number2,9.5,"[1, 2, 3, 4, 16, 17, 18, 20, 21, 22, 25, 26, 27]",3,Floor-Division,tom had $ number0 and he wanted to buy as many folders as he could . if number1 folder costs $ number2,how many folders can tom buy ?
440, number0 are going . each school- can take number1 . how many are needed ?,number0 students are going hiking . each school- bus can take number1 students . how many school-buses are needed ?,86 9,/ number0 number1,9.555555555555555,"[0, 1, 3, 4, 6, 10, 11, 12, 16, 17, 18]",3,Floor-Division,number0 students are going hiking . each school- bus can take number1 students .,how many school-buses are needed ?
441, there were number0 in the and divided them equally into number1 . how many are there in each ?,there were number0 laptops in the shop and mike divided them equally into number1 rows . how many laptops are there in each row ?,44 5,/ number0 number1,8.8,"[1, 2, 3, 4, 12, 13, 14, 21, 22, 23]",3,Floor-Division,there were number0 laptops in the shop and mike divided them equally into number1 rows .,how many laptops are there in each row ?
442, there are number0 in the . they live in number1 equally . how many are there in each ?,there are number0 dogs in the farm . they live in number1 dog-houses equally . how many dogs are there in each dog-house ?,22 5,/ number0 number1,4.4,"[1, 2, 3, 4, 10, 11, 12, 20, 21, 22]",3,Floor-Division,there are number0 dogs in the farm . they live in number1 dog-houses equally .,how many dogs are there in each dog-house ?
443, divide number0 into number1 equal . how many are there in each ?,divide number0 balloons into number1 equal groups . how many balloons are there in each group ?,39 7,/ number0 number1,5.571428571428571,"[0, 1, 2, 3, 4, 5, 6, 13, 14, 15]",3,Floor-Division,divide number0 balloons into number1 equal groups .,how many balloons are there in each group ?
444, the bought number0 and distribute them into number1 equally . how many did each ?,the school bought number0 basketballs and distribute them into number1 classes equally . how many basketballs did each class get ?,54 7,/ number0 number1,7.714285714285714,"[1, 2, 3, 4, 6, 8, 9, 10, 17, 18, 19]",3,Floor-Division,the school bought number0 basketballs and distribute them into number1 classes equally .,how many basketballs did each class get ?
445, there are number0 in the . the divided them into number1 equal . how many are there in each ?,there are number0 students in the class . the teacher divided them into number1 equal groups . how many students are there in each group ?,32 5,/ number0 number1,6.4,"[1, 2, 3, 4, 6, 12, 13, 14, 15, 22, 23, 24]",3,Floor-Division,there are number0 students in the class . the teacher divided them into number1 equal groups .,how many students are there in each group ?
446, a bought number0 of . a large can hold number1 of and a small can hold number2 of . in to use the least number of and have every fully occupied how many large should be used ?,a transport company bought number0 tons of oil . a large barrel can hold number1 tons of oil and a small barrel can hold number2 tons of oil . in order to use the least number of barrels and have every barrel fully occupied how many large barrels should be used ?,95 6 5,/ number0 number1,15.833333333333334,"[3, 4, 5, 40, 13, 14, 15, 48, 49, 50, 23, 24, 25]",5,Floor-Division,a transport company bought number0 tons of oil . a large barrel can hold number1 tons of oil and a small barrel can hold number2 tons of oil . in order to use the least number of barrels and have every barrel fully occupied,how many large barrels should be used ?
447, number0 split number1 of . each should get the same number of . how many of will each of them get ?,number0 students split number1 portfolios of paintings . each student should get the same number of portfolios . how many portfolios of paintings will each of them get ?,15 122,/ number1 number0,8.133333333333333,"[0, 1, 2, 3, 4, 8, 9, 24, 25, 26, 27]",5,Floor-Division,number0 students split number1 portfolios of paintings . each student should get the same number of portfolios .,how many portfolios of paintings will each of them get ?
448, number0 are forming for a . each should have number1 . how many can they form ?,number0 students are forming teams for a mountaineering competition . each team should have number1 students . how many teams can they form ?,172 18,/ number0 number1,9.555555555555555,"[0, 1, 3, 10, 13, 14, 15, 20, 21, 22]",5,Floor-Division,number0 students are forming teams for a mountaineering competition . each team should have number1 students .,how many teams can they form ?
449, wants to load number0 of his . a large can load number1 of and small can load number2 . in to use the least number of and have every fully occupied how many large should be used ?,mr. lee wants to load number0 tons of his fruits . a large truck can load number1 tons of fruits and small truck can load number2 tons . in order to use the least number of trucks and have every truck fully occupied how many large trucks should be used ?,134 15 7,/ number0 number1,8.933333333333334,"[4, 5, 6, 39, 13, 15, 16, 17, 47, 48, 49, 24, 25, 26]",5,Floor-Division,mr. lee wants to load number0 tons of his fruits . a large truck can load number1 tons of fruits and small truck can load number2 tons . in order to use the least number of trucks and have every truck fully occupied,how many large trucks should be used ?
450, a has number0 . at a they want to rent some large for number1 each and some small for number2 each . in to rent the least number of and have every fully occupied how many large should be rented ?,a tourist group has number0 people . at a hotel they want to rent some large rooms for number1 people each and some small rooms for number2 each . in order to rent the least number of rooms and have every room fully occupied how many large rooms should be rented ?,26 3 2,/ number0 number1,8.666666666666666,"[3, 4, 5, 40, 48, 17, 18, 19, 20, 49, 50, 25, 26, 27]",5,Floor-Division,a tourist group has number0 people . at a hotel they want to rent some large rooms for number1 people each and some small rooms for number2 each . in order to rent the least number of rooms and have every room fully occupied,how many large rooms should be rented ?
451, a wants to divide its number0 into some large at number1 each and some small at number2 each . in to make the least number of how many large should be made ?,a ballet class wants to divide its number0 members into some large groups at number1 members each and some small groups at number2 members each . in order to make the least number of groups how many large groups should be made ?,90 7 3,/ number0 number1,12.857142857142858,"[5, 6, 7, 8, 39, 40, 41, 13, 14, 15, 16, 21, 22, 23, 24]",5,Floor-Division,a ballet class wants to divide its number0 members into some large groups at number1 members each and some small groups at number2 members each . in order to make the least number of groups,how many large groups should be made ?
452, there was number0 of in a . anna poured the into some . if there were number1 of in each how many were filled with ?,there was number0 ml of tea in a pot . anna poured the tea into some cups . if there were number1 ml of tea in each cup how many cups were filled with tea ?,1050 65,/ number0 number1,16.153846153846153,"[32, 1, 2, 3, 33, 34, 20, 21, 22, 26]",5,Floor-Division,there was number0 ml of tea in a pot . anna poured the tea into some cups . if there were number1 ml of tea in each cup,how many cups were filled with tea ?
453, nick saved $ number0 . if nick saved $ number1 more than lee how much did lee save ?,nick saved $ number0 . if nick saved $ number1 more than lee how much did lee save ?,68.50 25.43,- number0 number1,43.07,"[1, 2, 3, 7, 8, 9, 10, 15, 16, 17]",4,Subtraction,nick saved $ number0 . if nick saved $ number1 more than lee,how much did lee save ?
454, earned $ number0 . earned $ number1 . how much more did dave than ?,dave earned $ number0 . sara earned $ number1 . how much more money did dave earn than sara ?,53.90 39.33,- number0 number1,14.57,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",4,Difference,dave earned $ number0 . sara earned $ number1 .,how much more money did dave earn than sara ?
455, put another number into my . the added number0 and then subtracted number1 the number number2 came out of the . what number did i in ?,i put another number into my machine . the machine added number0 and then subtracted number1 the number number2 came out of the machine . what number did i put in ?,15 6 35,- + number2 number1 number0,26.0,"[1, 4, 10, 11, 12, 14, 15, 16, 18, 19, 20, 28, 29, 30]",2,TVQ-Initial,i put another number into my machine . the machine added number0 and then subtracted number1 the number number2 came out of the machine .,what number did i put in ?
456, and started reading their at the same . read number0 a . read number1 a . how many more did brad read than ?,greg and brad started reading their books at the same time . greg read number0 pages a day . brad read number1 pages a day . how many more pages did brad read than greg ?,18 26,- number1 number0,8.0,"[32, 1, 2, 33, 34, 6, 13, 14, 15, 20, 21, 22]",5,Difference,greg and brad started reading their books at the same time . greg read number0 pages a day . brad read number1 pages a day .,how many more pages did brad read than greg ?
457, and have the same number of . used number0 of her . bought number1 more . how many more did have than then ?,cindy and dan have the same number of stickers . cindy used number0 of her stickers . dan bought number1 more stickers . how many more stickers did dan have than cindy then ?,15 18,+ number0 number1,33.0,"[32, 1, 2, 3, 6, 11, 12, 13, 18, 19, 20, 21, 30, 31]",5,Addition,cindy and dan have the same number of stickers . cindy used number0 of her stickers . dan bought number1 more stickers .,how many more stickers did dan have than cindy then ?
458, and have the same number of . rick number0 . gave away number1 of his . how many more candy did have than then ?,rick and todd have the same number of candy bars . rick ate number0 candy bars . todd gave away number1 of his candy bars . how many more candy bars did rick have than todd then ?,11 18,- number1 number0,7.0,"[1, 2, 34, 35, 36, 7, 12, 13, 14, 15, 19, 20, 21]",5,Difference,rick and todd have the same number of candy bars . rick ate number0 candy bars . todd gave away number1 of his candy bars .,how many more candy bars did rick have than todd then ?
459, had number0 more than . lost number1 of his at the . how many more marble did have than doug then ?,ed had number0 more marbles than doug . doug lost number1 of his marbles at the playground . how many more marble did ed have than doug then ?,22 8,+ number0 number1,30.0,"[1, 2, 3, 4, 9, 10, 11, 25, 26, 27]",5,Addition,ed had number0 more marbles than doug . doug lost number1 of his marbles at the playground .,how many more marble did ed have than doug then ?
460, and weigh number0 together . and weigh number1 together . how much more does annette weigh than ?,annette and caitlin weigh number0 pounds together . caitlin and sara weigh number1 pounds together . how much more does annette weigh than sara ?,95 87,- number0 number1,8.0,"[3, 4, 5, 11, 12, 13, 21, 22, 23]",3,Difference,annette and caitlin weigh number0 pounds together . caitlin and sara weigh number1 pounds together .,how much more does annette weigh than sara ?
461, a has fallen into a that is number0 deep . it climbs up number1 and back number2 every . how many will it take the to reach the ?,a worm has fallen into a hole that is number0 inches deep . it climbs up number1 inches and slides back number2 inches every day . how many days will it take the worm to reach the top ?,26 8 3,/ number0 - number1 number2,5.2,"[1, 35, 36, 37, 6, 8, 9, 10, 15, 16, 17, 20, 21, 22, 23]",4,Floor-Division,a worm has fallen into a hole that is number0 inches deep . it climbs up number1 inches and slides back number2 inches every day .,how many days will it take the worm to reach the top ?
462, my was really busy . it was number0 and we sold number1 . we sold number2 more than . how many were sold ?,my ice cream shop was really busy today . it was number0 degrees and we sold number1 ice cream cones . we sold number2 more milkshakes than ice cream cones . how many milkshakes were sold ?,98 67 15,+ number1 number2,82.0,"[1, 33, 3, 34, 35, 6, 10, 11, 12, 15, 16, 17, 19, 22, 23, 24, 25]",3,Addition,my ice cream shop was really busy today . it was number0 degrees and we sold number1 ice cream cones . we sold number2 more milkshakes than ice cream cones .,how many milkshakes were sold ?
463, had number0 in his . he bought a for number1 . he bought a of for number2 . how much did todd spend altogether ?,todd had number0 cents in his pocket . he bought a candy bar for number1 cents . he bought a box of cookies for number2 cents . how much money did todd spend altogether ?,85 14 39,+ number1 number2,53.0,"[32, 1, 2, 3, 33, 13, 14, 15, 23, 24, 25, 31]",3,Addition,todd had number0 cents in his pocket . he bought a candy bar for number1 cents . he bought a box of cookies for number2 cents .,how much money did todd spend altogether ?
464, the little has number0 . number1 came to the . number2 were holding . how many were empty ?,the little league stadium has number0 seats . number1 people came to the game today . number2 people were holding banners . how many seats were empty ?,92 47 38,- number0 number1,45.0,"[1, 2, 3, 4, 5, 6, 8, 9, 16, 17, 24, 25, 26]",3,Subtraction,the little league stadium has number0 seats . number1 people came to the game today . number2 people were holding banners .,how many seats were empty ?
465, seashells every . her stays at the for number0 . this found number1 . she gave some to her little . then had number2 . how many did maura give to her ?,maura collects seashells every summer . her family stays at the beach house for number0 days . this summer maura found number1 seashells . she gave some to her little sister . maura then had number2 seashells . how many seashells did maura give to her sister ?,21 75 57,- number1 number2,18.0,"[1, 34, 3, 35, 36, 2, 5, 44, 13, 14, 15, 45, 46, 20, 21, 22]",3,Subtraction,maura collects seashells every summer . her family stays at the beach house for number0 days . this summer maura found number1 seashells . she gave some to her little sister . maura then had number2 seashells .,how many seashells did maura give to her sister ?
466, the tallest at the is number0 . there are number1 at the . the shortest is number2 . how much is the bigger ?,the tallest giraffe at the zoo is number0 inches tall . there are number1 adult giraffes at the zoo . the shortest giraffe is number2 inches . how much taller is the bigger giraffe ?,96 14 68,- number0 number2,28.0,"[32, 1, 33, 3, 6, 7, 8, 12, 13, 14, 15, 23, 24, 25, 31]",3,Subtraction,the tallest giraffe at the zoo is number0 inches tall . there are number1 adult giraffes at the zoo . the shortest giraffe is number2 inches .,how much taller is the bigger giraffe ?
467, the central has number0 . every the eat a of number1 . next the is moving number2 to a new . how many will stay in the old ?,the central city zoo has number0 chimpanzees . every day the chimps eat a total of number1 bananas . next week the zoo is moving number2 chimps to a new cage . how many chimps will stay in the old cage ?,45 72 18,- number0 number2,27.0,"[1, 4, 5, 6, 38, 8, 39, 40, 15, 16, 17, 24, 25, 26]",3,Subtraction,the central city zoo has number0 chimpanzees . every day the chimps eat a total of number1 bananas . next week the zoo is moving number2 chimps to a new cage .,how many chimps will stay in the old cage ?
468, the has number0 fish to feed to the . number1 have already gotten a . the has number2 . how many more need to get a ?,the zookeeper has number0 fish to feed to the penguins . number1 penguins have already gotten a fish . the zoo has number2 penguins . how many more penguins need to get a fish ?,68 19 36,- number2 number1,17.0,"[32, 1, 2, 3, 4, 33, 6, 11, 12, 21, 22, 23, 31]",3,Subtraction,the zookeeper has number0 fish to feed to the penguins . number1 penguins have already gotten a fish . the zoo has number2 penguins .,how many more penguins need to get a fish ?
469, number0 spoke to a of number1 . another spoke to a of number2 . there are number3 at the . how many did the guides to ?,number0 zoo guide spoke to a group of number1 children . another guide spoke to a group of number2 children . there are number3 guides at the zoo . how many children did the zoo guides speak to ?,1 19 25 22,+ number1 number2,44.0,"[0, 1, 2, 3, 35, 36, 37, 7, 8, 9, 17, 18, 19, 22, 23, 24]",3,Addition,number0 zoo guide spoke to a group of number1 children . another guide spoke to a group of number2 children . there are number3 guides at the zoo .,how many children did the zoo guides speak to ?
470, has a with number0 . he has number1 of wild . 's has number2 of wild . how many fewer of wild does have ?,ralph has a photo album with number0 pages . he has number1 pictures of wild animals . ralph 's friend derrick has number2 pictures of wild animals . how many fewer pictures of wild animals does ralph have ?,50 26 34,- number2 number1,8.0,"[1, 2, 35, 4, 5, 6, 7, 36, 9, 10, 11, 12, 37, 21, 22, 23]",3,Subtraction,ralph has a photo album with number0 pages . he has number1 pictures of wild animals . ralph 's friend derrick has number2 pictures of wild animals .,how many fewer pictures of wild animals does ralph have ?
471, lisa invited the entire third to her . there are number0 altogether . number1 of the are and number2 are . number3 will not be able to go to the . how many will be there ?,lisa invited the entire third grade to her party . there are number0 students altogether . number1 of the students are boys and number2 are girls . number3 students will not be able to go to the party . how many students will be there ?,48 23 25 9,- number0 number3,39.0,"[1, 5, 42, 11, 12, 13, 43, 44, 16, 17, 22, 23, 24, 27, 28]",3,Subtraction,lisa invited the entire third grade to her party . there are number0 students altogether . number1 of the students are boys and number2 are girls . number3 students will not be able to go to the party .,how many students will be there ?
472, billy can play number0 in his . he knows the of number1 different . billy 's has number2 in it . how many does billy still need to learn ?,billy can play number0 songs in his music book . he knows the names of number1 different guitar chords . billy 's music book has number2 songs in it . how many songs does billy still need to learn ?,24 18 52,- number2 number0,28.0,"[1, 2, 3, 4, 36, 6, 37, 38, 14, 15, 16, 18, 24, 25, 26]",3,Subtraction,billy can play number0 songs in his music book . he knows the names of number1 different guitar chords . billy 's music book has number2 songs in it .,how many songs does billy still need to learn ?
473, made number0 . it took number1 to mix the and number2 to bake . and matt number3 after . how many were left ?,mom made number0 chocolate chip cookies . it took number1 minutes to mix the ingredients and number2 minutes to bake . julie and matt ate number3 cookies after dinner . how many cookies were left ?,32 24 16 9,- number0 number3,23.0,"[32, 1, 2, 3, 33, 5, 34, 8, 9, 10, 15, 16, 17, 24, 25, 26]",3,Subtraction,mom made number0 chocolate chip cookies . it took number1 minutes to mix the ingredients and number2 minutes to bake . julie and matt ate number3 cookies after dinner .,how many cookies were left ?
474, there are number0 on the . number1 are . number2 are and . can only answer number3 . how many did steve leave ?,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . how many questions did steve leave blank ?,45 17 28 38,- number0 number3,7.0,"[1, 2, 3, 34, 5, 35, 36, 9, 10, 12, 15, 16, 21, 26, 27, 28]",3,Subtraction,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,how many questions did steve leave blank ?
475, learns number0 new spelling each . her is to learn number1 new before her number2 . she has already learned number3 new . how many more does kendra need to learn ?,kendra learns number0 new spelling words each week . her goal is to learn number1 new words before her number2 birthday . she has already learned number3 new words . how many more words does kendra need to learn ?,12 60 8 36,- number1 number3,24.0,"[1, 2, 3, 4, 5, 6, 36, 37, 38, 13, 14, 15, 16, 18, 19, 20, 25, 26, 27, 28]",3,Subtraction,kendra learns number0 new spelling words each week . her goal is to learn number1 new words before her number2 birthday . she has already learned number3 new words .,how many more words does kendra need to learn ?
476, read number0 of his new . it has number1 and number2 . read number3 more later that . how many has he read in all ?,jake read number0 pages of his new book . it has number1 chapters and number2 pages . jake read number3 more pages later that day . how many pages has he read in all ?,37 8 95 25,+ number0 number3,62.0,"[32, 1, 2, 3, 33, 5, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 31]",3,Addition,jake read number0 pages of his new book . it has number1 chapters and number2 pages . jake read number3 more pages later that day .,how many pages has he read in all ?
477, is on . she has already taken number0 . she has enough left to take number1 more . took number2 more at the . how many has zoe taken altogether ?,zoe is on vacation . she has already taken number0 pictures . she has enough film left to take number1 more pictures . zoe took number2 more pictures at the dolphin show . how many pictures has zoe taken altogether ?,28 32 16,+ number0 number2,44.0,"[1, 3, 5, 6, 37, 8, 9, 10, 38, 39, 18, 19, 20, 21, 24, 25, 26, 27]",3,Addition,zoe is on vacation . she has already taken number0 pictures . she has enough film left to take number1 more pictures . zoe took number2 more pictures at the dolphin show .,how many pictures has zoe taken altogether ?
478, and are going on a number0 . 's weighs number1 . 's back weighs number2 less . they hiked number3 the first . how many do they have left ?,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's back pack weighs number2 pounds less . they hiked number3 miles the first day . how many miles do they have left ?,36 25 7 9,- number0 number3,27.0,"[1, 3, 6, 7, 8, 39, 40, 41, 14, 15, 16, 22, 23, 24, 28, 29, 30]",3,Subtraction,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's back pack weighs number2 pounds less . they hiked number3 miles the first day .,how many miles do they have left ?
479, is having her number0 next . she invited number1 . her ordered number2 . number3 can not come to the . how many will be at 's ?,dora is having her number0 birthday party next saurday . she invited number1 people . her mom ordered number2 sandwiches . number3 people can not come to the party . how many people will be at dora 's party ?,10 64 36 16,- number1 number3,48.0,"[1, 2, 3, 4, 5, 6, 36, 8, 37, 38, 11, 12, 13, 17, 18, 19, 21, 22]",3,Subtraction,dora is having her number0 birthday party next saurday . she invited number1 people . her mom ordered number2 sandwiches . number3 people can not come to the party .,how many people will be at dora 's party ?
480, there are number0 in a . number1 . ate number2 fewer than . number3 more than . how many did marcus ?,there are number0 pretzels in a bowl . john ate number1 pretzels . alan ate number2 fewer pretzels than john . marcus ate number3 more pretzels than john . how many pretzels did marcus eat ?,95 28 9 12,+ number1 number3,40.0,"[32, 1, 2, 3, 33, 5, 34, 9, 10, 11, 14, 15, 16, 17, 22, 23, 24, 25]",3,Addition,there are number0 pretzels in a bowl . john ate number1 pretzels . alan ate number2 fewer pretzels than john . marcus ate number3 more pretzels than john .,how many pretzels did marcus eat ?
481, there were number0 on the . number1 got off at the first . number2 got off at the second . how many were left on the ?,there were number0 passengers on the bus . number1 passengers got off at the first stop . number2 passengers got off at the second stop . how many passengers were left on the bus ?,46 19 15,- - number0 number1 number2,12.0,"[32, 1, 2, 3, 33, 8, 9, 10, 17, 18, 31]",3,TVQ-Final,there were number0 passengers on the bus . number1 passengers got off at the first stop . number2 passengers got off at the second stop .,how many passengers were left on the bus ?
482, the is very busy . there are number0 listening to a . number1 are shopping for . number2 are at the . how many are at the ?,the book store is very busy today . there are number0 children listening to a story . number1 people are shopping for books . number2 people are at the checkout counter . how many people are at the bookstore ?,25 36 17,+ + number0 number1 number2,78.0,"[1, 3, 36, 37, 6, 38, 9, 10, 11, 17, 18, 24, 25]",3,Sum,the book store is very busy today . there are number0 children listening to a story . number1 people are shopping for books . number2 people are at the checkout counter .,how many people are at the bookstore ?
483, is reading a drew . there are number0 in her . she read number1 the first . the next alexa just could n't stop . she read number2 . how many does have left to read ?,alexa is reading a nancy drew mystery . there are number0 pages in her book . she read number1 pages the first day . the next day alexa just could n't stop reading . she read number2 pages . how many pages does alexa have left to read ?,95 18 58,- - number0 number1 number2,19.0,"[1, 35, 36, 37, 6, 9, 10, 11, 45, 46, 47, 17, 18, 19]",3,TVQ-Final,alexa is reading a nancy drew mystery . there are number0 pages in her book . she read number1 pages the first day . the next day alexa just could n't stop reading . she read number2 pages .,how many pages does alexa have left to read ?
484, put number0 in a for the . his ate number1 of them . put in number2 more . how many were in the then ?,sam put number0 pretzels in a bowl for the party . his friends ate number1 of them . sam put in number2 more pretzels . how many pretzels were in the bowl then ?,86 49 27,+ - number0 number1 number2,64.0,"[32, 1, 2, 3, 4, 6, 13, 14, 15, 20, 21, 22, 23, 30, 31]",3,TVQ-Final,sam put number0 pretzels in a bowl for the party . his friends ate number1 of them . sam put in number2 more pretzels .,how many pretzels were in the bowl then ?
485, has $ number0 . he wants to buy a $ number1 . he also wants to buy a $ number2 . how much more does tommy need ?,tommy has $ number0 . he wants to buy a $ number1 camera . he also wants to buy a $ number2 cd player . how much more money does tommy need ?,79 35 59,- + number1 number2 number0,15.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22, 29, 30, 31]",3,TVQ-Change,tommy has $ number0 . he wants to buy a $ number1 camera . he also wants to buy a $ number2 cd player .,how much more money does tommy need ?
486, to play . he played number0 . he played number1 . lost number2 . how many did he win ?,omar loves to play checkers . he played number0 games yesterday . he played number1 games today . omar lost number2 games . how many games did he win ?,37 49 18,- + number0 number1 number2,68.0,"[1, 5, 7, 8, 9, 13, 14, 15, 19, 20, 21, 26, 27, 28]",3,TVQ-Change,omar loves to play checkers . he played number0 games yesterday . he played number1 games today . omar lost number2 games .,how many games did he win ?
487, number0 signed up for . there were number1 second and number2 third . the of the were number3 . how many number4 took ?,number0 students signed up for computer classes . there were number1 second graders and number2 third graders . the rest of the students were number3 graders . how many number4 graders took computer classes ?,94 24 29 4 4,- - number0 number1 number2,41.0,"[0, 1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16, 23, 24, 25, 28, 29, 30, 31, 32, 33]",3,TVQ-Final,number0 students signed up for computer classes . there were number1 second graders and number2 third graders . the rest of the students were number3 graders .,how many number4 graders took computer classes ?
488, . has some . he lost number0 of them . he gave number1 of them to his best . now he has number2 left . how many did . have at first ?,j.t . has some superhero trading cards . he lost number0 of them . he gave number1 of them to his best friend . now he has number2 cards left . how many cards did j.t . have at first ?,14 19 45,+ + number2 number0 number1,78.0,"[1, 2, 3, 37, 38, 39, 9, 10, 11, 15, 16, 17, 26, 27, 28]",3,TVQ-Initial,j.t . has some superhero trading cards . he lost number0 of them . he gave number1 of them to his best friend . now he has number2 cards left .,how many cards did j.t . have at first ?
489, has a large of . he gave his best number0 . he gave his little number1 . now evan has number2 in his . how many did he have at first ?,evan has a large collection of books . he gave his best friend number0 books . he gave his little brother number1 books . now evan has number2 books in his collection . how many books did he have at first ?,14 8 60,+ + number2 number0 number1,82.0,"[1, 2, 5, 38, 39, 40, 12, 13, 14, 20, 21, 22, 26, 27, 28]",3,TVQ-Initial,evan has a large collection of books . he gave his best friend number0 books . he gave his little brother number1 books . now evan has number2 books in his collection .,how many books did he have at first ?
490, it is number0 to grandma 's . welch drove number1 . he stopped to buy a for . then he drove number2 and stopped to put in the . how many more until he reaches 's ?,it is number0 miles to grandma 's house . mr. welch drove number1 miles . he stopped to buy a pie for dessert . then he drove number2 miles and stopped to put gas in the car . how many more miles until he reaches grandma 's house ?,78 35 18,- - number0 number1 number2,25.0,"[1, 2, 3, 6, 11, 12, 13, 45, 46, 47, 26, 27, 28]",3,TVQ-Final,it is number0 miles to grandma 's house . mr. welch drove number1 miles . he stopped to buy a pie for dessert . then he drove number2 miles and stopped to put gas in the car .,how many more miles until he reaches grandma 's house ?
491, is playing with his . he already has number0 . traded in number1 for to buy park . he collected so much that he decided to buy number2 more . how many did sean have then ?,sean is playing monopoly with his friends . he already has number0 houses . sean traded in number1 houses for money to buy park place . he collected so much rent that he decided to buy number2 more houses . how many houses did sean have then ?,27 8 12,+ - number0 number1 number2,31.0,"[1, 2, 35, 36, 37, 38, 5, 9, 10, 11, 12, 44, 45, 46, 16, 17, 18]",3,TVQ-Final,sean is playing monopoly with his friends . he already has number0 houses . sean traded in number1 houses for money to buy park place . he collected so much rent that he decided to buy number2 more houses .,how many houses did sean have then ?
492, 's must sell number0 of each . they sold number1 pairs last and number2 this . how many more of must they sell ?,lou 's shoes must sell number0 pairs of shoes each month . they sold number1 pairs last week and number2 pairs this week . how many more pairs of shoes must they sell ?,80 27 12,- - number0 number1 number2,41.0,"[32, 1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 18, 19, 20, 30, 31]",3,TVQ-Final,lou 's shoes must sell number0 pairs of shoes each month . they sold number1 pairs last week and number2 pairs this week .,how many more pairs of shoes must they sell ?
493, wants to buy a of . the cost number0 . has number1 . how much more does she need ?,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . how much more money does she need ?,65 27,- number0 number1,38.0,"[1, 2, 11, 12, 13, 16, 17, 18, 24, 25, 26]",3,Subtraction,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents .,how much more money does she need ?
494, had number0 . his gave him some more . then had number1 . how many did andy from his ?,andy had number0 baseball cards . his dad gave him some more . then andy had number1 baseball cards . how many baseball cards did andy get from his dad ?,31 50,- number1 number0,19.0,"[1, 2, 3, 4, 6, 15, 16, 17, 18, 27, 28, 29]",3,Subtraction,andy had number0 baseball cards . his dad gave him some more . then andy had number1 baseball cards .,how many baseball cards did andy get from his dad ?
495, elizabeth studied number0 for her . she studied number1 for her . how long did elizabeth altogether ?,elizabeth studied number0 minutes for her science test . she studied number1 minutes for her math test . how long did elizabeth study altogether ?,25 35,+ number0 number1,60.0,"[1, 2, 3, 10, 11, 12, 21, 22, 23]",3,Addition,elizabeth studied number0 minutes for her science test . she studied number1 minutes for her math test .,how long did elizabeth study altogether ?
496, baked some . she brought number0 to that . she left number1 at . how many did rachel ?,rachel baked some brownies . she brought number0 brownies to school that day . she left number1 brownies at home . how many brownies did rachel bake ?,16 24,+ number0 number1,40.0,"[1, 5, 6, 7, 8, 15, 16, 17, 24, 25, 26]",3,Addition,rachel baked some brownies . she brought number0 brownies to school that day . she left number1 brownies at home .,how many brownies did rachel bake ?
497, danny bottle . he found number0 bottle at the . now he has number1 bottle in his . how many bottle did danny have at first ?,danny collects bottle caps . he found number0 bottle caps at the park . now he has number1 bottle caps in his collection . how many bottle caps did danny have at first ?,18 55,- number1 number0,37.0,"[32, 1, 2, 6, 7, 8, 9, 16, 17, 18, 19, 30, 31]",3,Subtraction,danny collects bottle caps . he found number0 bottle caps at the park . now he has number1 bottle caps in his collection .,how many bottle caps did danny have at first ?
