,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
662,"found number0 seashells , found number1 seashells , and found number2 seashells on the beach . When they cleaned them , they discovered that number3 were cracked . How many seashells did they find together ?","Mary found number0 seashells , Melanie found number1 seashells , and Jason found number2 seashells on the beach . When they cleaned them , they discovered that number3 were cracked . How many seashells did they find together ?",45.0 23.0 32.0 31.0,+ + number0 number1 number2,100.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14, 26, 27, 28, 35, 36, 37]","Mary found number0 seashells , Melanie found number1 seashells , and Jason found number2 seashells on the beach . When they cleaned them , they discovered that number3 were cracked .",How many seashells did they find together ?
663,"and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of number0 grams of jelly . If they have number1 grams of blueberry jelly , how many grams of strawberry jelly do they have ?","Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of number0 grams of jelly . If they have number1 grams of blueberry jelly , how many grams of strawberry jelly do they have ?",6310.0 4518.0,- number0 number1,1792.0,"[30, 31, 32, 38, 39, 40, 51, 52, 53]","Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of number0 grams of jelly . If they have number1 grams of blueberry jelly ,",how many grams of strawberry jelly do they have ?
664,"had number0 pieces of clothing to wash . He put number1 of them in one load , but decided to split the rest into number2 equal loads . How many pieces of clothing could go in each of the small loads ?","Will had number0 pieces of clothing to wash . He put number1 of them in one load , but decided to split the rest into number2 equal loads . How many pieces of clothing could go in each of the small loads ?",59.0 32.0 9.0,/ - number0 number1 number2,3.0,"[1, 2, 3, 10, 11, 12, 24, 25, 26, 39, 40, 41]","Will had number0 pieces of clothing to wash . He put number1 of them in one load , but decided to split the rest into number2 equal loads .",How many pieces of clothing could go in each of the small loads ?
665,has number0 apples . She gets number1 more from . many apples does have in all ?,Brenda has number0 apples . She gets number1 more from Willie . How many apples does Brenda have in all ?,34.0 37.0,+ number0 number1,71.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",Brenda has number0 apples . She gets number1 more from Willie .,How many apples does Brenda have in all ?
666,"There are number0 students in the class and number1 apples . If the apples are divided equally among the students , how many does each student get ?","There are number0 students in the class and number1 apples . If the apples are divided equally among the students , how many does each student get ?",7.0 42.0,/ number1 number0,6.0,"[1, 2, 3, 7, 8, 9, 24, 25, 26]","There are number0 students in the class and number1 apples . If the apples are divided equally among the students ,",how many does each student get ?
667,"There are number0 students in the class and number1 tickets . If the tickets are divided equally among the students , how many does each student get ?","There are number0 students in the class and number1 tickets . If the tickets are divided equally among the students , how many does each student get ?",9.0 81.0,/ number1 number0,9.0,"[1, 2, 3, 7, 8, 9, 24, 25, 26]","There are number0 students in the class and number1 tickets . If the tickets are divided equally among the students ,",how many does each student get ?
668,had some noodles . He gave number0 noodles to . Now only has number1 noodles . How many noodles did have to begin with ?,Daniel had some noodles . He gave number0 noodles to William . Now Daniel only has number1 noodles . How many noodles did Daniel have to begin with ?,12.0 54.0,+ number0 number1,66.0,"[6, 7, 8, 15, 16, 17, 25, 26, 27]",Daniel had some noodles . He gave number0 noodles to William . Now Daniel only has number1 noodles .,How many noodles did Daniel have to begin with ?
669,There are number0 popular trees currently in the park . workers will plant number1 popular trees today . How many popular trees will the park have when the workers are finished ?,There are number0 popular trees currently in the park . Park workers will plant number1 popular trees today . How many popular trees will the park have when the workers are finished ?,25.0 73.0,+ number0 number1,98.0,"[1, 2, 3, 13, 14, 15, 29, 30, 31]",There are number0 popular trees currently in the park . Park workers will plant number1 popular trees today .,How many popular trees will the park have when the workers are finished ?
670,has number0 cards . bought number1 of 's cards . How many cards does have now ?,Jason has number0 Pokemon cards . Alyssa bought number1 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,676.0 224.0,- number0 number1,452.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22]",Jason has number0 Pokemon cards . Alyssa bought number1 of Jason 's Pokemon cards .,How many Pokemon cards does Jason have now ?
671,has number0 games . How many does she need to give away so that she will have number1 games left ?,Kelly has number0 Nintendo games . How many does she need to give away so that she will have number1 games left ?,121.0 22.0,- number0 number1,99.0,"[1, 2, 3, 18, 19, 20, 19, 20, 21]",Kelly has number0 Nintendo games .,How many does she need to give away so that she will have number1 games left ?
672,s mom is getting ready for s birthday party . She blew up number0 balloons this morning and number1 balloons this afternoon . How many balloons did she blow up in all ?,Mary ’ s mom is getting ready for Mary ’ s birthday party . She blew up number0 balloons this morning and number1 balloons this afternoon . How many balloons did she blow up in all ?,6.0 5.0,+ number0 number1,11.0,"[14, 15, 16, 19, 20, 21, 33, 34, 35]",Mary ’ s mom is getting ready for Mary ’ s birthday party . She blew up number0 balloons this morning and number1 balloons this afternoon .,How many balloons did she blow up in all ?
673,"picked number0 flowers for her friend ’ s wedding . She was making bouquets with number1 flowers in each one . If number2 of the flowers wilted before the wedding , how many bouquets could she still make ?","Wendy picked number0 flowers for her friend ’ s wedding . She was making bouquets with number1 flowers in each one . If number2 of the flowers wilted before the wedding , how many bouquets could she still make ?",103.0 8.0 47.0,/ - number0 number2 number1,7.0,"[1, 2, 3, 14, 15, 16, 21, 22, 23, 35, 36, 37]","Wendy picked number0 flowers for her friend ’ s wedding . She was making bouquets with number1 flowers in each one . If number2 of the flowers wilted before the wedding ,",how many bouquets could she still make ?
674,had number0 quarters in her bank . Her sister borrowed number1 of her quarters . How many quarters does have now ?,Jessica had number0 quarters in her bank . Her sister borrowed number1 of her quarters . How many quarters does Jessica have now ?,8.0 3.0,- number0 number1,5.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22]",Jessica had number0 quarters in her bank . Her sister borrowed number1 of her quarters .,How many quarters does Jessica have now ?
675,What is number0 % of number1 ?,What is number0 % of number1 ?,395.0 791.0,* * number0 0.01 number1,3124.45,"[1, 2, 3, 4, 5, 6, 3, 4, 5]",,What is number0 % of number1 ?
676,"If sold number0 boxes of , how many cases of number1 boxes does pickup from the cookie mom ?","If Karen sold number0 boxes of Tagalongs , how many cases of number1 boxes does Karen pickup from the cookie mom ?",36.0 12.0,/ number0 number1,3.0,"[2, 3, 4, 11, 12, 13, 18, 19, 20]","If Karen sold number0 boxes of Tagalongs ,",how many cases of number1 boxes does Karen pickup from the cookie mom ?
677,has number0 blocks . has with number1 blocks . finds another number2 . How many blocks does end with ?,Ronald has number0 blocks . Martha has with number1 blocks . Martha finds another number2 . How many blocks does Martha end with ?,13.0 4.0 80.0,+ number1 number2,84.0,"[1, 2, 3, 7, 8, 9, 13, 14, 15, 20, 21, 22]",Ronald has number0 blocks . Martha has with number1 blocks . Martha finds another number2 .,How many blocks does Martha end with ?
678,"A book store had number0 books in the bargin bin . If they sold number1 books , but then put number2 more in the bin , how many books would be in the bin ?","A book store had number0 books in the bargin bin . If they sold number1 books , but then put number2 more in the bin , how many books would be in the bin ?",41.0 33.0 2.0,- + number0 number2 number1,10.0,"[3, 4, 5, 13, 14, 15, 19, 20, 21, 31, 32, 33]","A book store had number0 books in the bargin bin . If they sold number1 books , but then put number2 more in the bin ,",how many books would be in the bin ?
679,"bought some toys . He bought marbles for $ number0 , a football for $ number1 , and spent $ number2 on a baseball . In total , how much did spend on toys ?","Mike bought some toys . He bought marbles for $ number0 , a football for $ number1 , and spent $ number2 on a baseball . In total , how much did Mike spend on toys ?",9.05 4.95 6.52,+ + number0 number1 number2,20.52,"[9, 10, 11, 15, 16, 17, 20, 21, 22, 33, 34, 35]","Mike bought some toys . He bought marbles for $ number0 , a football for $ number1 , and spent $ number2 on a baseball . In total ,",how much did Mike spend on toys ?
680,"In one week , an airplane pilot flew number0 miles on and number1 miles on . If the pilot flies the same number of miles number2 weeks in a row , how many miles does the pilot fly in all ?","In one week , an airplane pilot flew number0 miles on Tuesday and number1 miles on Thursday . If the pilot flies the same number of miles number2 weeks in a row , how many miles does the pilot fly in all ?",1134.0 1475.0 3.0,* number2 + number0 number1,7827.0,"[7, 8, 9, 12, 13, 14, 26, 27, 28, 39, 40, 41]","In one week , an airplane pilot flew number0 miles on Tuesday and number1 miles on Thursday . If the pilot flies the same number of miles number2 weeks in a row ,",how many miles does the pilot fly in all ?
681,A number0 ounce can of cranberry juice sells for number1 cents . Give the unit cost in cents per ounce .,A number0 ounce can of cranberry juice sells for number1 cents . Give the unit cost in cents per ounce .,12.0 84.0,/ number1 number0,7.0,"[0, 1, 2, 8, 9, 10, 17, 18, 19]",A number0 ounce can of cranberry juice sells for number1 cents .,Give the unit cost in cents per ounce .
682,"If split number0 apples between number1 people in her class and kept the left overs , how many apples did each classmate get ?","If Harold split number0 apples between number1 people in her class and kept the left overs , how many apples did each classmate get ?",15.0 3.0,/ number0 number1,5.0,"[2, 3, 4, 5, 6, 7, 21, 22, 23]","If Harold split number0 apples between number1 people in her class and kept the left overs ,",how many apples did each classmate get ?
683,There are number0 dogwood trees currently in the park . workers will plant number1 more dogwood trees today . How many dogwood trees will the park have when the workers are finished ?,There are number0 dogwood trees currently in the park . Park workers will plant number1 more dogwood trees today . How many dogwood trees will the park have when the workers are finished ?,34.0 49.0,+ number0 number1,83.0,"[1, 2, 3, 15, 16, 17, 32, 33, 34]",There are number0 dogwood trees currently in the park . Park workers will plant number1 more dogwood trees today .,How many dogwood trees will the park have when the workers are finished ?
684,"had $ number0 . paid $ number1 for a ticket to a baseball game . At the game , bought a hot dog for $ number2 . What amount of money did have then ?","Tony had $ number0 . Tony paid $ number1 for a ticket to a baseball game . At the game , Tony bought a hot dog for $ number2 . What amount of money did Tony have then ?",20.0 8.0 3.0,- number0 + number1 number2,9.0,"[2, 3, 4, 7, 8, 9, 27, 28, 29, 35, 36, 37]","Tony had $ number0 . Tony paid $ number1 for a ticket to a baseball game . At the game , Tony bought a hot dog for $ number2 .",What amount of money did Tony have then ?
685,"The cost of number0 feet of chain is number1 dollars , what length of chain can be purchased with number2 dollars ?","The cost of number0 feet of chain is number1 dollars , what length of chain can be purchased with number2 dollars ?",5.0 2.0 7.5,* / number2 number1 number0,18.75,"[2, 3, 4, 7, 8, 9, 18, 19, 20, 18, 19, 20]","The cost of number0 feet of chain is number1 dollars ,",what length of chain can be purchased with number2 dollars ?
686,has saved number0 cents from selling lemonade . How many dollars does have ?,Nancy has saved number0 cents from selling lemonade . How many dollars does Nancy have ?,4900.0,/ number0 100.0,49.0,"[2, 3, 4, 14, 15, 16]",Nancy has saved number0 cents from selling lemonade .,How many dollars does Nancy have ?
687,"made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?","Paul made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?",3.0 3.0 3.0,/ + number0 number0 number0,2.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 25, 26, 27]","Paul made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?
688,'s old washing machine could only wash number0 pieces of clothing at a time . If she had to wash number1 shirts and number2 sweaters how many loads would she have to do ?,Wendy 's old washing machine could only wash number0 pieces of clothing at a time . If she had to wash number1 shirts and number2 sweaters how many loads would she have to do ?,8.0 39.0 33.0,/ + number1 number2 number0,9.0,"[7, 8, 9, 20, 21, 22, 23, 24, 25, 31, 32, 33]",Wendy 's old washing machine could only wash number0 pieces of clothing at a time . If she had to wash number1 shirts and number2 sweaters,how many loads would she have to do ?
689,In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school . How many students were in fourth grade at the end ?,In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school . How many students were in fourth grade at the end ?,33.0 18.0 14.0,- + number0 number2 number1,29.0,"[4, 5, 6, 16, 17, 18, 20, 21, 22, 35, 36, 37]",In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school .,How many students were in fourth grade at the end ?
690,A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage . How many cages did they use ?,A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage . How many cages did they use ?,78.0 30.0 8.0,/ - number0 number1 number2,6.0,"[3, 4, 5, 11, 12, 13, 21, 22, 23, 30, 31, 32]",A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage .,How many cages did they use ?
691,My car gets number0 miles per gallon of gas . How many miles can I drive on number1 gallons of gas ?,My car gets number0 miles per gallon of gas . How many miles can I drive on number1 gallons of gas ?,20.0 5.0,* number0 number1,100.0,"[2, 3, 4, 16, 17, 18, 18, 19, 20]",My car gets number0 miles per gallon of gas .,How many miles can I drive on number1 gallons of gas ?
692,You have collected number0 crickets . How many more crickets do you need to collect to have number1 crickets ?,You have collected number0 crickets . How many more crickets do you need to collect to have number1 crickets ?,7.0 11.0,- number1 number0,4.0,"[2, 3, 4, 16, 17, 18, 16, 17, 18]",You have collected number0 crickets .,How many more crickets do you need to collect to have number1 crickets ?
693,averages number0 points per game in basketball . How many points would he score in number1 games ?,Lukas averages number0 points per game in basketball . How many points would he score in number1 games ?,12.0 5.0,* number0 number1,60.0,"[1, 2, 3, 15, 16, 17, 15, 16, 17]",Lukas averages number0 points per game in basketball .,How many points would he score in number1 games ?
694,A restaurant sold number0 pies every day for a week . How many pies were sold during the week ?,A restaurant sold number0 pies every day for a week . How many pies were sold during the week ?,8.0,* number0 7.0,56.0,"[2, 3, 4, 16, 17, 18]",A restaurant sold number0 pies every day for a week .,How many pies were sold during the week ?
695,jogged number0 laps in . class and number1 laps during track practice . How many laps did jog in all ?,Kyle jogged number0 laps in P.E . class and number1 laps during track practice . How many laps did Kyle jog in all ?,1.125 2.125,+ number0 number1,3.25,"[1, 2, 3, 7, 8, 9, 19, 20, 21]",Kyle jogged number0 laps in P.E . class and number1 laps during track practice .,How many laps did Kyle jog in all ?
696,"grew number0 onions , grew number1 onions , and grew number2 onions . How many onions did they grow in all ?","Sara grew number0 onions , Sally grew number1 onions , and Fred grew number2 onions . How many onions did they grow in all ?",4.0 5.0 9.0,+ + number0 number1 number2,18.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14, 21, 22, 23]","Sara grew number0 onions , Sally grew number1 onions , and Fred grew number2 onions .",How many onions did they grow in all ?
697,"While shopping for music online , bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did buy total ?","While shopping for music online , Faye bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did Faye buy total ?",2.0 3.0 6.0,* number2 + number0 number1,30.0,"[7, 8, 9, 11, 12, 13, 24, 25, 26, 32, 33, 34]","While shopping for music online , Faye bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs .",How many songs did Faye buy total ?
698,"'s family went on a camping trip in the mountains . On the first day , they hiked from their car to the campsite . , they hiked number0 mile from the car to a stream , and number1 mile from the stream to a meadow . Then they hiked number2 mile from the meadow to the campsite . How many miles did 's family hike in all ?","Irwin 's family went on a camping trip in the mountains . On the first day , they hiked from their car to the campsite . First , they hiked number0 mile from the car to a stream , and number1 mile from the stream to a meadow . Then they hiked number2 mile from the meadow to the campsite . How many miles did Irwin 's family hike in all ?",0.2 0.4 0.1,+ + number0 number1 number2,0.7,"[29, 30, 31, 39, 40, 41, 51, 52, 53, 68, 69, 70]","Irwin 's family went on a camping trip in the mountains . On the first day , they hiked from their car to the campsite . First , they hiked number0 mile from the car to a stream , and number1 mile from the stream to a meadow . Then they hiked number2 mile from the meadow to the campsite .",How many miles did Irwin 's family hike in all ?
699,"In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them , how many points would you earn ?","In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them , how many points would you earn ?",7.0 11.0 8.0,* number0 - number1 number2,21.0,"[9, 10, 11, 16, 17, 18, 24, 25, 26, 32, 33, 34]","In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them ,",how many points would you earn ?
700,added number0 cup of yellow raisins and number1 cup of black raisins to a batch of trail mix . How many cups of raisins did add in all ?,Jonah added number0 cup of yellow raisins and number1 cup of black raisins to a batch of trail mix . How many cups of raisins did Jonah add in all ?,0.3 0.4,+ number0 number1,0.7,"[1, 2, 3, 7, 8, 9, 27, 28, 29]",Jonah added number0 cup of yellow raisins and number1 cup of black raisins to a batch of trail mix .,How many cups of raisins did Jonah add in all ?
701,uses number0 ounces of detergent to wash a pound of clothes . How many ounces of soap will use to wash number1 pounds of clothes ?,Mrs. Hilt uses number0 ounces of detergent to wash a pound of clothes . How many ounces of soap will Mrs. Hilt use to wash number1 pounds of clothes ?,2.0 9.0,* number0 number1,18.0,"[2, 3, 4, 24, 25, 26, 26, 27, 28]",Mrs. Hilt uses number0 ounces of detergent to wash a pound of clothes .,How many ounces of soap will Mrs. Hilt use to wash number1 pounds of clothes ?
702,"'s discount flowers was having a sale where each flower was number0 dollars . If bought number1 roses and number2 daisies , how much did she spend ?","April 's discount flowers was having a sale where each flower was number0 dollars . If Robin bought number1 roses and number2 daisies , how much did she spend ?",3.0 5.0 4.0,* number0 + number1 number2,27.0,"[11, 12, 13, 17, 18, 19, 20, 21, 22, 26, 27, 28]","April 's discount flowers was having a sale where each flower was number0 dollars . If Robin bought number1 roses and number2 daisies ,",how much did she spend ?
703,wants to split a collection of erasers into groups of number0 . has number1 erasers . How many groups will be created ?,Brenda wants to split a collection of erasers into groups of number0 . Brenda has number1 erasers . How many groups will be created ?,90.0 270.0,/ number1 number0,3.0,"[10, 11, 12, 14, 15, 16, 21, 22, 23]",Brenda wants to split a collection of erasers into groups of number0 . Brenda has number1 erasers .,How many groups will be created ?
704,'s dog had puppies . She gave number0 to her friends . She now has number1 puppies . How many puppies did she have to start with ?,Alyssa 's dog had puppies . She gave number0 to her friends . She now has number1 puppies . How many puppies did she have to start with ?,7.0 5.0,+ number0 number1,12.0,"[7, 8, 9, 15, 16, 17, 25, 26, 27]",Alyssa 's dog had puppies . She gave number0 to her friends . She now has number1 puppies .,How many puppies did she have to start with ?
705,We ordered number0 pizzas . Each pizza has number1 slices . How many slices of pizza are there altogether ?,We ordered number0 pizzas . Each pizza has number1 slices . How many slices of pizza are there altogether ?,21.0 8.0,* number0 number1,168.0,"[1, 2, 3, 7, 8, 9, 16, 17, 18]",We ordered number0 pizzas . Each pizza has number1 slices .,How many slices of pizza are there altogether ?
706,A car company produced number0 cars in and number1 cars in . many cars is that in all ?,A car company produced number0 cars in North America and number1 cars in Europe . How many cars is that in all ?,3884.0 2871.0,+ number0 number1,6755.0,"[3, 4, 5, 9, 10, 11, 19, 20, 21]",A car company produced number0 cars in North America and number1 cars in Europe .,How many cars is that in all ?
707,The school is planning a field trip . There are number0 students and number1 seats on each school bus . How many buses are needed to take the trip ?,The school is planning a field trip . There are number0 students and number1 seats on each school bus . How many buses are needed to take the trip ?,45.0 9.0,/ number0 number1,5.0,"[9, 10, 11, 12, 13, 14, 26, 27, 28]",The school is planning a field trip . There are number0 students and number1 seats on each school bus .,How many buses are needed to take the trip ?
708,"got number0 pennies for washing clothes , and number1 quarters for mowing lawns . How much money does have ?","Sam got number0 pennies for washing clothes , and number1 quarters for mowing lawns . How much money does Sam have ?",9.0 7.0,+ * number0 0.01 * number1 0.25,1.84,"[1, 2, 3, 8, 9, 10, 18, 19, 20]","Sam got number0 pennies for washing clothes , and number1 quarters for mowing lawns .",How much money does Sam have ?
709,has number0 books . has number1 books . How many books do they have together ?,Tim has number0 books . Sam has number1 books . How many books do they have together ?,44.0 52.0,+ number0 number1,96.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Tim has number0 books . Sam has number1 books .,How many books do they have together ?
710,"The library is divided into different sections for different type of books . The science fiction section has number0 books . If each book has number1 pages , how many pages do all the books have in total ?","The library is divided into different sections for different type of books . The science fiction section has number0 books . If each book has number1 pages , how many pages do all the books have in total ?",8.0 478.0,* number0 number1,3824.0,"[17, 18, 19, 24, 25, 26, 35, 36, 37]","The library is divided into different sections for different type of books . The science fiction section has number0 books . If each book has number1 pages ,",how many pages do all the books have in total ?
711,has number0 guests coming to his party . Each table will hold number1 guests . How many tables will he need ?,Warren has number0 guests coming to his party . Each table will hold number1 guests . How many tables will he need ?,252.0 4.0,/ number0 number1,63.0,"[1, 2, 3, 12, 13, 14, 19, 20, 21]",Warren has number0 guests coming to his party . Each table will hold number1 guests .,How many tables will he need ?
712,had number0 quarters in his bank . His dad gave him number1 quarters . How many quarters does he have now ?,Jason had number0 quarters in his bank . His dad gave him number1 quarters . How many quarters does he have now ?,49.0 25.0,+ number0 number1,74.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21]",Jason had number0 quarters in his bank . His dad gave him number1 quarters .,How many quarters does he have now ?
713,There are number0 marbles . number1 marbles more are added . How many are there total ?,There are number0 marbles . number1 marbles more are added . How many are there total ?,4.0 7.0,+ number0 number1,11.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15]",There are number0 marbles . number1 marbles more are added .,How many are there total ?
714,"found number0 seashells and found number1 seashells on the beach . When they cleaned them , they discovered that number2 were cracked . How many seashells did they find together ?","Tom found number0 seashells and Fred found number1 seashells on the beach . When they cleaned them , they discovered that number2 were cracked . How many seashells did they find together ?",15.0 43.0 29.0,+ number0 number1,58.0,"[1, 2, 3, 6, 7, 8, 20, 21, 22, 29, 30, 31]","Tom found number0 seashells and Fred found number1 seashells on the beach . When they cleaned them , they discovered that number2 were cracked .",How many seashells did they find together ?
715,weighs number0 pounds . weighs number1 pounds . How much heavier is than ?,Jessica weighs number0 pounds . Thomas weighs number1 pounds . How much heavier is Jessica than Thomas ?,49.0 44.0,- number0 number1,5.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Jessica weighs number0 pounds . Thomas weighs number1 pounds .,How much heavier is Jessica than Thomas ?
716,"At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?",3.0 12.0 7.0,* number0 - number1 number2,15.0,"[7, 8, 9, 17, 18, 19, 22, 23, 24, 34, 35, 36]","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids ,",how much would it cost for the group to eat ?
717,went to the grocery store . She bought number0 packs of cookies and number1 packs of noodles . How many packs of groceries did she buy in all ?,Lucy went to the grocery store . She bought number0 packs of cookies and number1 packs of noodles . How many packs of groceries did she buy in all ?,12.0 16.0,+ number0 number1,28.0,"[8, 9, 10, 13, 14, 15, 28, 29, 30]",Lucy went to the grocery store . She bought number0 packs of cookies and number1 packs of noodles .,How many packs of groceries did she buy in all ?
718,"Last year at 's airport , number0 passengers landed on time . Unfortunately , number1 passengers landed late . In all , how many passengers landed in last year ?","Last year at Newberg 's airport , number0 passengers landed on time . Unfortunately , number1 passengers landed late . In all , how many passengers landed in Newberg last year ?",14507.0 213.0,+ number0 number1,14720.0,"[6, 7, 8, 14, 15, 16, 28, 29, 30]","Last year at Newberg 's airport , number0 passengers landed on time . Unfortunately , number1 passengers landed late . In all ,",how many passengers landed in Newberg last year ?
719,and aced their math test . So their mother bought for them a wonderful trampoline yesterday . jumped number0 times on the trampoline . jumped number1 more times than . many times did they jump altogether ?,Rupert and Ronald aced their math test . So their mother bought for them a wonderful trampoline yesterday . Ronald jumped number0 times on the trampoline . Rupert jumped number1 more times than Ronald . How many times did they jump altogether ?,157.0 86.0,+ number0 number1,243.0,"[20, 21, 22, 30, 31, 32, 43, 44, 45]",Rupert and Ronald aced their math test . So their mother bought for them a wonderful trampoline yesterday . Ronald jumped number0 times on the trampoline . Rupert jumped number1 more times than Ronald .,How many times did they jump altogether ?
720,"At the fair bought number0 tickets . After riding the ferris wheel he had number1 tickets left . If each ticket cost number2 dollars , how much money did spend riding the ferris wheel ?","At the fair Kaleb bought number0 tickets . After riding the ferris wheel he had number1 tickets left . If each ticket cost number2 dollars , how much money did Kaleb spend riding the ferris wheel ?",6.0 3.0 9.0,* number2 - number0 number1,27.0,"[4, 5, 6, 14, 15, 16, 22, 23, 24, 33, 34, 35]","At the fair Kaleb bought number0 tickets . After riding the ferris wheel he had number1 tickets left . If each ticket cost number2 dollars ,",how much money did Kaleb spend riding the ferris wheel ?
721,has number0 popsicle sticks . I have number1 popsicle sticks . What is the sum of our popsicle sticks ?,Gino has number0 popsicle sticks . I have number1 popsicle sticks . What is the sum of our popsicle sticks ?,63.0 50.0,+ number0 number1,113.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",Gino has number0 popsicle sticks . I have number1 popsicle sticks .,What is the sum of our popsicle sticks ?
722,"has number0 oranges stored in boxes . If there are number1 boxes , how many oranges must go in each box ?","Albert has number0 oranges stored in boxes . If there are number1 boxes , how many oranges must go in each box ?",35.0 7.0,/ number0 number1,5.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]","Albert has number0 oranges stored in boxes . If there are number1 boxes ,",how many oranges must go in each box ?
723,"There are number0 candies in 's candy collection . If the candies are organized into number1 groups , how big is each group ?","There are number0 candies in Kathy 's candy collection . If the candies are organized into number1 groups , how big is each group ?",30.0 10.0,/ number0 number1,3.0,"[1, 2, 3, 15, 16, 17, 21, 22, 23]","There are number0 candies in Kathy 's candy collection . If the candies are organized into number1 groups ,",how big is each group ?
724,There were number0 book shelves . Each book shelf had number1 books . How many books were on the shelves ?,There were number0 book shelves . Each book shelf had number1 books . How many books were on the shelves ?,150.0 15.0,* number0 number1,2250.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]",There were number0 book shelves . Each book shelf had number1 books .,How many books were on the shelves ?
725,"had number0 dollars in . By he had spent number1 dollars . If he got another number2 dollars from his mom , how much money would he have ?","Luke had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom , how much money would he have ?",48.0 11.0 21.0,- + number0 number2 number1,58.0,"[1, 2, 3, 11, 12, 13, 18, 19, 20, 28, 29, 30]","Luke had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom ,",how much money would he have ?
726,A store had number0 coloring books in stock . They ended up putting them on sale and getting rid of number1 of them . The put the ones they still had onto shelves with number2 on each shelf . How many shelves did they use ?,A store had number0 coloring books in stock . They ended up putting them on sale and getting rid of number1 of them . The put the ones they still had onto shelves with number2 on each shelf . How many shelves did they use ?,120.0 39.0 9.0,/ - number0 number1 number2,9.0,"[2, 3, 4, 19, 20, 21, 33, 34, 35, 42, 43, 44]",A store had number0 coloring books in stock . They ended up putting them on sale and getting rid of number1 of them . The put the ones they still had onto shelves with number2 on each shelf .,How many shelves did they use ?
727,"had number0 dollars . At the store he spent $ number1 on a new game . If he got another number2 dollars for his allowance , how much money does he have now ?","Frank had number0 dollars . At the store he spent $ number1 on a new game . If he got another number2 dollars for his allowance , how much money does he have now ?",11.0 3.0 14.0,- + number0 number2 number1,22.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22, 31, 32, 33]","Frank had number0 dollars . At the store he spent $ number1 on a new game . If he got another number2 dollars for his allowance ,",how much money does he have now ?
728,"A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?",12.0 6.0 4.0,* number2 - number0 number1,24.0,"[3, 4, 5, 11, 12, 13, 18, 19, 20, 33, 34, 35]","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window ,",how long will it take him to install the rest ?
