,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
587," number0 . She the in , with number1 in each . How many could she up ?","Sue ’ s mother made number0 cookies . She put the cookies in bags , with number1 cookies in each bag . How many bags could she fill up ?",75.0 3.0,/ number0 number1,25.0,"[3, 4, 5, 14, 15, 16, 25, 26, 27]","Sue ’ s mother made number0 cookies . She put the cookies in bags , with number1 cookies in each bag .",How many bags could she fill up ?
588, number0 and number1 from the . How many in total ?,Benny picked number0 apples and Dan picked number1 apples from the apple tree . How many apples were picked in total ?,2.0 9.0,+ number0 number1,11.0,"[1, 2, 3, 6, 7, 8, 18, 19, 20]",Benny picked number0 apples and Dan picked number1 apples from the apple tree .,How many apples were picked in total ?
589," There 's number0 new and number1 . If the them into with number2 in each , how many would there ?","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?",2.0 6.0 4.0,/ + number0 number1 number2,2.0,"[5, 6, 7, 9, 10, 11, 21, 22, 23, 31, 32, 33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?
590, number0 . She number1 from a in the and number2 for her . Then number3 of the to her and number4 to a . How many ?,Mika had number0 stickers . She bought number1 stickers from a store in the mall and got number2 stickers for her birthday . Then Mika gave number3 of the stickers to her sister and used number4 to decorate a greeting card . How many stickers does Mika have left ?,20.0 26.0 20.0 6.0 58.0,- + + number0 number1 number0 + number3 number4,2.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18, 25, 26, 27, 34, 35, 36, 46, 47, 48]",Mika had number0 stickers . She bought number1 stickers from a store in the mall and got number2 stickers for her birthday . Then Mika gave number3 of the stickers to her sister and used number4 to decorate a greeting card .,How many stickers does Mika have left ?
591, number0 to her . number1 to his . How many more than ?,Beka flew number0 miles to visit her aunt . Jackson flew number1 miles to visit his aunt . How many more miles did Beka fly than Jackson ?,873.0 563.0,- number0 number1,310.0,"[1, 2, 3, 10, 11, 12, 24, 25, 26]",Beka flew number0 miles to visit her aunt . Jackson flew number1 miles to visit his aunt .,How many more miles did Beka fly than Jackson ?
592," Each in a $ number0 . If a number1 total and all but number2 , how much would she ?","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Rachel sold all but number2 bars , how much money would she have made ?",2.0 13.0 4.0,* number0 - number1 number2,18.0,"[7, 8, 9, 13, 14, 15, 21, 22, 23, 29, 30, 31]","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Rachel sold all but number2 bars ,",how much money would she have made ?
593," number0 of to . He number1 of them in one , but to the into number2 equal . How many of could in each of the small ?","Kaleb had number0 pieces of clothing to wash . He put number1 of them in one load , but decided to split the rest into number2 equal loads . How many pieces of clothing could go in each of the small loads ?",39.0 19.0 5.0,/ - number0 number1 number2,4.0,"[1, 2, 3, 10, 11, 12, 24, 25, 26, 39, 40, 41]","Kaleb had number0 pieces of clothing to wash . He put number1 of them in one load , but decided to split the rest into number2 equal loads .",How many pieces of clothing could go in each of the small loads ?
594, It number0 to to 's at number1 per . How far it between 's and 's ?,It took Katherine number0 hours to run to Louis 's house at number1 miles per hour . How far is it between Katherine 's house and Louis 's house ?,3.0 8.0,* number0 number1,24.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",It took Katherine number0 hours to run to Louis 's house at number1 miles per hour .,How far is it between Katherine 's house and Louis 's house ?
595," number0 . If he away number1 old that n't and number2 new , how many would he ?","George had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones , how many socks would he have ?",28.0 4.0 36.0,- + number0 number2 number1,60.0,"[1, 2, 3, 8, 9, 10, 17, 18, 19, 25, 26, 27]","George had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones ,",how many socks would he have ?
596," One number0 . If the of each the same , how much would number1 ?","One stamp costs number0 cents . If the cost of each stamp remains the same , how much would number1 stamps cost ?",34.0 4.0,* number0 number1,134.0,"[2, 3, 4, 18, 19, 20, 19, 20, 21]","One stamp costs number0 cents . If the cost of each stamp remains the same ,",how much would number1 stamps cost ?
597, number0 . She number1 . How many will ?,Norma has number0 cards . She loses number1 . How many cards will Norma have ?,88.0 70.0,- number0 number1,18.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14]",Norma has number0 cards . She loses number1 .,How many cards will Norma have ?
598," number0 . If she away number1 of them , but then number2 more , how many would she total ?","Debby had number0 coloring books . If she gave away number1 of them , but then bought number2 more , how many would she have total ?",30.0 7.0 35.0,- + number0 number2 number1,58.0,"[1, 2, 3, 9, 10, 11, 16, 17, 18, 23, 24, 25]","Debby had number0 coloring books . If she gave away number1 of them , but then bought number2 more ,",how many would she have total ?
599, For number0 of . She number1 then the into with number2 in each . How many could she ?,For Halloween Emily received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile . How many piles could she make ?,54.0 33.0 7.0,/ - number0 number1 number2,3.0,"[3, 4, 5, 10, 11, 12, 19, 20, 21, 28, 29, 30]",For Halloween Emily received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile .,How many piles could she make ?
600, number0 bottle . He number1 more . How many bottle in all ?,William has number0 bottle caps . He buys number1 more . How many bottle caps does William have in all ?,2.0 41.0,+ number0 number1,43.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",William has number0 bottle caps . He buys number1 more .,How many bottle caps does William have in all ?
601," to number0 short and number1 long before . If he only washed number2 of them by the , how many he not ?","Tom had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started , how many did he not wash ?",10.0 25.0 5.0,- + number0 number1 number2,30.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 33, 34, 35]","Tom had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started ,",how many did he not wash ?
602," There number0 out for the 's trivia . If number1 of them n't for the and the into number2 , how many would in each ?","There are number0 students trying out for the school 's trivia teams . If number1 of them did n't get picked for the team and the rest were put into number2 groups , how many students would be in each group ?",58.0 10.0 8.0,/ - number0 number1 number2,6.0,"[1, 2, 3, 13, 14, 15, 29, 30, 31, 38, 39, 40]","There are number0 students trying out for the school 's trivia teams . If number1 of them did n't get picked for the team and the rest were put into number2 groups ,",how many students would be in each group ?
603," 's on a to the . If each can number0 and there number1 and number2 , how many will they ?","Robin 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going , how many vans will they need ?",8.0 22.0 2.0,/ + number1 number2 number0,3.0,"[17, 18, 19, 22, 23, 24, 25, 26, 27, 33, 34, 35]","Robin 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going ,",how many vans will they need ?
604, The a to number0 . Now the a of number1 . How many the before the ?,The Silvergrove Public Library used a grant to purchase number0 books . Now the library has a total of number1 books . How many books did the library have before the grant ?,2647.0 8582.0,- number1 number0,5935.0,"[8, 9, 10, 18, 19, 20, 29, 30, 31]",The Silvergrove Public Library used a grant to purchase number0 books . Now the library has a total of number1 books .,How many books did the library have before the grant ?
605, A pet number0 of and number1 of . How many more of there than ?,A pet supply store has number0 bags of dog food and number1 bags of cat food . How many more bags of dog food are there than cat food ?,600.0 327.0,- number0 number1,273.0,"[4, 5, 6, 10, 11, 12, 26, 27, 28]",A pet supply store has number0 bags of dog food and number1 bags of cat food .,How many more bags of dog food are there than cat food ?
606," A number0 on it . If a number1 to and already number2 of them , how many more she to ?","A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them , how many more problems does she have to grade ?",3.0 15.0 7.0,* number0 - number1 number2,24.0,"[2, 3, 4, 11, 12, 13, 19, 20, 21, 30, 31, 32]","A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them ,",how many more problems does she have to grade ?
607, In fourth there number0 at the of the . During the number1 and number2 new to . How many in fourth at the ?,In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school . How many students were in fourth grade at the end ?,31.0 5.0 11.0,- + number0 number2 number1,37.0,"[4, 5, 6, 16, 17, 18, 20, 21, 22, 35, 36, 37]",In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school .,How many students were in fourth grade at the end ?
608, A number0 . In one they number1 of them and the into with number2 in each . How many they ?,A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage . How many cages did they use ?,102.0 21.0 9.0,/ - number0 number1 number2,9.0,"[3, 4, 5, 11, 12, 13, 21, 22, 23, 30, 31, 32]",A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage .,How many cages did they use ?
609," number0 on the , he number1 of the . How many he now ?","Fred found number0 seashells on the beach , he gave Jessica number1 of the seashells . How many seashells does he now have ?",47.0 25.0,- number0 number1,22.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22]","Fred found number0 seashells on the beach , he gave Jessica number1 of the seashells .",How many seashells does he now have ?
610, number0 of to a of . How many of will she to number1 of ?,Mrs. Hilt uses number0 ounces of detergent to wash a pound of clothes . How many ounces of soap will she use to wash number1 pounds of clothes ?,2.0 9.0,* number0 number1,18.0,"[2, 3, 4, 23, 24, 25, 25, 26, 27]",Mrs. Hilt uses number0 ounces of detergent to wash a pound of clothes .,How many ounces of soap will she use to wash number1 pounds of clothes ?
611, at the for number0 and number1 seashells every . How many during the ?,Tom was at the beach for number0 days and found number1 seashells every day . How many seashells did Tom find during the beach trip ?,5.0 7.0,* number0 number1,35.0,"[5, 6, 7, 9, 10, 11, 22, 23, 24]",Tom was at the beach for number0 days and found number1 seashells every day .,How many seashells did Tom find during the beach trip ?
612," for . On he number0 up and on he number1 more . If each number2 in it , how many he up total ?","Sam was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it , how many cans did he pick up total ?",4.0 3.0 6.0,* number2 + number0 number1,42.0,"[10, 11, 12, 18, 19, 20, 26, 27, 28, 37, 38, 39]","Sam was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it ,",how many cans did he pick up total ?
613, number0 at number1 per . How long ?,Mark sprinted number0 miles at number1 miles per hour . How long did Mark sprint ?,24.0 6.0,/ number0 number1,4.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14]",Mark sprinted number0 miles at number1 miles per hour .,How long did Mark sprint ?
614, number0 . number1 . How many they together ?,Tim has number0 books . Mike has number1 books . How many books do they have together ?,22.0 20.0,+ number0 number1,42.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Tim has number0 books . Mike has number1 books .,How many books do they have together ?
615," number0 . He number1 more from . Later , number2 at the . How many in all ?","Clarence has number0 oranges . He gets number1 more from Joyce . Later , Clarence buys number2 Skittles at the store . How many oranges does Clarence have in all ?",5.0 3.0 9.0,+ number0 number1,8.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 27, 28, 29]","Clarence has number0 oranges . He gets number1 more from Joyce . Later , Clarence buys number2 Skittles at the store .",How many oranges does Clarence have in all ?
616," at in a . number0 so far . number1 from the high , and the from the elementary . How many at the elementary ?","Students at Arcadia schools are participating in a coat drive . number0 coats have been collected so far . number1 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ?",9437.0 6922.0,- number0 number1,2515.0,"[10, 11, 12, 18, 19, 20, 42, 43, 44]","Students at Arcadia schools are participating in a coat drive . number0 coats have been collected so far . number1 coats were collected from the high schools , and the rest from the elementary schools .",How many coats were collected at the elementary schools ?
617," number0 in . By he number1 . If he another number2 from his , how much would he ?","Oliver had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom , how much money would he have ?",33.0 4.0 32.0,- + number0 number2 number1,61.0,"[1, 2, 3, 11, 12, 13, 18, 19, 20, 28, 29, 30]","Oliver had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom ,",how much money would he have ?
618," her at a . She number0 bead and number1 . If each number2 , how much she ?","Faye was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars , how much money did she earn ?",3.0 7.0 7.0,* number1 + number0 number1,70.0,"[11, 12, 13, 15, 16, 17, 24, 25, 26, 31, 32, 33]","Faye was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars ,",how much money did she earn ?
619," for . On he number0 up and on he number1 more . If each number2 in it , how many he up total ?","Paul was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it , how many cans did he pick up total ?",6.0 3.0 8.0,* number2 + number0 number1,72.0,"[10, 11, 12, 18, 19, 20, 26, 27, 28, 37, 38, 39]","Paul was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it ,",how many cans did he pick up total ?
620," The number0 . For they out number1 to and to the to . If each number2 , how many could they ?","The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples , how many pies could they make ?",47.0 27.0 4.0,/ - number0 number1 number2,5.0,"[2, 3, 4, 10, 11, 12, 27, 28, 29, 34, 35, 36]","The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples ,",how many pies could they make ?
621," number0 of in her . If she number1 of them and then number2 more , how many would she ?","Zoe had number0 bottles of water in her fridge . If she drank number1 of them and then bought number2 more , how many bottles would she have ?",42.0 25.0 30.0,- + number0 number2 number1,47.0,"[1, 2, 3, 12, 13, 14, 18, 19, 20, 25, 26, 27]","Zoe had number0 bottles of water in her fridge . If she drank number1 of them and then bought number2 more ,",how many bottles would she have ?
622, with number0 and number1 . She number2 with . How many with ?,Carolyn starts with number0 marbles and number1 oranges . She shares number2 with Diana . How many marbles does Carolyn end with ?,47.0 6.0 42.0,- number0 number2,5.0,"[2, 3, 4, 5, 6, 7, 10, 11, 12, 19, 20, 21]",Carolyn starts with number0 marbles and number1 oranges . She shares number2 with Diana .,How many marbles does Carolyn end with ?
623," number0 , a a of number1 of and number2 of white . How many in all ?","number0 evening , a restaurant served a total of number1 loaf of wheat bread and number2 loaf of white bread . How many loaves were served in all ?",1.0 0.2 0.4,+ number1 number2,0.6,"[0, 1, 8, 9, 10, 14, 15, 16, 25, 26, 27]","number0 evening , a restaurant served a total of number1 loaf of wheat bread and number2 loaf of white bread .",How many loaves were served in all ?
624," a and number0 . In a hard of the she number1 . If she number2 more in the next , how many would she ?","Janet was playing a video game and had number0 lives . In a hard part of the game she lost number1 lives . If she got number2 more lives in the next level , how many lives would she have ?",47.0 23.0 46.0,- + number0 number2 number1,70.0,"[7, 8, 9, 19, 20, 21, 25, 26, 27, 37, 38, 39]","Janet was playing a video game and had number0 lives . In a hard part of the game she lost number1 lives . If she got number2 more lives in the next level ,",how many lives would she have ?
625," On a hot , number0 of into a plastic . A few later he another number1 . How much into the ?","On a hot day , Sam poured number0 bucket of water into a plastic wading pool . A few minutes later he added another number1 buckets . How much water did Sam pour into the pool ?",1.0 8.8,+ number0 number1,9.8,"[6, 7, 8, 23, 24, 25, 33, 34, 35]","On a hot day , Sam poured number0 bucket of water into a plastic wading pool . A few minutes later he added another number1 buckets .",How much water did Sam pour into the pool ?
626, number0 . He number1 to . How many will ?,Clarence has number0 tickets . He gives number1 to Eugene . How many tickets will Clarence have ?,99.0 7.0,- number0 number1,92.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Clarence has number0 tickets . He gives number1 to Eugene .,How many tickets will Clarence have ?
627," number0 on her . If she number1 old from it and then number2 new , how many she on her ?","Paige had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs , how many songs does she have on her mp3 player ?",8.0 5.0 30.0,- + number0 number2 number1,33.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21, 31, 32, 33]","Paige had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs ,",how many songs does she have on her mp3 player ?
628," A number0 he on , with number1 and number2 at each . How many the ?","A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table . How many customers total did the waiter have ?",9.0 4.0 3.0,* number0 + number1 number2,63.0,"[2, 3, 4, 10, 11, 12, 13, 14, 15, 25, 26, 27]","A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table .",How many customers total did the waiter have ?
629," number0 . number1 . If all of her to , how many will ?","Gloria has number0 pencils . Lisa has number1 pencils . If Lisa gives all of her pencils to Gloria , how many pencils will Gloria have ?",2.0 99.0,+ number0 number1,101.0,"[1, 2, 3, 6, 7, 8, 23, 24, 25]","Gloria has number0 pencils . Lisa has number1 pencils . If Lisa gives all of her pencils to Gloria ,",how many pencils will Gloria have ?
630, A for number0 of diced green . the number of of diced green that should to number1 of this .,A recipe calls for number0 cup of diced green pepper . Give the number of cups of diced green pepper that should be used to make number1 of this recipe .,0.6667 0.5,* number0 number1,0.3333,"[3, 4, 5, 25, 26, 27, 27, 28, 29]",A recipe calls for number0 cup of diced green pepper .,Give the number of cups of diced green pepper that should be used to make number1 of this recipe .
631, and to at the . number0 . number1 . What the total number of and ?,Omar and Karen made egg rolls to share at the school potluck . Omar rolled number0 egg rolls . Karen rolled number1 egg rolls . What is the total number of egg rolls Omar and Karen rolled ?,219.0 229.0,+ number0 number1,448.0,"[14, 15, 16, 20, 21, 22, 36, 37, 38]",Omar and Karen made egg rolls to share at the school potluck . Omar rolled number0 egg rolls . Karen rolled number1 egg rolls .,What is the total number of egg rolls Omar and Karen rolled ?
632, and his from the for number0 each . How much they if number1 and his number2 ?,Tom and his friend were buying trick decks from the magic shop for number0 dollars each . How much did they spend if Tom bought number1 decks and his friend bought number2 decks ?,8.0 3.0 5.0,* number0 + number1 number2,64.0,"[12, 13, 14, 24, 25, 26, 30, 31, 32, 30, 31, 32]",Tom and his friend were buying trick decks from the magic shop for number0 dollars each .,How much did they spend if Tom bought number1 decks and his friend bought number2 decks ?
633, A number0 during and number1 during . How many ?,A restaurant served number0 pizzas during lunch and number1 during dinner today . How many pizzas were served today ?,9.0 6.0,+ number0 number1,15.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",A restaurant served number0 pizzas during lunch and number1 during dinner today .,How many pizzas were served today ?
634," for . On he number0 up and on he number1 more . If each number2 in it , how many he up total ?","Frank was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it , how many cans did he pick up total ?",5.0 3.0 5.0,* number0 + number0 number1,40.0,"[10, 11, 12, 18, 19, 20, 26, 27, 28, 37, 38, 39]","Frank was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it ,",how many cans did he pick up total ?
635," A number0 to . If she number1 , but then another number2 in , how many would she to ?","A teacher had number0 worksheets to grade . If she graded number1 , but then another number2 were turned in , how many worksheets would she have to grade ?",38.0 4.0 15.0,- + number0 number2 number1,49.0,"[2, 3, 4, 10, 11, 12, 15, 16, 17, 26, 27, 28]","A teacher had number0 worksheets to grade . If she graded number1 , but then another number2 were turned in ,",how many worksheets would she have to grade ?
636, A perfect number0 . How many would you after number1 perfect in a ?,A perfect score is number0 points . How many points would you have after number1 perfect games in a row ?,21.0 3.0,* number0 number1,63.0,"[3, 4, 5, 13, 14, 15, 17, 18, 19]",A perfect score is number0 points .,How many points would you have after number1 perfect games in a row ?
637, number0 of stuffed toy . Each number1 in it . How many there in all ?,David has number0 boxes of stuffed toy dogs . Each box has number1 dogs in it . How many dogs are there in all ?,7.0 4.0,* number0 number1,28.0,"[1, 2, 3, 11, 12, 13, 21, 22, 23]",David has number0 boxes of stuffed toy dogs . Each box has number1 dogs in it .,How many dogs are there in all ?
638," a for $ number0 , and a racing for $ number1 . How much on ?","Joan purchased a basketball game for $ number0 , and a racing game for $ number1 . How much did Joan spend on video games ?",5.2 4.23,+ number0 number1,9.43,"[6, 7, 8, 14, 15, 16, 22, 23, 24]","Joan purchased a basketball game for $ number0 , and a racing game for $ number1 .",How much did Joan spend on video games ?
639, number0 and number1 in his . His him number2 and number3 . How many dimes he now ?,Tom had number0 pennies and number1 dimes in his bank . His dad gave him number2 dimes and number3 nickels . How many dimes does he have now ?,27.0 15.0 33.0 49.0,+ number1 number2,48.0,"[1, 2, 3, 4, 4, 5, 6, 7]",Tom had number0 pennies and number1 dimes in his bank . His dad gave him number2 dimes and number3 nickels .,How many dimes does he have now ?
640," number0 but number1 of them n't . If he to the working for $ number2 each , how much could he ?","Ned had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each , how much money could he earn ?",15.0 6.0 7.0,* number2 - number0 number1,63.0,"[1, 2, 3, 5, 6, 7, 22, 23, 24, 29, 30, 31]","Ned had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each ,",how much money could he earn ?
641, some . She number0 . Now she number1 . How many she with ?,Carla has some marbles . She bought number0 marbles . Now she has number1 marbles . How many did she start with ?,134.0 187.0,- number1 number0,53.0,"[6, 7, 8, 12, 13, 14, 19, 20, 21]",Carla has some marbles . She bought number0 marbles . Now she has number1 marbles .,How many did she start with ?
642," If from all the number0 that into and he number1 per , how many he from all number2 ?","If books came from all the number0 continents that Bryan had been into and he collected number1 books per continent , how many books does he have from all number2 continents combined ?",4.0 122.0 4.0,* number0 number1,488.0,"[5, 6, 7, 15, 16, 17, 28, 29, 30, 29, 30, 31]","If books came from all the number0 continents that Bryan had been into and he collected number1 books per continent ,",how many books does he have from all number2 continents combined ?
643, There number0 geese and number1 in the . How many there in all ?,There were number0 geese and number1 ducks in the marsh . How many birds were there in all ?,58.0 37.0,+ number0 number1,95.0,"[1, 2, 3, 4, 5, 6, 15, 16, 17]",There were number0 geese and number1 ducks in the marsh .,How many birds were there in all ?
644, $ number0 to an that $ number1 . How much will he ?,Adam has $ number0 to buy an airplane that costs $ number1 . How much change will he get ?,5.0 4.28,- number0 number1,0.72,"[2, 3, 4, 10, 11, 12, 16, 17, 18]",Adam has $ number0 to buy an airplane that costs $ number1 .,How much change will he get ?
645," A magic for number0 each . If he with number1 and by the of the he number2 , how much he ?","A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left , how much money did he earn ?",5.0 14.0 5.0,* number0 - number1 number0,45.0,"[7, 8, 9, 15, 16, 17, 26, 27, 28, 33, 34, 35]","A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left ,",how much money did he earn ?
646, If number0 of number1 . How many ?,If number0 of number1 pets are cats . How many are cats ?,0.5 8.0,* number0 number1,4.0,"[0, 1, 2, 2, 3, 4, 9, 10, 11]",If number0 of number1 pets are cats .,How many are cats ?
647," number0 . If she them among number1 , how many each ?","Diana has number0 erasers . If she shares them among number1 friends , how many erasers does each friend get ?",3840.0 48.0,/ number0 number1,80.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]","Diana has number0 erasers . If she shares them among number1 friends ,",how many erasers does each friend get ?
648, number0 . number1 more . How many in all ?,Angela has number0 tickets . Annie gives Angela number1 more . How many tickets does Angela have in all ?,11.0 4.0,+ number0 number1,15.0,"[1, 2, 3, 7, 8, 9, 16, 17, 18]",Angela has number0 tickets . Annie gives Angela number1 more .,How many tickets does Angela have in all ?
649, two . One number0 and the other number1 . After one she already number2 of the . How many she still to ?,Debby bought two coloring books . One had number0 pictures and the other had number1 . After one week she had already colored number2 of the pictures . How many pictures does she still have to color ?,16.0 40.0 33.0,- + number0 number1 number2,23.0,"[7, 8, 9, 13, 14, 15, 22, 23, 24, 34, 35, 36]",Debby bought two coloring books . One had number0 pictures and the other had number1 . After one week she had already colored number2 of the pictures .,How many pictures does she still have to color ?
650, number0 . number1 more than . How many ?,Connie has number0 marbles . Juan has number1 more marbles than Connie . How many marbles does Juan have ?,39.0 25.0,+ number0 number1,64.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Connie has number0 marbles . Juan has number1 more marbles than Connie .,How many marbles does Juan have ?
651," Each in a $ number0 . If a number1 total and all but number2 , how much would she ?","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Wendy sold all but number2 bars , how much money would she have made ?",3.0 9.0 3.0,* number0 - number1 number0,18.0,"[7, 8, 9, 13, 14, 15, 21, 22, 23, 29, 30, 31]","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Wendy sold all but number2 bars ,",how much money would she have made ?
652, number0 to the . They to into so that each one . There number1 . How many will in each ?,number0 students are going to the zoo . They have to be divided into groups so that each teacher has one group . There are number1 teachers . How many students will be in each group ?,256.0 8.0,/ number0 number1,32.0,"[0, 1, 24, 25, 26, 35, 36, 37]",number0 students are going to the zoo . They have to be divided into groups so that each teacher has one group . There are number1 teachers .,How many students will be in each group ?
653," On , $ number0 each on number1 to a . also a for $ number2 , and a for $ number3 . How much in total on ?","On Saturday , Sara spent $ number0 each on number1 tickets to a movie theater . Sara also rented a movie for $ number2 , and bought a movie for $ number3 . How much money in total did Sara spend on movies ?",10.62 2.0 1.59 13.95,+ + * number0 number1 number2 number3,36.78,"[5, 6, 7, 8, 6, 7, 8, 9]","On Saturday , Sara spent $ number0 each on number1 tickets to a movie theater . Sara also rented a movie for $ number2 , and bought a movie for $ number3 .",How much money in total did Sara spend on movies ?
654," to the to . She $ number0 on , $ number1 on a , and $ number2 on a . How much on ?","Sandy went to the mall to buy clothes . She spent $ number0 on shorts , $ number1 on a shirt , and $ number2 on a jacket . How much money did Sandy spend on clothes ?",13.99 12.14 7.43,+ + number0 number1 number2,33.56,"[11, 12, 13, 16, 17, 18, 23, 24, 25, 34, 35, 36]","Sandy went to the mall to buy clothes . She spent $ number0 on shorts , $ number1 on a shirt , and $ number2 on a jacket .",How much money did Sandy spend on clothes ?
655, number0 bottle . He number1 more . How many bottle in all ?,William has number0 bottle caps . He buys number1 more . How many bottle caps does William have in all ?,2.0 41.0,+ number0 number1,43.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",William has number0 bottle caps . He buys number1 more .,How many bottle caps does William have in all ?
656," number0 and number1 . If she the among number2 , how many each ?","Rose has number0 apples and number1 erasers . If she shares the apples among number2 friends , how many apples does each friend get ?",9.0 12.0 3.0,- number1 number0,3.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15, 21, 22, 23]","Rose has number0 apples and number1 erasers . If she shares the apples among number2 friends ,",how many apples does each friend get ?
657, number0 . number1 more than . How many ?,Lizette has number0 stamps . Lizette has number1 more stamps than Minerva . How many stamps does Minerva have ?,813.0 125.0,- number0 number1,688.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Lizette has number0 stamps . Lizette has number1 more stamps than Minerva .,How many stamps does Minerva have ?
658," A number0 to on . If number1 and he another number2 , how many would he ?","A waiter had number0 customers to wait on . If number1 customers left and he got another number2 customers , how many customers would he have ?",33.0 31.0 26.0,- + number0 number2 number1,28.0,"[2, 3, 4, 9, 10, 11, 16, 17, 18, 23, 24, 25]","A waiter had number0 customers to wait on . If number1 customers left and he got another number2 customers ,",how many customers would he have ?
659, to the number0 last . She number1 each she to the . How many bottle last ?,Kathleen went to the store number0 times last month . She buys number1 bottle caps each time she goes to the store . How many bottle caps did Kathleen buy last month ?,5.0 5.0,* number0 number0,25.0,"[4, 5, 6, 11, 12, 13, 29, 30, 31]",Kathleen went to the store number0 times last month . She buys number1 bottle caps each time she goes to the store .,How many bottle caps did Kathleen buy last month ?
660, number0 mile and number1 . How much farther than ?,Eve ran number0 mile and walked number1 mile . How much farther did Eve run than walk ?,0.7 0.6,- number0 number1,0.1,"[1, 2, 3, 5, 6, 7, 14, 15, 16]",Eve ran number0 mile and walked number1 mile .,How much farther did Eve run than walk ?
