,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
346, warren number0 guests to his party . each table will number1 guests . how many tables will he ?,warren has number0 guests coming to his party . each table will hold number1 guests . how many tables will he need ?,252 4,/ number0 number1,63.0,"[1, 2, 3, 9, 12, 13, 14, 19, 20, 21]",warren has number0 guests coming to his party . each table will hold number1 guests .,how many tables will he need ?
347, ellen number0 legos but she number1 of them . how many legos she now ?,ellen had number0 legos but she lost number1 of them . how many legos does she have now ?,380 57,- number0 number1,323.0,"[1, 2, 3, 5, 6, 7, 8, 15, 16, 17]",ellen had number0 legos but she lost number1 of them .,how many legos does she have now ?
348, arthur number0 muffins . how many more muffins arthur to to number1 muffins ?,arthur baked number0 muffins . how many more muffins does arthur have to bake to have number1 muffins ?,35 83,- number1 number0,48.0,"[1, 2, 3, 6, 10, 15, 16, 17]",arthur baked number0 muffins .,how many more muffins does arthur have to bake to have number1 muffins ?
349, willy number0 crayons . lucy number1 crayons . how many more crayons willy then ?,willy has number0 crayons . lucy has number1 crayons . how many more crayons does willy have then lucy ?,1400 290,- number0 number1,1110.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",willy has number0 crayons . lucy has number1 crayons .,how many more crayons does willy have then lucy ?
350, there number0 cupcakes for number1 children to share . how much will each person if they share the cupcakes equally ?,there are number0 cupcakes for number1 children to share . how much will each person get if they share the cupcakes equally ?,96 8,/ number0 number1,12.0,"[1, 2, 3, 4, 5, 6, 8, 13, 19, 20, 21]",there are number0 cupcakes for number1 children to share .,how much will each person get if they share the cupcakes equally ?
351, lizette number0 stamps . she number1 more stamps than minerva . how many stamps minerva ?,lizette has number0 stamps . she has number1 more stamps than minerva . how many stamps does minerva have ?,813 125,- number0 number1,688.0,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 18]",lizette has number0 stamps . she has number1 more stamps than minerva .,how many stamps does minerva have ?
352, white t-shirts can in packages of number0 if mom buys number1 how many white t-shirts will she ?,white t-shirts can be purchased in packages of number0 if mom buys number1 packages how many white t-shirts will she have ?,6 71,* number0 number1,426.0,"[2, 7, 8, 9, 12, 13, 14, 18, 19, 20]",white t-shirts can be purchased in packages of number0 if mom buys number1 packages,how many white t-shirts will she have ?
353, i number0 pencils . if i number1 pencils in each pencil how many pencil boxes will fill ?,i have number0 pencils . if i put number1 pencils in each pencil box how many pencil boxes will i fill ?,648 4,/ number0 number1,162.0,"[1, 2, 3, 7, 8, 9, 11, 18, 19, 20]",i have number0 pencils . if i put number1 pencils in each pencil box,how many pencil boxes will i fill ?
354, uncle number0 ice cream sandwiches . if he to them to his number1 hungry nieces how many can each get ?,uncle dave bought number0 ice cream sandwiches . if he wants to give them to his number1 hungry nieces how many can each niece get ?,143 11,/ number0 number1,13.0,"[2, 3, 4, 6, 9, 15, 16, 17, 18, 22, 23, 24]",uncle dave bought number0 ice cream sandwiches . if he wants to give them to his number1 hungry nieces,how many can each niece get ?
355, megan number0 markers . robert her number1 more markers . how many markers megan altogether ?,megan had number0 markers . robert gave her number1 more markers . how many markers does megan have altogether ?,217 109,+ number0 number1,326.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 16, 17, 18]",megan had number0 markers . robert gave her number1 more markers .,how many markers does megan have altogether ?
356, a dvd book number0 dvds . there number1 dvds already in the book . how many more dvds can in the book ?,a dvd book holds number0 dvds . there are number1 dvds already in the book . how many more dvds can be put in the book ?,126 81,- number0 number1,45.0,"[1, 2, 3, 4, 5, 8, 9, 10, 23, 24, 25]",a dvd book holds number0 dvds . there are number1 dvds already in the book .,how many more dvds can be put in the book ?
357, kelly number0 nintendo games . how many she to away so that she will number1 games ?,kelly has number0 nintendo games . how many does she need to give away so that she will have number1 games left ?,121 22,- number0 number1,99.0,"[1, 2, 3, 4, 12, 18, 19, 20, 21]",kelly has number0 nintendo games .,how many does she need to give away so that she will have number1 games left ?
358, connie some marbles . she number0 to . now she number1 marbles . how many she to with ?,connie had some marbles . she gave number0 to juan . now she has number1 marbles left . how many did she have to start with ?,183 593,+ number1 number0,776.0,"[1, 2, 6, 7, 8, 13, 14, 15, 23, 24, 25]",connie had some marbles . she gave number0 to juan . now she has number1 marbles left .,how many did she have to start with ?
359, iesha number0 books . number1 about school and the rest about sports . how many books about sports iesha ?,iesha has number0 books . number1 are about school and the rest are about sports . how many books about sports does iesha have ?,344 136,- number0 number1,208.0,"[1, 2, 3, 5, 6, 7, 21, 22, 23]",iesha has number0 books . number1 are about school and the rest are about sports .,how many books about sports does iesha have ?
360, james number0 balloons . amy number1 balloons . how many more balloons james than amy ?,james has number0 balloons . amy has number1 balloons . how many more balloons does james have than amy ?,1222 513,- number0 number1,709.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",james has number0 balloons . amy has number1 balloons .,how many more balloons does james have than amy ?
361, sean number0 whistles . he number1 more whistles that charles . how many whistles charles ?,sean has number0 whistles . he has number1 more whistles that charles . how many whistles does charles have ?,223 95,- number0 number1,128.0,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 18]",sean has number0 whistles . he has number1 more whistles that charles .,how many whistles does charles have ?
362, connie number0 marbles . juan number1 more marbles than connie . how many marbles juan ?,connie has number0 marbles . juan has number1 more marbles than connie . how many marbles does juan have ?,323 175,+ number0 number1,498.0,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 18]",connie has number0 marbles . juan has number1 more marbles than connie .,how many marbles does juan have ?
363, robin number0 packages of gum . there number1 pieces in each package . how many pieces of gum ?,robin has number0 packages of gum . there are number1 pieces in each package . how many pieces of gum does robin have ?,27 18,* number0 number1,486.0,"[1, 2, 3, 7, 8, 9, 10, 12, 20, 21, 22]",robin has number0 packages of gum . there are number1 pieces in each package .,how many pieces of gum does robin have ?
364, adam $ number0 to an airplane that $ number1 . how much change will he ?,adam has $ number0 to buy an airplane that costs $ number1 . how much change will he get ?,5.00 4.28,- number0 number1,0.72,"[1, 2, 3, 4, 9, 10, 11, 16, 17, 18]",adam has $ number0 to buy an airplane that costs $ number1 .,how much change will he get ?
365, if each ball $ number0 how much must pay for number1 balls ?,if each ball costs $ number0 how much must kyoko pay for number1 balls ?,1.54 3,* number0 number1,4.62,"[1, 3, 4, 5, 6, 11, 12, 13]",if each ball costs $ number0,how much must kyoko pay for number1 balls ?
366, mr. guzman number0 doughnuts equally into number1 boxes . how many doughnuts in each box ?,mr. guzman bought number0 doughnuts packed equally into number1 boxes . how many doughnuts were in each box ?,48 4,/ number0 number1,12.0,"[1, 2, 3, 4, 6, 7, 8, 9, 15, 16, 17]",mr. guzman bought number0 doughnuts packed equally into number1 boxes .,how many doughnuts were in each box ?
367, number0 stamp costs $ number1 . number2 stamps $ number3 . number4 stamps $ number5 . if the cost of each stamp the same how much would number6 stamps cost ?,number0 stamp costs $ number1 . number2 stamps cost $ number3 . number4 stamps cost $ number5 . if the cost of each stamp remains the same how much would number6 stamps cost ?,1 0.34 2 0.68 3 1.02 4,+ number5 number1,1.36,"[0, 1, 2, 3, 4, 32, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 22, 29, 30, 31]",number0 stamp costs $ number1 . number2 stamps cost $ number3 . number4 stamps cost $ number5 . if the cost of each stamp remains the same,how much would number6 stamps cost ?
368, the town of milburg number0 grown-ups and number1 children . how many people in milburg ?,the town of milburg has number0 grown-ups and number1 children . how many people live in milburg ?,5256 2987,+ number0 number1,8243.0,"[4, 5, 6, 7, 8, 9, 14, 15, 16]",the town of milburg has number0 grown-ups and number1 children .,how many people live in milburg ?
369, lisa number0 dvds for $ number1 . how much each dvd cost to ?,lisa rented number0 dvds for $ number1 . how much did each dvd cost to rent ?,4 4.80,/ number1 number0,1.2,"[1, 2, 3, 5, 6, 11, 13, 14, 15]",lisa rented number0 dvds for $ number1 .,how much did each dvd cost to rent ?
370, there number0 pieces of candy in a jar . if number1 pieces red and the rest blue how many blue ?,there were number0 pieces of candy in a jar . if number1 pieces were red and the rest were blue how many were blue ?,3409 145,- number0 number1,3264.0,"[1, 2, 3, 4, 10, 11, 12, 21, 22, 23]",there were number0 pieces of candy in a jar . if number1 pieces were red and the rest were blue,how many were blue ?
371, third-grade students to a concert in number0 buses . each bus number1 students . how many students to the concert ?,third-grade students went to a concert in number0 buses . each bus took number1 students . how many students went to the concert ?,8 45,* number0 number1,360.0,"[0, 1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 20, 21, 22]",third-grade students went to a concert in number0 buses . each bus took number1 students .,how many students went to the concert ?
372, there number0 students number1 stars each for the school wall . how many stars will they all together ?,there are number0 students making number1 stars each for the school wall . how many stars will they make all together ?,124 3,* number0 number1,372.0,"[1, 2, 3, 4, 5, 6, 7, 18, 19, 20]",there are number0 students making number1 stars each for the school wall .,how many stars will they make all together ?
373, number0 students at each table in the lunchroom . there number1 tables . how many students in the lunchroom ?,number0 students were sitting at each table in the lunchroom . there are number1 tables . how many students were sitting in the lunchroom ?,6 34,* number0 number1,204.0,"[0, 1, 3, 4, 5, 12, 13, 14, 21, 22, 23]",number0 students were sitting at each table in the lunchroom . there are number1 tables .,how many students were sitting in the lunchroom ?
374, the farmer number0 apples . he number1 apples to his neighbor . how many apples he now ?,the farmer had number0 apples . he gave number1 apples to his neighbor . how many apples does he have now ?,127 88,- number0 number1,39.0,"[1, 2, 3, 4, 5, 7, 8, 9, 18, 19, 20]",the farmer had number0 apples . he gave number1 apples to his neighbor .,how many apples does he have now ?
375, jill number0 people to her birthday party . they each ate number1 pieces of pizza . how many pieces of pizza they ?,jill invited number0 people to her birthday party . they each ate number1 pieces of pizza . how many pieces of pizza did they eat ?,37 8,* number0 number1,296.0,"[1, 2, 3, 7, 10, 11, 12, 13, 22, 23, 24]",jill invited number0 people to her birthday party . they each ate number1 pieces of pizza .,how many pieces of pizza did they eat ?
376, mrs. hilt number0 ounces of detergent to a pound of clothes . how many ounces of soap will she to number1 pounds of clothes ?,mrs. hilt uses number0 ounces of detergent to wash a pound of clothes . how many ounces of soap will she use to wash number1 pounds of clothes ?,2 9,* number0 number1,18.0,"[1, 2, 3, 4, 7, 9, 23, 24, 25, 26, 27]",mrs. hilt uses number0 ounces of detergent to wash a pound of clothes .,how many ounces of soap will she use to wash number1 pounds of clothes ?
377, mrs. hilt to a concert . a total of number0 people the concert . the next week she to a second concert which number1 more people in attendance . how many people at the second concert ?,mrs. hilt went to a concert . a total of number0 people attended the concert . the next week she went to a second concert which had number1 more people in attendance . how many people were at the second concert ?,65899 119,+ number0 number1,66018.0,"[1, 38, 7, 39, 9, 10, 11, 12, 40, 26, 27, 28, 29]",mrs. hilt went to a concert . a total of number0 people attended the concert . the next week she went to a second concert which had number1 more people in attendance .,how many people were at the second concert ?
378, mrs. hilt to share $ number0 equally among number1 total people . how much money will each person ?,mrs. hilt needs to share $ number0 equally among number1 total people . how much money will each person get ?,3.75 3,/ number0 number1,1.25,"[4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19]",mrs. hilt needs to share $ number0 equally among number1 total people .,how much money will each person get ?
379, mrs. hilt number0 books . each book number1 chapters in it . how many chapters hilt read ?,mrs. hilt read number0 books . each book had number1 chapters in it . how many chapters did mrs. hilt read ?,4 17,* number0 number1,68.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 18, 19, 20]",mrs. hilt read number0 books . each book had number1 chapters in it .,how many chapters did mrs. hilt read ?
380, mrs. hilt bread . she number0 cups of flour to number1 loaves of bread . how much flour will she to number2 loaf of bread ?,mrs. hilt is baking bread . she needs number0 cups of flour to bake number1 loaves of bread . how much flour will she need to make number2 loaf of bread ?,5 2 1,/ number0 number1,2.5,"[1, 7, 8, 9, 13, 14, 15, 26, 27, 28, 29, 30]",mrs. hilt is baking bread . she needs number0 cups of flour to bake number1 loaves of bread .,how much flour will she need to make number2 loaf of bread ?
381, mrs. hilt the distance from her desk to the water fountain . it number0 feet . how many feet will hilt walk on her trips to the fountain if she to the water fountain number1 times today ?,mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet . how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?,30 4,* number0 number1,120.0,"[1, 4, 37, 38, 39, 40, 14, 15, 16]",mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet .,how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?
382, lucy an aquarium with number0 fish . she to number1 more fish . how many fish would then ?,lucy has an aquarium with number0 fish . she wants to buy number1 more fish . how many fish would lucy have then ?,212 68,+ number0 number1,280.0,"[1, 3, 4, 5, 6, 11, 12, 13, 14, 20, 21, 22]",lucy has an aquarium with number0 fish . she wants to buy number1 more fish .,how many fish would lucy have then ?
383, lucy number0 fish . how many more fish she to to number1 fish ?,lucy has number0 fish . how many more fish does she need to buy to have number1 fish ?,212 280,- number1 number0,68.0,"[1, 2, 3, 6, 10, 15, 16, 17]",lucy has number0 fish .,how many more fish does she need to buy to have number1 fish ?
384, harry hound a terrible earache yesterday . when i into his ears yesterday number0 frisky fleas a party in his right ear and number1 baby fleas peacefully in his left ear . i out harry hound 's ears . how many fleas ?,harry hound had a terrible earache yesterday . when i peered into his ears yesterday i found number0 frisky fleas having a party in his right ear and number1 baby fleas sleeping peacefully in his left ear . i cleaned out harry hound 's ears . how many fleas perished ?,36 85,+ number0 number1,121.0,"[1, 3, 8, 10, 47, 16, 17, 18, 19, 48, 49, 27, 28, 29, 30]",harry hound had a terrible earache yesterday . when i peered into his ears yesterday i found number0 frisky fleas having a party in his right ear and number1 baby fleas sleeping peacefully in his left ear . i cleaned out harry hound 's ears .,how many fleas perished ?
385, a pet supply store number0 bags of dog food and number1 bags of cat food . how many more bags of dog food there than food ?,a pet supply store has number0 bags of dog food and number1 bags of cat food . how many more bags of dog food are there than cat food ?,600 327,- number0 number1,273.0,"[1, 2, 4, 5, 6, 8, 10, 11, 12, 26, 27, 28]",a pet supply store has number0 bags of dog food and number1 bags of cat food .,how many more bags of dog food are there than cat food ?
386, number0 people a movie in a theater . the theater number1 seats . how many seats empty in the theater ?,number0 people are watching a movie in a theater . the theater has number1 seats . how many seats are empty in the theater ?,532 750,- number1 number0,218.0,"[0, 1, 2, 3, 4, 12, 13, 14, 21, 22, 23]",number0 people are watching a movie in a theater . the theater has number1 seats .,how many seats are empty in the theater ?
387, each bag number0 pounds of oranges . how many pounds of oranges in number1 bags ?,each bag contains number0 pounds of oranges . how many pounds of oranges are in number1 bags ?,23 45,* number0 number1,1035.0,"[0, 1, 2, 3, 4, 8, 14, 15, 16]",each bag contains number0 pounds of oranges .,how many pounds of oranges are in number1 bags ?
388, shelby number0 pieces of candy . she number1 pieces each to number2 friends . how many pieces of candy shelby ?,shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends . how many pieces of candy does shelby have left ?,92 4 9,- number0 * number1 number2,56.0,"[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 22, 23, 24]",shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends .,how many pieces of candy does shelby have left ?
389, anita number0 cartons of berries to a berry cobbler . she already number1 cartons of strawberries and number2 cartons of blueberries . how many more cartons of berries should ?,anita needs number0 cartons of berries to make a berry cobbler . she already has number1 cartons of strawberries and number2 cartons of blueberries . how many more cartons of berries should anita buy ?,26 10 9,- number0 + number1 number2,7.0,"[32, 1, 2, 3, 33, 8, 14, 15, 16, 19, 20, 21, 31]",anita needs number0 cartons of berries to make a berry cobbler . she already has number1 cartons of strawberries and number2 cartons of blueberries .,how many more cartons of berries should anita buy ?
390, there some children at a bakery . as they what to number0 girls in and number1 boys . if there number2 children in the bakery in the end how many children there at first ?,there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end how many children were there at first ?,24 31 78,- + number2 number1 number0,85.0,"[1, 2, 6, 39, 40, 41, 12, 14, 15, 16, 19, 20, 21, 26, 27, 28]",there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end,how many children were there at first ?
391, blithe a lot of toys . he number0 of them and number1 in his closet . if he number2 after that how many toys blithe at first ?,blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that how many toys did blithe have at first ?,6 9 43,+ - number2 number1 number0,40.0,"[32, 8, 9, 10, 13, 14, 15, 21, 22, 23, 30, 31]",blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that,how many toys did blithe have at first ?
392, there some passengers on a bus . at a bus stop number0 more passengers on the bus and number1 passengers off . if there number2 passengers in the bus in the end how many passengers there at first ?,there are some passengers on a bus . at a bus stop number0 more passengers got on the bus and number1 passengers got off . if there are number2 passengers in the bus in the end how many passengers were there at first ?,7 9 26,- + number2 number1 number0,28.0,"[1, 2, 40, 41, 42, 11, 12, 13, 14, 15, 19, 20, 21, 22, 27, 28, 29]",there are some passengers on a bus . at a bus stop number0 more passengers got on the bus and number1 passengers got off . if there are number2 passengers in the bus in the end,how many passengers were there at first ?
393, bruno some story books . he number0 of them and his dad him number1 more books . if he number2 books after that how many books bruno at first ?,bruno had some story books . he lost number0 of them and his dad gave him number1 more books . if he had number2 books after that how many books did bruno have at first ?,4 10 39,+ - number2 number1 number0,33.0,"[32, 1, 2, 33, 34, 7, 8, 9, 11, 12, 15, 16, 17, 18, 22, 23, 24]",bruno had some story books . he lost number0 of them and his dad gave him number1 more books . if he had number2 books after that,how many books did bruno have at first ?
394, there number0 colored lights on a christmas tree . number1 of them red number2 of them yellow and the rest blue . how many blue lights there on the christmas tree ?,there number0 colored lights on a christmas tree . number1 of them are red number2 of them are yellow and the rest are blue . how many blue lights are there on the christmas tree ?,95 26 37,- - number0 number1 number2,32.0,"[0, 1, 2, 3, 32, 5, 33, 34, 9, 10, 13, 14, 15]",there number0 colored lights on a christmas tree . number1 of them are red number2 of them are yellow and the rest are blue .,how many blue lights are there on the christmas tree ?
395, there number0 passengers on a bus . number1 of them men number2 of them women and the rest children . how many children there on the bus ?,there are number0 passengers on a bus . number1 of them are men number2 of them are women and the rest are children . how many children are there on the bus ?,54 18 26,- - number0 number1 number2,10.0,"[1, 2, 3, 8, 9, 12, 13, 14, 29, 30, 31]",there are number0 passengers on a bus . number1 of them are men number2 of them are women and the rest are children .,how many children are there on the bus ?
396, there number0 books on a shelf . number1 of them history books number2 of them geography books and the rest books . how many math books there on the shelf ?,there are number0 books on a shelf . number1 of them are history books number2 of them are geography books and the rest are math books . how many math books are there on the shelf ?,100 32 25,- - number0 number1 number2,43.0,"[1, 2, 3, 33, 5, 34, 35, 8, 9, 13, 14, 15]",there are number0 books on a shelf . number1 of them are history books number2 of them are geography books and the rest are math books .,how many math books are there on the shelf ?
397, there a total of number0 items at a bakery . number1 of them bread rolls and number2 of them croissants . how many bagels there ?,there are a total of number0 items at a bakery . number1 of them are bread rolls and number2 of them are croissants . how many bagels are there ?,90 49 19,- - number0 number1 number2,22.0,"[4, 5, 6, 11, 12, 17, 18, 19, 26, 27, 28]",there are a total of number0 items at a bakery . number1 of them are bread rolls and number2 of them are croissants .,how many bagels are there ?
398, a pet shop a total of number0 animals . number1 of them kittens and number2 of them the rest birds . how many birds there ?,a pet shop has a total of number0 animals . number1 of them are kittens and number2 of them hamsters the rest are birds . how many birds are there ?,77 32 15,- - number0 number1 number2,30.0,"[6, 7, 8, 10, 11, 15, 16, 17, 27, 28, 29]",a pet shop has a total of number0 animals . number1 of them are kittens and number2 of them hamsters the rest are birds .,how many birds are there ?
399, a restaurant number0 pieces of cutlery . number1 forks number2 knives and the rest spoons . how many spoons there ?,a restaurant has number0 pieces of cutlery . number1 are forks number2 are knives and the rest are spoons . how many spoons are there ?,94 38 27,- - number0 number1 number2,29.0,"[2, 3, 4, 5, 8, 9, 10, 11, 12, 22, 23, 24]",a restaurant has number0 pieces of cutlery . number1 are forks number2 are knives and the rest are spoons .,how many spoons are there ?
400, debby number0 pancakes . she blueberries to number1 of them and to number2 of them . the rest . how many plain pancakes there ?,debby makes number0 pancakes . she adds blueberries to number1 of them and bananas to number2 of them . the rest are plain . how many plain pancakes are there ?,67 20 24,- - number0 number1 number2,23.0,"[1, 2, 3, 5, 8, 9, 10, 14, 15, 16, 27, 28, 29]",debby makes number0 pancakes . she adds blueberries to number1 of them and bananas to number2 of them . the rest are plain .,how many plain pancakes are there ?
401, at a carnival there number0 kids teenagers and adults to in . number1 teenagers number2 adults and the rest kids . how many kids in line at the carnival ?,at a carnival there are number0 kids teenagers and adults waiting to get in . number1 are teenagers number2 are adults and the rest are kids . how many kids are waiting in line at the carnival ?,87 24 19,- - number0 number1 number2,44.0,"[1, 34, 35, 4, 5, 6, 36, 15, 16, 17, 18, 19, 20]",at a carnival there are number0 kids teenagers and adults waiting to get in . number1 are teenagers number2 are adults and the rest are kids .,how many kids are waiting in line at the carnival ?
402, an international group number0 chinese americans and australians . number1 of them americans and number2 of them australians . how many chinese there ?,an international group had number0 chinese americans and australians . number1 of them were americans and number2 of them were australians . how many chinese were there ?,49 16 11,- - number0 number1 number2,22.0,"[3, 4, 5, 6, 10, 11, 15, 16, 17, 24, 25, 26]",an international group had number0 chinese americans and australians . number1 of them were americans and number2 of them were australians .,how many chinese were there ?
403, a summer sports camp number0 soccer campers campers and football campers . if number1 of them basketball campers and number2 of them football campers how many soccer campers there ?,a summer sports camp had number0 soccer campers basketball campers and football campers . if number1 of them were basketball campers and number2 of them were football campers how many soccer campers were there ?,88 24 32,- - number0 number1 number2,32.0,"[32, 33, 4, 5, 6, 9, 14, 15, 16, 19, 21, 22, 23, 31]",a summer sports camp had number0 soccer campers basketball campers and football campers . if number1 of them were basketball campers and number2 of them were football campers,how many soccer campers were there ?
404, number0 medals in the sports center . there number1 gold medals and number2 silver medals . how many bronze medals ?,number0 medals are displayed in the sports center . there are number1 gold medals and number2 silver medals . how many bronze medals are displayed ?,67 19 32,- - number0 number1 number2,16.0,"[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 22, 23, 24]",number0 medals are displayed in the sports center . there are number1 gold medals and number2 silver medals .,how many bronze medals are displayed ?
405, lenny $ number0 . he $ number1 on video games and $ number2 at the grocery store . how much lenny ?,lenny has $ number0 . he spent $ number1 on video games and $ number2 at the grocery store . how much does lenny have left ?,84 24 21,- - number0 number1 number2,39.0,"[1, 2, 3, 6, 7, 8, 9, 13, 14, 15, 23, 24, 25]",lenny has $ number0 . he spent $ number1 on video games and $ number2 at the grocery store .,how much does lenny have left ?
406, there number0 trees in a park . number1 of them huge ancient oaks and another number2 of them medium-sized fir trees . the rest saplings . how many saplings in the park ?,there are number0 trees in a park . number1 of them are huge ancient oaks and another number2 of them are medium-sized fir trees . the rest are saplings . how many saplings are in the park ?,96 15 23,- - number0 number1 number2,58.0,"[1, 2, 3, 34, 35, 36, 8, 9, 13, 16, 17, 18]",there are number0 trees in a park . number1 of them are huge ancient oaks and another number2 of them are medium-sized fir trees . the rest are saplings .,how many saplings are in the park ?
407, there number0 trees in a park . number1 of them and another number2 of them . how many trees still ?,there were number0 trees in a park . number1 of them died and another number2 of them were cut . how many trees were still left ?,86 15 23,- - number0 number1 number2,48.0,"[1, 2, 3, 8, 9, 13, 14, 15, 23, 24, 25]",there were number0 trees in a park . number1 of them died and another number2 of them were cut .,how many trees were still left ?
408, a mirror store number0 mirrors in stock . number1 mirrors and number2 mirrors . how many mirrors ?,a mirror store has number0 mirrors in stock . number1 mirrors are broken and number2 mirrors are sold . how many mirrors are left ?,78 8 57,- - number0 number1 number2,13.0,"[1, 3, 4, 5, 9, 10, 13, 14, 15, 21, 22, 23]",a mirror store has number0 mirrors in stock . number1 mirrors are broken and number2 mirrors are sold .,how many mirrors are left ?
409, ryan number0 leaves . he number1 leaves . after a while number2 more leaves . how many leaves in his collection ?,ryan collected number0 leaves . he lost number1 leaves . after a while number2 more leaves broke . how many leaves are left in his collection ?,89 24 43,- - number0 number1 number2,22.0,"[1, 2, 3, 4, 6, 7, 8, 12, 13, 14, 23, 24, 25]",ryan collected number0 leaves . he lost number1 leaves . after a while number2 more leaves broke .,how many leaves are left in his collection ?
410, kendra a road trip . in the afternoon she number0 minivans like hers . later in the evening she number1 more minivan like hers . how many minivans like hers she in all ?,kendra took a road trip . in the afternoon she saw number0 minivans like hers . later in the evening she saw number1 more minivan like hers . how many minivans like hers did she see in all ?,4 1,+ number1 number0,5.0,"[1, 35, 4, 5, 36, 7, 37, 10, 11, 12, 21, 22, 23, 24]",kendra took a road trip . in the afternoon she saw number0 minivans like hers . later in the evening she saw number1 more minivan like hers .,how many minivans like hers did she see in all ?
411, there number0 boys and number1 girls in a preschool daycare . how many children there in the daycare ?,there are number0 boys and number1 girls in a preschool daycare . how many children are there in the daycare ?,4 5,+ number0 number1,9.0,"[1, 2, 3, 4, 5, 6, 17, 18, 19]",there are number0 boys and number1 girls in a preschool daycare .,how many children are there in the daycare ?
412, there number0 basketballs at a school . if the school another number1 how many basketballs will the school ?,there are number0 basketballs at a school . if the school buys another number1 basketballs how many basketballs will the school have ?,7 3,+ number0 number1,10.0,"[1, 2, 3, 8, 12, 13, 14, 19, 20, 21]",there are number0 basketballs at a school . if the school buys another number1 basketballs,how many basketballs will the school have ?
413, garrett for snack supplies and number0 oatmeal raisin granola bars and number1 peanut granola bars . how many granola bars he in all ?,garrett went shopping for snack supplies and bought number0 oatmeal raisin granola bars and number1 peanut granola bars . how many granola bars did he buy in all ?,6 8,+ number0 number1,14.0,"[1, 6, 7, 8, 9, 12, 13, 14, 15, 17, 25, 26, 27]",garrett went shopping for snack supplies and bought number0 oatmeal raisin granola bars and number1 peanut granola bars .,how many granola bars did he buy in all ?
414, jack number0 emails in the morning and number1 emails in the afternoon . how many emails jack receive in the day ?,jack received number0 emails in the morning and number1 emails in the afternoon . how many emails did jack receive in the day ?,8 2,+ number0 number1,10.0,"[1, 2, 3, 5, 7, 8, 9, 20, 21, 22]",jack received number0 emails in the morning and number1 emails in the afternoon .,how many emails did jack receive in the day ?
415, a chess club number0 members . if number1 new members enrolled how many total members there in the chess club ?,a chess club has number0 members . if number1 new members are enrolled how many total members are there in the chess club ?,3 4,+ number0 number1,7.0,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 20, 21, 22]",a chess club has number0 members . if number1 new members are enrolled,how many total members are there in the chess club ?
416, every day spends number0 hours on english and number1 hours on chinese . how many hours he on english and chinese in all ?,every day ryan spends number0 hours on learning english and number1 hours on learning chinese . how many hours does he spend on learning english and chinese in all ?,4 3,+ number0 number1,7.0,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 26, 27, 28]",every day ryan spends number0 hours on learning english and number1 hours on learning chinese .,how many hours does he spend on learning english and chinese in all ?
417, ryan number0 leaves . he number1 leaves and away number2 leaves . how many leaves ryan ?,ryan collected number0 leaves . he lost number1 leaves and threw away number2 leaves . how many leaves did ryan have left ?,89 24 43,- - number0 number1 number2,22.0,"[1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 19, 20, 21]",ryan collected number0 leaves . he lost number1 leaves and threw away number2 leaves .,how many leaves did ryan have left ?
418, sam number0 power ranger stickers . he them up in number1 boxes . if there number2 power ranger stickers in the first box how many more power ranger stickers there in the second box than the first box ?,sam has number0 power ranger stickers . he bundles them up in number1 boxes . if there are number2 power ranger stickers in the first box how many more power ranger stickers are there in the second box than the first box ?,58 2 23,- number0 * number2 number1,12.0,"[1, 2, 3, 5, 39, 40, 41, 11, 12, 13, 17, 18, 19, 21]",sam has number0 power ranger stickers . he bundles them up in number1 boxes . if there are number2 power ranger stickers in the first box,how many more power ranger stickers are there in the second box than the first box ?
