,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
369, iesha number0 books . number1 school and the rest sports . how many books sports iesha ?,iesha has number0 books . number1 are about school and the rest are about sports . how many books about sports does iesha have ?,344 136,- number0 number1,208.0,"[1, 2, 3, 5, 6, 7, 21, 22, 23]",3,Subtraction,iesha has number0 books . number1 are about school and the rest are about sports .,how many books about sports does iesha have ?
370, james number0 balloons . amy number1 balloons . how many more balloons james amy ?,james has number0 balloons . amy has number1 balloons . how many more balloons does james have than amy ?,1222 513,- number0 number1,709.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",3,Subtraction,james has number0 balloons . amy has number1 balloons .,how many more balloons does james have than amy ?
371, sean number0 whistles . he number1 more whistles charles . how many whistles charles ?,sean has number0 whistles . he has number1 more whistles that charles . how many whistles does charles have ?,223 95,- number0 number1,128.0,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 18]",3,Subtraction,sean has number0 whistles . he has number1 more whistles that charles .,how many whistles does charles have ?
372, connie number0 marbles . juan number1 more marbles connie . how many marbles juan ?,connie has number0 marbles . juan has number1 more marbles than connie . how many marbles does juan have ?,323 175,+ number0 number1,498.0,"[1, 2, 3, 5, 6, 7, 8, 9, 16, 17, 18]",3,Addition,connie has number0 marbles . juan has number1 more marbles than connie .,how many marbles does juan have ?
373, robin number0 packages gum . there number1 pieces each package . how many pieces gum ?,robin has number0 packages of gum . there are number1 pieces in each package . how many pieces of gum does robin have ?,27 18,* number0 number1,486.0,"[1, 2, 3, 7, 8, 9, 10, 12, 20, 21, 22]",3,Multiplication,robin has number0 packages of gum . there are number1 pieces in each package .,how many pieces of gum does robin have ?
374, adam $ number0 to an airplane that $ number1 . how much change will he ?,adam has $ number0 to buy an airplane that costs $ number1 . how much change will he get ?,5.00 4.28,- number0 number1,0.72,"[1, 2, 3, 4, 9, 10, 11, 16, 17, 18]",3,Subtraction,adam has $ number0 to buy an airplane that costs $ number1 .,how much change will he get ?
375, each ball $ number0 how much must pay number1 balls ?,if each ball costs $ number0 how much must kyoko pay for number1 balls ?,1.54 3,* number0 number1,4.62,"[1, 3, 4, 5, 6, 11, 12, 13]",3,Multiplication,if each ball costs $ number0,how much must kyoko pay for number1 balls ?
376, tony $ number0 . he $ number1 a ticket to a baseball game . the game he a hot dog $ number2 . what amount money tony then ?,tony had $ number0 . he paid $ number1 for a ticket to a baseball game . at the game he bought a hot dog for $ number2 . what amount of money did tony have then ?,20 8 3,- - number0 number1 number2,9.0,"[1, 2, 3, 34, 35, 6, 7, 8, 9, 36, 26, 27]",3,TVQ-Final,tony had $ number0 . he paid $ number1 for a ticket to a baseball game . at the game he bought a hot dog for $ number2 .,what amount of money did tony have then ?
377, mr. guzman number0 doughnuts equally number1 boxes . how many doughnuts each box ?,mr. guzman bought number0 doughnuts packed equally into number1 boxes . how many doughnuts were in each box ?,48 4,/ number0 number1,12.0,"[1, 2, 3, 4, 6, 7, 8, 9, 15, 16, 17]",3,Common-Division,mr. guzman bought number0 doughnuts packed equally into number1 boxes .,how many doughnuts were in each box ?
378, number0 stamp costs $ number1 . number2 stamps $ number3 . number4 stamps $ number5 . the cost each stamp the same how much would number6 stamps cost ?,number0 stamp costs $ number1 . number2 stamps cost $ number3 . number4 stamps cost $ number5 . if the cost of each stamp remains the same how much would number6 stamps cost ?,1 0.34 2 0.68 3 1.02 4,+ number5 number1,1.36,"[0, 1, 2, 3, 4, 32, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 22, 29, 30, 31]",3,Addition,number0 stamp costs $ number1 . number2 stamps cost $ number3 . number4 stamps cost $ number5 . if the cost of each stamp remains the same,how much would number6 stamps cost ?
379, the town milburg number0 grown-ups and number1 children . how many people milburg ?,the town of milburg has number0 grown-ups and number1 children . how many people live in milburg ?,5256 2987,+ number0 number1,8243.0,"[4, 5, 6, 7, 8, 9, 14, 15, 16]",3,Addition,the town of milburg has number0 grown-ups and number1 children .,how many people live in milburg ?
380, lisa number0 dvds $ number1 . how much each dvd cost to ?,lisa rented number0 dvds for $ number1 . how much did each dvd cost to rent ?,4 4.80,/ number1 number0,1.2,"[1, 2, 3, 5, 6, 11, 13, 14, 15]",3,Common-Division,lisa rented number0 dvds for $ number1 .,how much did each dvd cost to rent ?
381, there number0 pieces candy a jar . number1 pieces red and the rest blue how many blue ?,there were number0 pieces of candy in a jar . if number1 pieces were red and the rest were blue how many were blue ?,3409 145,- number0 number1,3264.0,"[1, 2, 3, 4, 10, 11, 12, 21, 22, 23]",3,Subtraction,there were number0 pieces of candy in a jar . if number1 pieces were red and the rest were blue,how many were blue ?
382, friday number0 people the zoo . number1 times many people saturday friday . how many people the zoo saturday ?,on friday number0 people visited the zoo . number1 times as many people visited on saturday than on friday . how many people visited the zoo on saturday ?,1250 3,* number0 number1,3750.0,"[1, 2, 3, 8, 9, 25, 26, 27]",3,Multiplication,on friday number0 people visited the zoo . number1 times as many people visited on saturday than on friday .,how many people visited the zoo on saturday ?
383, third-grade students to a concert number0 buses . each bus number1 students . how many students to the concert ?,third-grade students went to a concert in number0 buses . each bus took number1 students . how many students went to the concert ?,8 45,* number0 number1,360.0,"[0, 1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 20, 21, 22]",3,Multiplication,third-grade students went to a concert in number0 buses . each bus took number1 students .,how many students went to the concert ?
384, there number0 students number1 stars each the school wall . how many stars will they all together ?,there are number0 students making number1 stars each for the school wall . how many stars will they make all together ?,124 3,* number0 number1,372.0,"[1, 2, 3, 4, 5, 6, 7, 18, 19, 20]",3,Multiplication,there are number0 students making number1 stars each for the school wall .,how many stars will they make all together ?
385, number0 week an airplane pilot number1 miles tuesday and number2 miles thursday . the pilot the same number miles number3 weeks a row how many miles he all ?,in number0 week an airplane pilot flew number1 miles on tuesday and number2 miles on thursday . if the pilot flies the same number of miles number3 weeks in a row how many miles does he fly in all ?,1 1134 1475 3,* + number1 number2 number3,7827.0,"[0, 1, 2, 36, 37, 6, 7, 8, 38, 11, 12, 13, 15, 19, 25, 26, 27]",3,Multiplication,in number0 week an airplane pilot flew number1 miles on tuesday and number2 miles on thursday . if the pilot flies the same number of miles number3 weeks in a row,how many miles does he fly in all ?
386, number0 students each table the lunchroom . there number1 tables . how many students the lunchroom ?,number0 students were sitting at each table in the lunchroom . there are number1 tables . how many students were sitting in the lunchroom ?,6 34,* number0 number1,204.0,"[0, 1, 3, 4, 5, 12, 13, 14, 21, 22, 23]",3,Multiplication,number0 students were sitting at each table in the lunchroom . there are number1 tables .,how many students were sitting in the lunchroom ?
387, tyler number0 dogs . each dog number1 puppies . how many puppies tyler now ?,tyler had number0 dogs . each dog had number1 puppies . how many puppies does tyler now have ?,15 5,* number0 number1,75.0,"[1, 2, 3, 5, 6, 7, 8, 9, 15, 16, 17]",3,Multiplication,tyler had number0 dogs . each dog had number1 puppies .,how many puppies does tyler now have ?
388, the farmer number0 apples . he number1 apples to his neighbor . how many apples he now ?,the farmer had number0 apples . he gave number1 apples to his neighbor . how many apples does he have now ?,127 88,- number0 number1,39.0,"[1, 2, 3, 4, 5, 7, 8, 9, 18, 19, 20]",3,Subtraction,the farmer had number0 apples . he gave number1 apples to his neighbor .,how many apples does he have now ?
389, jill number0 people to her birthday party . they each ate number1 pieces pizza . how many pieces pizza they ?,jill invited number0 people to her birthday party . they each ate number1 pieces of pizza . how many pieces of pizza did they eat ?,37 8,* number0 number1,296.0,"[1, 2, 3, 7, 10, 11, 12, 13, 22, 23, 24]",3,Multiplication,jill invited number0 people to her birthday party . they each ate number1 pieces of pizza .,how many pieces of pizza did they eat ?
390, mrs. hilt number0 ounces detergent to a pound clothes . how many ounces soap will she to number1 pounds clothes ?,mrs. hilt uses number0 ounces of detergent to wash a pound of clothes . how many ounces of soap will she use to wash number1 pounds of clothes ?,2 9,* number0 number1,18.0,"[1, 2, 3, 4, 7, 9, 23, 24, 25, 26, 27]",3,Multiplication,mrs. hilt uses number0 ounces of detergent to wash a pound of clothes .,how many ounces of soap will she use to wash number1 pounds of clothes ?
391, mrs. hilt to a concert . a total number0 people the concert . the next week she to a second concert which number1 more people attendance . how many people the second concert ?,mrs. hilt went to a concert . a total of number0 people attended the concert . the next week she went to a second concert which had number1 more people in attendance . how many people were at the second concert ?,65899 119,+ number0 number1,66018.0,"[1, 38, 7, 39, 9, 10, 11, 12, 40, 26, 27, 28, 29]",3,Addition,mrs. hilt went to a concert . a total of number0 people attended the concert . the next week she went to a second concert which had number1 more people in attendance .,how many people were at the second concert ?
392, mrs. hilt pies last weekend a holiday dinner . she number0 pecan pies and number1 apples pies . she to all the pies rows number2 pies each how many rows will she ?,mrs. hilt baked pies last weekend for a holiday dinner . she baked number0 pecan pies and number1 apples pies . if she wants to arrange all of the pies in rows of number2 pies each how many rows will she have ?,16 14 5,/ + number0 number1 number2,6.0,"[32, 33, 34, 35, 2, 1, 39, 40, 41, 12, 13, 14, 15, 16, 17, 18]",3,Common-Division,mrs. hilt baked pies last weekend for a holiday dinner . she baked number0 pecan pies and number1 apples pies . if she wants to arrange all of the pies in rows of number2 pies each,how many rows will she have ?
393, mrs. hilt to share $ number0 equally number1 total people . how much money will each person ?,mrs. hilt needs to share $ number0 equally among number1 total people . how much money will each person get ?,3.75 3,/ number0 number1,1.25,"[4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19]",3,Common-Division,mrs. hilt needs to share $ number0 equally among number1 total people .,how much money will each person get ?
394, mrs. hilt number0 books . each book number1 chapters it . how many chapters hilt read ?,mrs. hilt read number0 books . each book had number1 chapters in it . how many chapters did mrs. hilt read ?,4 17,* number0 number1,68.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 18, 19, 20]",3,Multiplication,mrs. hilt read number0 books . each book had number1 chapters in it .,how many chapters did mrs. hilt read ?
395, mrs. hilt bread . she number0 cups flour to number1 loaves bread . how much flour will she to number2 loaf bread ?,mrs. hilt is baking bread . she needs number0 cups of flour to bake number1 loaves of bread . how much flour will she need to make number2 loaf of bread ?,5 2 1,/ number0 number1,2.5,"[1, 7, 8, 9, 13, 14, 15, 26, 27, 28, 29, 30]",3,Common-Division,mrs. hilt is baking bread . she needs number0 cups of flour to bake number1 loaves of bread .,how much flour will she need to make number2 loaf of bread ?
396, mrs. hilt a rollercoaster . number0 students the rollercoaster every number1 minutes . how many students the rollercoaster number2 minutes ?,mrs. hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes . how many students rode the rollercoaster in number2 minutes ?,7 5 15,* number0 / number2 number1,21.0,"[1, 2, 3, 6, 7, 11, 12, 13, 21, 22, 23]",3,Multiplication,mrs. hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes .,how many students rode the rollercoaster in number2 minutes ?
397, mrs. hilt number0 bees the hive . the next day she number1 times many . how many bees she the second day ?,mrs. hilt saw number0 bees in the hive . the next day she saw number1 times that many . how many bees did she see on the second day ?,144 3,* number0 number1,432.0,"[1, 2, 3, 4, 5, 13, 14, 15, 26, 27, 28]",3,Multiplication,mrs. hilt saw number0 bees in the hive . the next day she saw number1 times that many .,how many bees did she see on the second day ?
398, mrs. hilt the distance her desk to the water fountain . it number0 feet . how many feet will hilt walk her trips to the fountain she to the water fountain number1 times today ?,mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet . how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?,30 4,* number0 number1,120.0,"[1, 4, 37, 38, 39, 40, 14, 15, 16]",3,Multiplication,mrs. hilt measured the distance from her desk to the water fountain . it was number0 feet .,how many feet will mrs. hilt walk on her trips to the fountain if she goes to the water fountain number1 times today ?
399, lucy an aquarium number0 fish . she to number1 more fish . how many fish would then ?,lucy has an aquarium with number0 fish . she wants to buy number1 more fish . how many fish would lucy have then ?,212 68,+ number0 number1,280.0,"[1, 3, 4, 5, 6, 11, 12, 13, 14, 20, 21, 22]",3,Addition,lucy has an aquarium with number0 fish . she wants to buy number1 more fish .,how many fish would lucy have then ?
400, lucy number0 fish . how many more fish she to to number1 fish ?,lucy has number0 fish . how many more fish does she need to buy to have number1 fish ?,212 280,- number1 number0,68.0,"[1, 2, 3, 6, 10, 15, 16, 17]",3,Subtraction,lucy has number0 fish .,how many more fish does she need to buy to have number1 fish ?
401, harry hound a terrible earache yesterday . when i his ears yesterday number0 frisky fleas a party his right ear and number1 baby fleas peacefully his left ear . i out harry hound 's ears . how many fleas ?,harry hound had a terrible earache yesterday . when i peered into his ears yesterday i found number0 frisky fleas having a party in his right ear and number1 baby fleas sleeping peacefully in his left ear . i cleaned out harry hound 's ears . how many fleas perished ?,36 85,+ number0 number1,121.0,"[1, 3, 8, 10, 47, 16, 17, 18, 19, 48, 49, 27, 28, 29, 30]",3,Addition,harry hound had a terrible earache yesterday . when i peered into his ears yesterday i found number0 frisky fleas having a party in his right ear and number1 baby fleas sleeping peacefully in his left ear . i cleaned out harry hound 's ears .,how many fleas perished ?
402, a pet supply store number0 bags dog food and number1 bags cat food . how many more bags dog food there food ?,a pet supply store has number0 bags of dog food and number1 bags of cat food . how many more bags of dog food are there than cat food ?,600 327,- number0 number1,273.0,"[1, 2, 4, 5, 6, 8, 10, 11, 12, 26, 27, 28]",3,Subtraction,a pet supply store has number0 bags of dog food and number1 bags of cat food .,how many more bags of dog food are there than cat food ?
403, number0 people a movie a theater . the theater number1 seats . how many seats empty the theater ?,number0 people are watching a movie in a theater . the theater has number1 seats . how many seats are empty in the theater ?,532 750,- number1 number0,218.0,"[0, 1, 2, 3, 4, 12, 13, 14, 21, 22, 23]",3,Subtraction,number0 people are watching a movie in a theater . the theater has number1 seats .,how many seats are empty in the theater ?
404, each bag number0 pounds oranges . how many pounds oranges number1 bags ?,each bag contains number0 pounds of oranges . how many pounds of oranges are in number1 bags ?,23 45,* number0 number1,1035.0,"[0, 1, 2, 3, 4, 8, 14, 15, 16]",3,Multiplication,each bag contains number0 pounds of oranges .,how many pounds of oranges are in number1 bags ?
405, there some children a bakery . they what to number0 girls and number1 boys . there number2 children the bakery the end how many children there first ?,there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end how many children were there at first ?,24 31 78,- + number2 number1 number0,85.0,"[1, 2, 6, 39, 40, 41, 12, 14, 15, 16, 19, 20, 21, 26, 27, 28]",2,TVQ-Initial,there are some children at a bakery . as they were deciding what to buy number0 girls came in and number1 boys left . if there are number2 children in the bakery in the end,how many children were there at first ?
406, blithe a lot toys . he number0 them and number1 his closet . he number2 that how many toys blithe first ?,blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that how many toys did blithe have at first ?,6 9 43,+ - number2 number1 number0,40.0,"[32, 8, 9, 10, 13, 14, 15, 21, 22, 23, 30, 31]",2,TVQ-Initial,blithe has a lot of toys . he lost number0 of them and found number1 in his closet . if he had number2 after that,how many toys did blithe have at first ?
407, lena some pocket money . she $ number0 and her mom her $ number1 . she $ number2 that how many dollars lena first ?,lena had some pocket money . she lost $ number0 and her mom gave her $ number1 . if she had $ number2 after that how many dollars did lena have at first ?,4 9 66,+ - number2 number1 number0,61.0,"[32, 1, 2, 7, 8, 9, 10, 15, 16, 21, 22, 23, 30, 31]",2,TVQ-Initial,lena had some pocket money . she lost $ number0 and her mom gave her $ number1 . if she had $ number2 after that,how many dollars did lena have at first ?
408, jennifer an number0 cm long ribbon . she number1 cm the ribbon to a present her friend and number2 cm the ribbon to a bow . how much the ribbon the end ?,jennifer has an number0 cm long ribbon . she uses number1 cm of the ribbon to tie a present for her friend and number2 cm of the ribbon to make a bow . how much of the ribbon is left in the end ?,87 24 45,- - number0 number1 number2,18.0,"[1, 2, 3, 4, 40, 9, 10, 11, 41, 42, 22, 23, 24]",2,TVQ-Final,jennifer has an number0 cm long ribbon . she uses number1 cm of the ribbon to tie a present for her friend and number2 cm of the ribbon to make a bow .,how much of the ribbon is left in the end ?
409, robert $ number0 work . he $ number1 a pen and $ number2 a calculator . how much money he ?,robert made $ number0 at work . he spent $ number1 on a pen and $ number2 for a calculator . how much money did he have left ?,76 6 14,- - number0 number1 number2,56.0,"[1, 2, 3, 4, 9, 10, 11, 15, 16, 17, 25, 26, 27]",2,TVQ-Final,robert made $ number0 at work . he spent $ number1 on a pen and $ number2 for a calculator .,how much money did he have left ?
410, a store there number0 computers . number1 . number2 away to a company . how many computers ?,at a store there are number0 computers . number1 are sold . number2 are shipped away to a company . how many computers are left ?,92 31 20,- - number0 number1 number2,41.0,"[1, 4, 5, 6, 8, 9, 12, 13, 22, 23, 24]",2,TVQ-Final,at a store there are number0 computers . number1 are sold . number2 are shipped away to a company .,how many computers are left ?
411, there number0 pineapples a store . the owner number1 pineapples . number2 the pineapples rotten and thrown away . how many fresh pineapples ?,there were number0 pineapples in a store . the owner sold number1 pineapples . number2 of the remaining pineapples were rotten and thrown away . how many fresh pineapples are left ?,86 48 9,- - number0 number1 number2,29.0,"[1, 2, 3, 10, 11, 12, 14, 15, 28, 29, 30]",2,TVQ-Final,there were number0 pineapples in a store . the owner sold number1 pineapples . number2 of the remaining pineapples were rotten and thrown away .,how many fresh pineapples are left ?
412, kendra a road trip . the afternoon she number0 minivans hers . later the evening she number1 more minivan hers . how many minivans hers she all ?,kendra took a road trip . in the afternoon she saw number0 minivans like hers . later in the evening she saw number1 more minivan like hers . how many minivans like hers did she see in all ?,4 1,+ number1 number0,5.0,"[1, 35, 4, 5, 36, 7, 37, 10, 11, 12, 21, 22, 23, 24]",2,Addition,kendra took a road trip . in the afternoon she saw number0 minivans like hers . later in the evening she saw number1 more minivan like hers .,how many minivans like hers did she see in all ?
413, there number0 boys and number1 girls a preschool daycare . how many children there the daycare ?,there are number0 boys and number1 girls in a preschool daycare . how many children are there in the daycare ?,4 5,+ number0 number1,9.0,"[1, 2, 3, 4, 5, 6, 17, 18, 19]",2,Addition,there are number0 boys and number1 girls in a preschool daycare .,how many children are there in the daycare ?
414, there number0 basketballs a school . the school another number1 how many basketballs will the school ?,there are number0 basketballs at a school . if the school buys another number1 basketballs how many basketballs will the school have ?,7 3,+ number0 number1,10.0,"[1, 2, 3, 8, 12, 13, 14, 19, 20, 21]",2,Addition,there are number0 basketballs at a school . if the school buys another number1 basketballs,how many basketballs will the school have ?
415, garrett snack supplies and number0 oatmeal raisin granola bars and number1 peanut granola bars . how many granola bars he all ?,garrett went shopping for snack supplies and bought number0 oatmeal raisin granola bars and number1 peanut granola bars . how many granola bars did he buy in all ?,6 8,+ number0 number1,14.0,"[1, 6, 7, 8, 9, 12, 13, 14, 15, 17, 25, 26, 27]",2,Addition,garrett went shopping for snack supplies and bought number0 oatmeal raisin granola bars and number1 peanut granola bars .,how many granola bars did he buy in all ?
416, jack number0 emails the morning and number1 emails the afternoon . how many emails jack receive the day ?,jack received number0 emails in the morning and number1 emails in the afternoon . how many emails did jack receive in the day ?,8 2,+ number0 number1,10.0,"[1, 2, 3, 5, 7, 8, 9, 20, 21, 22]",2,Addition,jack received number0 emails in the morning and number1 emails in the afternoon .,how many emails did jack receive in the day ?
417, a chess club number0 members . number1 new members enrolled how many total members there the chess club ?,a chess club has number0 members . if number1 new members are enrolled how many total members are there in the chess club ?,3 4,+ number0 number1,7.0,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 20, 21, 22]",2,Addition,a chess club has number0 members . if number1 new members are enrolled,how many total members are there in the chess club ?
418, every day spends number0 hours english and number1 hours chinese . how many hours he english and chinese all ?,every day ryan spends number0 hours on learning english and number1 hours on learning chinese . how many hours does he spend on learning english and chinese in all ?,4 3,+ number0 number1,7.0,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 26, 27, 28]",2,Addition,every day ryan spends number0 hours on learning english and number1 hours on learning chinese .,how many hours does he spend on learning english and chinese in all ?
419, sam number0 power ranger stickers . he them up number1 boxes . there number2 power ranger stickers the first box how many more power ranger stickers there the second box the first box ?,sam has number0 power ranger stickers . he bundles them up in number1 boxes . if there are number2 power ranger stickers in the first box how many more power ranger stickers are there in the second box than the first box ?,58 2 23,- number0 * number2 number1,12.0,"[1, 2, 3, 5, 39, 40, 41, 11, 12, 13, 17, 18, 19, 21]",1,Subtraction,sam has number0 power ranger stickers . he bundles them up in number1 boxes . if there are number2 power ranger stickers in the first box,how many more power ranger stickers are there in the second box than the first box ?
420, beryl number0 radishes . she them number1 baskets . there number2 radishes the first basket how many more radishes there the second basket the first ?,beryl has number0 radishes . she puts them into number1 baskets . if there are number2 radishes in the first basket how many more radishes are there in the second basket than the first ?,88 2 37,- number0 * number2 number1,14.0,"[32, 1, 2, 3, 33, 8, 9, 10, 11, 14, 15, 16, 31]",1,Subtraction,beryl has number0 radishes . she puts them into number1 baskets . if there are number2 radishes in the first basket,how many more radishes are there in the second basket than the first ?
421, there number0 students the class . the teacher to them number1 groups . the first group number2 students . how many more students will there the second group ?,there are number0 students in the class . the teacher wants to split them into number1 groups . the first group has number2 students . how many more students will there be in the second group ?,56 2 24,- number0 * number2 number1,8.0,"[1, 2, 3, 33, 34, 35, 10, 14, 15, 16, 21, 22, 23]",1,Subtraction,there are number0 students in the class . the teacher wants to split them into number1 groups . the first group has number2 students .,how many more students will there be in the second group ?
422, antonia number0 barbie dolls . she away them number1 wardrobes . there number2 barbie dolls the first wardrobe how many more barbie dolls there the second wardrobe the first ?,antonia has number0 barbie dolls . she packs away them in number1 wardrobes . if there are number2 barbie dolls in the first wardrobe how many more barbie dolls are there in the second wardrobe than the first ?,79 2 35,- number0 * number2 number1,9.0,"[1, 2, 3, 4, 35, 36, 37, 10, 11, 12, 16, 17, 18, 19]",1,Subtraction,antonia has number0 barbie dolls . she packs away them in number1 wardrobes . if there are number2 barbie dolls in the first wardrobe,how many more barbie dolls are there in the second wardrobe than the first ?
423, an online toy store some toys . it number0 toys the first week and number1 toys the second week . it number2 toys how many toys stock the beginning ?,an online toy store stocked some toys . it sold number0 toys at the first week and number1 toys at the second week . if it had number2 toys left how many toys were in stock at the beginning ?,38 26 19,+ + number0 number1 number2,83.0,"[1, 2, 4, 36, 37, 7, 38, 9, 10, 11, 16, 17, 18, 26, 27, 28]",4,TVQ-Initial,an online toy store stocked some toys . it sold number0 toys at the first week and number1 toys at the second week . if it had number2 toys left,how many toys were in stock at the beginning ?
424, mother some potatoes . she number0 the potatoes to salads and number1 the potatoes potatoes . there number2 potatoes how many potatoes mother first ?,mother bought some potatoes . she used number0 of the potatoes to make salads and number1 of the potatoes for mashed potatoes . if there were number2 potatoes left how many potatoes did mother buy at first ?,15 24 13,+ + number0 number1 number2,52.0,"[1, 2, 34, 35, 36, 6, 7, 8, 11, 14, 15, 16, 25, 26, 27]",4,TVQ-Initial,mother bought some potatoes . she used number0 of the potatoes to make salads and number1 of the potatoes for mashed potatoes . if there were number2 potatoes left,how many potatoes did mother buy at first ?
425, joshua number0 toy boxes his toy cars . he number1 toy cars the first toy box number2 toy cars the second toy box and number3 toy cars the third box . how many toy cars joshua together ?,joshua has number0 toy boxes for his toy cars . he puts in number1 toy cars in the first toy box number2 toy cars in the second toy box and number3 toy cars in the third box . how many toy cars does joshua have together ?,3 21 31 19,+ + number1 number2 number3,71.0,"[1, 2, 3, 4, 6, 8, 12, 13, 14, 15, 16, 20, 21, 22, 25, 29, 30, 31, 32, 43, 44, 45]",4,Sum,joshua has number0 toy boxes for his toy cars . he puts in number1 toy cars in the first toy box number2 toy cars in the second toy box and number3 toy cars in the third box .,how many toy cars does joshua have together ?
426, there some rooms a building . number0 them classrooms number1 them office and the number2 rooms . how many rooms the building ?,there are some rooms in a building . number0 of them are classrooms number1 of them are office and the remaining number2 are reading rooms . how many rooms are in the building ?,35 10 6,+ + number0 number1 number2,51.0,"[32, 8, 9, 12, 13, 14, 20, 21, 22, 30, 31]",4,Sum,there are some rooms in a building . number0 of them are classrooms number1 of them are office and the remaining number2 are reading rooms .,how many rooms are in the building ?
427, gary some stickers . he number0 stickers to and number1 stickers to . he number2 stickers how many stickers gary first ?,gary had some stickers . he gave number0 stickers to lucy and number1 stickers to alex . if he had number2 stickers left how many stickers did gary have at first ?,42 26 31,+ + number0 number1 number2,99.0,"[1, 2, 5, 6, 7, 8, 11, 12, 13, 19, 20, 21, 28, 29, 30]",4,TVQ-Initial,gary had some stickers . he gave number0 stickers to lucy and number1 stickers to alex . if he had number2 stickers left,how many stickers did gary have at first ?
428, a chef number0 different foods a banquet : number1 plates rolls number2 plates spicy hot noodles and number3 plates seafood noodles . how many plates food the chef altogether ?,a chef served number0 different foods for a banquet : number1 plates lobster rolls number2 plates of spicy hot noodles and number3 plates of seafood noodles . how many plates of food did the chef make altogether ?,3 25 14 16,+ + number1 number2 number3,55.0,"[1, 2, 3, 4, 5, 34, 35, 8, 9, 10, 11, 36, 13, 14, 15, 20, 21, 22]",4,Sum,a chef served number0 different foods for a banquet : number1 plates lobster rolls number2 plates of spicy hot noodles and number3 plates of seafood noodles .,how many plates of food did the chef make altogether ?
429, a car dealer number0 cars the first day number1 cars the second day and number2 cars the third day . how many cars the car dealer sell the number3 days ?,a car dealer sold number0 cars on the first day number1 cars on the second day and number2 cars on the third day . how many cars did the car dealer sell on the number3 days ?,14 16 27 3,+ + number0 number1 number2,57.0,"[33, 34, 3, 4, 5, 35, 1, 8, 9, 10, 11, 7, 14, 16, 17, 18, 21]",4,Sum,a car dealer sold number0 cars on the first day number1 cars on the second day and number2 cars on the third day .,how many cars did the car dealer sell on the number3 days ?
430, a washing machine can number0 pounds clothes day . there number1 pounds clothes to day how many washing machines ?,a washing machine can wash number0 pounds of clothes per day . if there are number1 pounds of clothes to be washed per day how many washing machines are needed ?,28 200,/ number1 number0,7.142857142857143,"[2, 4, 5, 6, 9, 14, 15, 16, 22, 27, 28, 29]",4,Ceil-Division,a washing machine can wash number0 pounds of clothes per day . if there are number1 pounds of clothes to be washed per day,how many washing machines are needed ?
431, simon needs to number0 gift bags a rate number1 bags day how many days he to all the gift boxes ?,if simon needs to make number0 gift bags at a rate of number1 bags per day how many days does he need to finish making all the gift boxes ?,519 42,/ number0 number1,12.357142857142858,"[4, 5, 6, 7, 11, 12, 13, 14, 26, 27, 28]",4,Ceil-Division,if simon needs to make number0 gift bags at a rate of number1 bags per day,how many days does he need to finish making all the gift boxes ?
432, jane can number0 vases flowers a day . there number1 vases flowers to how many days her to all the flower arrangements ?,jane can arrange number0 vases of flowers in a day . if there are number1 vases of flowers to be arranged how many days are needed for her to finish all the flower arrangements ?,16 248,/ number1 number0,15.5,"[32, 33, 2, 3, 4, 13, 14, 15, 31]",4,Ceil-Division,jane can arrange number0 vases of flowers in a day . if there are number1 vases of flowers to be arranged,how many days are needed for her to finish all the flower arrangements ?
433, a box can number0 pieces chalk . there number1 pieces chalk how many boxes full to all the chalk ?,a box can hold number0 pieces of chalk . if there are number1 pieces of chalk how many boxes are full to hold all the chalk ?,18 3484,/ number1 number0,193.55555555555557,"[2, 3, 4, 5, 11, 12, 13, 23, 24, 25]",4,Ceil-Division,a box can hold number0 pieces of chalk . if there are number1 pieces of chalk,how many boxes are full to hold all the chalk ?
434, a paper bag can number0 cookies . edgar buys number1 cookies how many paper bags he ?,a paper bag can hold number0 cookies . if edgar buys number1 cookies how many paper bags does he need ?,16 292,/ number1 number0,18.25,"[2, 4, 5, 6, 10, 11, 12, 17, 18, 19]",4,Ceil-Division,a paper bag can hold number0 cookies . if edgar buys number1 cookies,how many paper bags does he need ?
435, a bus can number0 passengers . a school number1 students and teachers a field trip how many buses should ?,a bus can transport number0 passengers . if a school of number1 students and teachers are going on a field trip how many buses should be rented ?,48 1230,/ number1 number0,25.625,"[3, 4, 5, 10, 11, 12, 24, 25, 26]",4,Ceil-Division,a bus can transport number0 passengers . if a school of number1 students and teachers are going on a field trip,how many buses should be rented ?
