,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
518, cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left . many cups did cheryl and lori use ?,cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left . how many cups did cheryl and lori use ?,85 18,- number0 number1,67.0,"[1, 34, 3, 35, 36, 7, 8, 11, 12, 13, 14, 24, 25, 26]",3,Subtraction,cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left .,how many cups did cheryl and lori use ?
519, cheryl counted number0 lemons . lori bought number1 more lemons . many lemons do the girls have altogether ?,cheryl counted number0 lemons . lori bought number1 more lemons . how many lemons do the girls have altogether ?,16 28,+ number0 number1,44.0,"[1, 2, 3, 6, 7, 8, 9, 16, 17, 18]",3,Addition,cheryl counted number0 lemons . lori bought number1 more lemons .,how many lemons do the girls have altogether ?
520, coach mike bought several cups of lemonade . the girls told him it would cost number0 cents . the coach gave the girls number1 cents . much change did coach mike get back ?,coach mike bought several cups of lemonade . the girls told him it would cost number0 cents . the coach gave the girls number1 cents . how much change did coach mike get back ?,58 75,- number1 number0,17.0,"[32, 33, 2, 6, 14, 15, 16, 22, 23, 24, 31]",3,Subtraction,coach mike bought several cups of lemonade . the girls told him it would cost number0 cents . the coach gave the girls number1 cents .,how much change did coach mike get back ?
521, liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books . many books did they sell altogether ?,liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books . how many books did they sell altogether ?,27 15,+ number0 number1,42.0,"[1, 5, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24]",3,Addition,liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books .,how many books did they sell altogether ?
522, scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books . many comic books did scott and sam sell ?,scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books . how many comic books did scott and sam sell ?,90 25,- number0 number1,65.0,"[1, 2, 34, 35, 5, 36, 7, 8, 12, 13, 14, 15, 23, 24, 25, 26]",3,Subtraction,scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books .,how many comic books did scott and sam sell ?
523, connie saved up $ number0 . she wants to buy a watch that costs $ number1 . much more money does connie need ?,connie saved up $ number0 . she wants to buy a watch that costs $ number1 . how much more money does connie need ?,39 55,- number1 number0,16.0,"[1, 3, 4, 13, 14, 15, 21, 22, 23]",3,Subtraction,connie saved up $ number0 . she wants to buy a watch that costs $ number1 .,how much more money does connie need ?
524, terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces . many building pieces did they use altogether ?,terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces . how many building pieces did they use altogether ?,37 45,+ number0 number1,82.0,"[1, 6, 10, 11, 12, 13, 16, 17, 18, 25, 26, 27]",3,Addition,terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces .,how many building pieces did they use altogether ?
525, the smart mart sells educational toys . they sold number0 science kits last week . the sold number1 fewer puzzles than science kits . many puzzles did the smart mart sell ?,the smart mart sells educational toys . they sold number0 science kits last week . the sold number1 fewer puzzles than science kits . how many puzzles did the smart mart sell ?,45 9,- number0 number1,36.0,"[1, 8, 9, 10, 11, 16, 17, 18, 29, 30, 31]",3,Subtraction,the smart mart sells educational toys . they sold number0 science kits last week . the sold number1 fewer puzzles than science kits .,how many puzzles did the smart mart sell ?
526, richard and bruno played miniature golf . richard 's score was number0 bruno 's score was number1 points lower than richard 's score . what was bruno 's score ?,richard and bruno played miniature golf . richard 's score was number0 bruno 's score was number1 points lower than richard 's score . what was bruno 's score ?,62 14,- number0 number1,48.0,"[10, 11, 12, 16, 17, 18, 26, 27, 28]",3,Subtraction,richard and bruno played miniature golf . richard 's score was number0 bruno 's score was number1 points lower than richard 's score .,what was bruno 's score ?
527, number0 people visited the statue of liberty in the morning . number1 more people visited in the afternoon than in the morning . many people visited the statue of liberty in the afternoon ?,number0 people visited the statue of liberty in the morning . number1 more people visited in the afternoon than in the morning . how many people visited the statue of liberty in the afternoon ?,35 56,+ number0 number1,91.0,"[0, 1, 2, 3, 32, 33, 11, 12, 13, 31]",3,Addition,number0 people visited the statue of liberty in the morning . number1 more people visited in the afternoon than in the morning .,how many people visited the statue of liberty in the afternoon ?
528, the giant ferris wheel can seat number0 people . there are number1 people waiting in line . many people wo n't get on the ride this time ?,the giant ferris wheel can seat number0 people . there are number1 people waiting in line . how many people wo n't get on the ride this time ?,56 92,- number1 number0,36.0,"[1, 5, 6, 7, 10, 11, 12, 25, 26, 27]",3,Subtraction,the giant ferris wheel can seat number0 people . there are number1 people waiting in line .,how many people wo n't get on the ride this time ?
529, erin and dana finished a number0 day bike-a-thon . they rode number1 miles the first day the rode number2 miles the second day . many miles did they ride altogether ?,erin and dana finished a number0 day bike-a-thon . they rode number1 miles the first day the rode number2 miles the second day . how many miles did they ride altogether ?,2 37 55,+ number1 number2,92.0,"[1, 4, 5, 6, 8, 10, 11, 12, 17, 18, 19, 28, 29, 30]",3,Addition,erin and dana finished a number0 day bike-a-thon . they rode number1 miles the first day the rode number2 miles the second day .,how many miles did they ride altogether ?
530, greg wants to buy a $ number0 scooter . he has saved $ number1 so far . much more money does greg need ?,greg wants to buy a $ number0 scooter . he has saved $ number1 so far . how much more money does greg need ?,90 57,- number0 number1,33.0,"[2, 5, 6, 7, 12, 13, 14, 21, 22, 23]",3,Subtraction,greg wants to buy a $ number0 scooter . he has saved $ number1 so far .,how much more money does greg need ?
531, chris has number0 soccer cards . his friend charlie has number1 cards . many fewer cards does chris have ?,chris has number0 soccer cards . his friend charlie has number1 cards . how many fewer cards does chris have ?,18 32,- number1 number0,14.0,"[1, 2, 3, 4, 6, 9, 10, 11, 17, 18, 19]",3,Subtraction,chris has number0 soccer cards . his friend charlie has number1 cards .,how many fewer cards does chris have ?
532, number0 campers went rowing in the morning . number1 campers went rowing in the afternoon . many campers went rowing in all ?,number0 campers went rowing in the morning . number1 campers went rowing in the afternoon . how many campers went rowing in all ?,35 27,+ number0 number1,62.0,"[0, 1, 2, 4, 5, 8, 9, 20, 21, 22]",3,Addition,number0 campers went rowing in the morning . number1 campers went rowing in the afternoon .,how many campers went rowing in all ?
533, mrs. griffin went to the grocery store with $ number0 . she had $ number1 left after shopping . much did mrs. griffin spend ?,mrs. griffin went to the grocery store with $ number0 . she had $ number1 left after shopping . how much did mrs. griffin spend ?,70 16,- number0 number1,54.0,"[8, 9, 12, 13, 14, 15, 22, 23, 24]",3,Subtraction,mrs. griffin went to the grocery store with $ number0 . she had $ number1 left after shopping .,how much did mrs. griffin spend ?
534, the library has number0 science books . the second graders borrowed number1 of them . many science books are left ?,the library has number0 science books . the second graders borrowed number1 of them . how many science books are left ?,75 18,- number0 number1,57.0,"[1, 2, 3, 4, 5, 10, 11, 12, 18, 19, 20]",3,Subtraction,the library has number0 science books . the second graders borrowed number1 of them .,how many science books are left ?
535, the wildcats scored number0 points in the first half of the game . the panthers scored number1 points . many more points did the wildcats score ?,the wildcats scored number0 points in the first half of the game . the panthers scored number1 points . how many more points did the wildcats score ?,36 17,- number0 number1,19.0,"[1, 2, 3, 4, 7, 15, 16, 17, 24, 25, 26]",3,Subtraction,the wildcats scored number0 points in the first half of the game . the panthers scored number1 points .,how many more points did the wildcats score ?
536, alexa and katerina stood on a scale together . the scale read number0 pounds . alexa knows she weighs number1 pounds . much does katerina weigh ?,alexa and katerina stood on a scale together . the scale read number0 pounds . alexa knows she weighs number1 pounds . how much does katerina weigh ?,95 46,- number0 number1,49.0,"[2, 3, 11, 12, 13, 18, 19, 20, 24, 25, 26]",3,Subtraction,alexa and katerina stood on a scale together . the scale read number0 pounds . alexa knows she weighs number1 pounds .,how much does katerina weigh ?
537, frannie and meg are in a jump rope contest . frannie jumped number0 times without missing . she jumped number1 fewer times than meg . many times did meg jump ?,frannie and meg are in a jump rope contest . frannie jumped number0 times without missing . she jumped number1 fewer times than meg . how many times did meg jump ?,53 18,+ number0 number1,71.0,"[1, 3, 5, 11, 12, 13, 18, 19, 20, 21, 28, 29, 30]",3,Addition,frannie and meg are in a jump rope contest . frannie jumped number0 times without missing . she jumped number1 fewer times than meg .,how many times did meg jump ?
538, the difference between number0 numbers is number1 the smaller number is number2 what is the larger number ?,the difference between number0 numbers is number1 the smaller number is number2 what is the larger number ?,2 24 46,+ number2 number1,70.0,"[2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]",3,Addition,the difference between number0 numbers is number1 the smaller number is number2 what,is the larger number ?
539, if you add number0 to a mystery number you will get number1 what is the mystery number ?,if you add number0 to a mystery number you will get number1 what is the mystery number ?,45 92,- number1 number0,47.0,"[2, 3, 4, 10, 11, 12, 14, 15, 16]",3,Subtraction,if you add number0 to a mystery number you will get number1 what,is the mystery number ?
540, sam and erica have $ number0 together . sam has $ number1 . does erica have ?,sam and erica have $ number0 together . sam has $ number1 . how does erica have ?,91 38,- number0 number1,53.0,"[1, 3, 4, 5, 6, 10, 11, 14, 15, 16]",3,Subtraction,sam and erica have $ number0 together . sam has $ number1 .,how does erica have ?
541, wendy bought number0 inches of ribbon . she used number1 inches to wrap presents . much ribbon did wendy have left ?,wendy bought number0 inches of ribbon . she used number1 inches to wrap presents . how much ribbon did wendy have left ?,84 46,- number0 number1,38.0,"[1, 2, 3, 8, 9, 10, 19, 20, 21]",3,Subtraction,wendy bought number0 inches of ribbon . she used number1 inches to wrap presents .,how much ribbon did wendy have left ?
542, the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . far did the frog jump ?,the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . how far did the frog jump ?,25 15,+ number0 number1,40.0,"[12, 13, 14, 18, 19, 20, 29, 30, 31]",3,Addition,the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper .,how far did the frog jump ?
543, marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . much did his dad 's strawberries weigh ?,marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . how much did his dad 's strawberries weigh ?,23 14,- number0 number1,9.0,"[3, 11, 12, 13, 18, 19, 20, 27, 28, 29]",3,Subtraction,marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds .,how much did his dad 's strawberries weigh ?
544, miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,4 3 7,- number0 number1,1.0,"[1, 2, 3, 4, 5, 6, 35, 8, 9, 10, 36, 12, 13, 14, 16, 18, 19, 20, 21, 37]",5,Difference,miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls .,how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?
545, willy has number0 crayons . lucy has number1 crayons . many more crayons does willy have than lucy ?,willy has number0 crayons . lucy has number1 crayons . how many more crayons does willy have than lucy ?,5092 3971,- number0 number1,1121.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",5,Difference,willy has number0 crayons . lucy has number1 crayons .,how many more crayons does willy have than lucy ?
546, a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first . about many blood cells were in the second sample ?,a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first . about how many blood cells were in the second sample ?,1410 1 6908,+ number0 number2,8318.0,"[2, 3, 36, 37, 38, 9, 14, 15, 16, 17, 20, 21, 22, 23, 24]",4,Addition,a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first .,about how many blood cells were in the second sample ?
547, during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home . about many kids are in lawrence county ?,during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home . about how many kids are in lawrence county ?,564237 495718,+ number0 number1,1059955.0,"[2, 3, 4, 7, 8, 13, 14, 15, 16, 24, 25, 26]",4,Addition,during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home .,about how many kids are in lawrence county ?
548, recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about many stamps did they sell ?,recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about how many stamps did they sell ?,578833 523776 1,+ number0 number1,1102609.0,"[1, 4, 14, 15, 16, 17, 18, 20, 21, 22, 23, 29, 30, 31]",4,Addition,recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 .,about how many stamps did they sell ?
549, audrey has number0 peaches . paul has number1 peaches . what 's the difference of the number of audrey 's peaches and paul 's peaches ?,audrey has number0 peaches . paul has number1 peaches . what 's the difference of the number of audrey 's peaches and paul 's peaches ?,26 48,- number1 number0,22.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",1,Difference,audrey has number0 peaches . paul has number1 peaches .,what 's the difference of the number of audrey 's peaches and paul 's peaches ?
550, sharon has number0 plums . allan has number1 plums . what 's the difference of the number of sharon 's plums and allan 's plums ?,sharon has number0 plums . allan has number1 plums . what 's the difference of the number of sharon 's plums and allan 's plums ?,7 10,- number1 number0,3.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",1,Difference,sharon has number0 plums . allan has number1 plums .,what 's the difference of the number of sharon 's plums and allan 's plums ?
551, you have number0 balloons and your friend has number1 balloons . what 's the difference of the number of your balloons and your friend 's balloons ?,you have number0 balloons and your friend has number1 balloons . what 's the difference of the number of your balloons and your friend 's balloons ?,7 5,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 23, 24, 25]",1,Difference,you have number0 balloons and your friend has number1 balloons .,what 's the difference of the number of your balloons and your friend 's balloons ?
552, there are number0 birds and number1 nests . what 's the difference of the number of birds and nests over there ?,there are number0 birds and number1 nests . what 's the difference of the number of birds and nests over there ?,6 3,- number0 number1,3.0,"[1, 2, 3, 4, 5, 6, 18, 19, 20]",1,Difference,there are number0 birds and number1 nests .,what 's the difference of the number of birds and nests over there ?
553, there are number0 flowers and number1 bees . what 's the difference of the number of flowers and bees over there ?,there are number0 flowers and number1 bees . what 's the difference of the number of flowers and bees over there ?,5 3,- number0 number1,2.0,"[1, 2, 3, 4, 5, 6, 18, 19, 20]",1,Difference,there are number0 flowers and number1 bees .,what 's the difference of the number of flowers and bees over there ?
554, there are number0 squirrels in a tree with number1 nuts . what 's the difference of the number of squirrels and nuts over there ?,there are number0 squirrels in a tree with number1 nuts . what 's the difference of the number of squirrels and nuts over there ?,4 2,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 21, 22, 23]",1,Difference,there are number0 squirrels in a tree with number1 nuts .,what 's the difference of the number of squirrels and nuts over there ?
555, alyssa had number0 cookies . aiyanna has number1 what 's the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,alyssa had number0 cookies . aiyanna has number1 what 's the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,129 140,- number1 number0,11.0,"[2, 3, 4, 7, 8, 9, 20, 21, 22]",2,Difference,alyssa had number0 cookies . aiyanna has number1 what,'s the difference of the number of alyssa 's cookies and aiyanna 's cookies ?
556, mrs. sheridan has number0 cats . mrs. garrett has number1 cats . what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?,mrs. sheridan has number0 cats . mrs. garrett has number1 cats . what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?,11 24,- number1 number0,13.0,"[2, 3, 4, 8, 9, 10, 26, 27, 28]",2,Difference,mrs. sheridan has number0 cats . mrs. garrett has number1 cats .,what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?
557, mrs. santiago has number0 red roses . mrs. garrett has number1 what 's the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?,mrs. santiago has number0 red roses . mrs. garrett has number1 what 's the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?,58 24,- number0 number1,34.0,"[2, 3, 4, 5, 9, 10, 11, 17, 27, 28, 29]",2,Difference,mrs. santiago has number0 red roses . mrs. garrett has number1 what,'s the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?
558, bobby has number0 books . kristi has number1 books . what 's the difference of the number of bobby 's books and kristi 's books ?,bobby has number0 books . kristi has number1 books . what 's the difference of the number of bobby 's books and kristi 's books ?,142 78,- number0 number1,64.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",2,Difference,bobby has number0 books . kristi has number1 books .,what 's the difference of the number of bobby 's books and kristi 's books ?
559, diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . what 's the difference between the cost of the cookies and the money of diane ?,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . what 's the difference between the cost of the cookies and the money of diane ?,65 27,- number0 number1,38.0,"[32, 1, 2, 33, 34, 11, 12, 13, 16, 17, 18]",3,Difference,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents .,what 's the difference between the cost of the cookies and the money of diane ?
560, there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,45 17 28 38,- number0 number3,7.0,"[1, 2, 3, 9, 10, 12, 15, 16, 50, 51, 52, 21, 26, 27, 28]",3,Difference,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?
561, at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left . what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?,at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left . what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?,48 32,- number0 number1,16.0,"[5, 6, 7, 37, 38, 39, 14, 15, 16]",2,Difference,at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left .,what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?
562, for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?,for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?,15 8,- number0 number1,7.0,"[32, 33, 2, 3, 4, 5, 34, 11, 12, 13]",1,Difference,for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy,what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?
563, billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points . what 's the difference between billy 's points and his friend 's points ?,billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points . what 's the difference between billy 's points and his friend 's points ?,7 9,- number1 number0,2.0,"[1, 7, 9, 10, 11, 15, 16, 17, 29, 30, 31]",4,Difference,billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points .,what 's the difference between billy 's points and his friend 's points ?
564, maria got to the fair she had $ number0 . she left she had $ number1 . what 's the difference between the number of dollars maria got and left the fair ?,when maria got to the fair she had $ number0 . when she left she had $ number1 . what 's the difference between the number of dollars when maria got and left the fair ?,87 16,- number0 number1,71.0,"[32, 33, 34, 7, 8, 9, 15, 16, 17]",2,Difference,when maria got to the fair she had $ number0 . when she left she had $ number1 .,what 's the difference between the number of dollars when maria got and left the fair ?
565, haley collected number0 cans for recycling . if she put number1 cans in number2 bag what 's the difference between the number of recycling cans that haley collected and put in the bag ?,haley collected number0 cans for recycling . if she put number1 cans in number2 bag what 's the difference between the number of recycling cans that haley collected and put in the bag ?,9 7 1,- number0 number1,2.0,"[32, 1, 2, 3, 9, 10, 11, 12, 13, 14, 30, 31]",4,Difference,haley collected number0 cans for recycling . if she put number1 cans in number2 bag,what 's the difference between the number of recycling cans that haley collected and put in the bag ?
566, a chef had number0 apples . after making some pies he had number1 left . what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?,a chef had number0 apples . after making some pies he had number1 left . what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?,46 14,- number0 number1,32.0,"[33, 2, 3, 4, 5, 34, 35, 11, 12, 13]",2,Difference,a chef had number0 apples . after making some pies he had number1 left .,what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?
567, ted and fred measured their height . fred 's height is number0 inches . ted is number1 inches tall . what 's the difference between ted 's height and fred 's height ?,ted and fred measured their height . fred 's height is number0 inches . ted is number1 inches tall . what 's the difference between ted 's height and fred 's height ?,98 39,- number0 number1,59.0,"[10, 11, 12, 15, 16, 17, 29, 30, 31]",3,Difference,ted and fred measured their height . fred 's height is number0 inches . ted is number1 inches tall .,what 's the difference between ted 's height and fred 's height ?
568, oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what 's the difference between the weight of the first box and the third box ?,oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what 's the difference between the weight of the first box and the third box ?,2 3 13,- number2 number0,11.0,"[36, 37, 38, 9, 10, 11, 14, 15, 16, 20, 21, 22]",1,Difference,oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds .,what 's the difference between the weight of the first box and the third box ?
569, kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer . what 's the difference between the number of times on mowing in the spring and summer ?,kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer . what 's the difference between the number of times on mowing in the spring and summer ?,8 5,- number0 number1,3.0,"[34, 3, 4, 5, 35, 36, 14, 15, 16]",4,Difference,kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer .,what 's the difference between the number of times on mowing in the spring and summer ?
570, a farmer had number0 tomatoes from his garden . if he picked number1 of them what 's the difference between the number of tomatoes before picking and he picked ?,a farmer had number0 tomatoes from his garden . if he picked number1 of them what 's the difference between the number of tomatoes before picking and he picked ?,17 9,- number0 number1,8.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",1,Difference,a farmer had number0 tomatoes from his garden . if he picked number1 of them,what 's the difference between the number of tomatoes before picking and he picked ?
571, dave was picking up sticks from his yard . he picked up number0 but there were still number1 left . what 's the difference between the number of sticks that dave picked up and the left ?,dave was picking up sticks from his yard . he picked up number0 but there were still number1 left . what 's the difference between the number of sticks that dave picked up and the left ?,14 4,- number0 number1,10.0,"[33, 34, 35, 11, 12, 13, 16, 17, 18]",1,Difference,dave was picking up sticks from his yard . he picked up number0 but there were still number1 left .,what 's the difference between the number of sticks that dave picked up and the left ?
572, while playing a video game victor lost number0 lives . now he has number1 lives . what 's the difference between the number of the lives that victor lost and now ?,while playing a video game victor lost number0 lives . now he has number1 lives . what 's the difference between the number of the lives that victor lost and now ?,14 2,- number0 number1,12.0,"[2, 6, 7, 8, 12, 13, 14, 28, 29, 30]",1,Difference,while playing a video game victor lost number0 lives . now he has number1 lives .,what 's the difference between the number of the lives that victor lost and now ?
573, a pet store had number0 gerbils . if they sold number1 of them what 's the difference between the number of gerbils that they had before selling and they sold ?,a pet store had number0 gerbils . if they sold number1 of them what 's the difference between the number of gerbils that they had before selling and they sold ?,68 14,- number0 number1,54.0,"[3, 4, 5, 9, 10, 11, 27, 28, 29]",2,Difference,a pet store had number0 gerbils . if they sold number1 of them,what 's the difference between the number of gerbils that they had before selling and they sold ?
574, tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,36 25 18 9,- number1 number2,7.0,"[3, 6, 7, 8, 43, 44, 45, 14, 15, 16, 21, 22, 23, 26, 27, 28]",3,Difference,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day .,what 's the difference between the pounds of backpack of tripp and charlotte ?
575, oliver had number0 cherries . after eating some he had number1 left . what 's the difference between the number of cherries that oliver had before eating and the left after eating ?,oliver had number0 cherries . after eating some he had number1 left . what 's the difference between the number of cherries that oliver had before eating and the left after eating ?,16 6,- number0 number1,10.0,"[1, 2, 3, 4, 9, 10, 11, 29, 30, 31]",1,Difference,oliver had number0 cherries . after eating some he had number1 left .,what 's the difference between the number of cherries that oliver had before eating and the left after eating ?
576, a furniture store had number0 chairs . after selling some there was number1 left . what 's the difference between the number of chairs before selling and the left ?,a furniture store had number0 chairs . after selling some there was number1 left . what 's the difference between the number of chairs before selling and the left ?,15 3,- number0 number1,12.0,"[3, 4, 5, 11, 12, 13, 26, 27, 28]",1,Difference,a furniture store had number0 chairs . after selling some there was number1 left .,what 's the difference between the number of chairs before selling and the left ?
577, a store has number0 shirts . after selling some there were number1 left . what 's the difference between of the number of shirts before selling and after selling ?,a store has number0 shirts . after selling some there were number1 left . what 's the difference between of the number of shirts before selling and after selling ?,49 28,- number0 number1,21.0,"[2, 3, 4, 10, 11, 12, 26, 27, 28]",2,Difference,a store has number0 shirts . after selling some there were number1 left .,what 's the difference between of the number of shirts before selling and after selling ?
578, zoe picked number0 apples from her tree . now the tree has number1 apples still on it . what 's the difference between the number of apples zoe picked and now the tree has ?,zoe picked number0 apples from her tree . now the tree has number1 apples still on it . what 's the difference between the number of apples zoe picked and now the tree has ?,5 6,- number1 number0,1.0,"[32, 1, 2, 3, 33, 11, 12, 13, 31]",1,Difference,zoe picked number0 apples from her tree . now the tree has number1 apples still on it .,what 's the difference between the number of apples zoe picked and now the tree has ?
579, a clown had number0 balloons . he gave number1 away at a party . what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?,a clown had number0 balloons . he gave number1 away at a party . what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?,16 4,- number0 number1,12.0,"[33, 2, 3, 4, 34, 35, 7, 8, 9]",1,Difference,a clown had number0 balloons . he gave number1 away at a party .,what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?
580, the library has number0 science books . the second graders borrowed number1 of them . what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?,the library has number0 science books . the second graders borrowed number1 of them . what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?,75 18,- number0 number1,57.0,"[33, 2, 3, 4, 5, 34, 35, 10, 11, 12]",3,Difference,the library has number0 science books . the second graders borrowed number1 of them .,what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?
581, amy had some candy . she gave her friend number0 pieces and had number1 left . what 's the difference between of the pieces of candy amy gave away and the left ?,amy had some candy . she gave her friend number0 pieces and had number1 left . what 's the difference between of the pieces of candy amy gave away and the left ?,6 5,- number0 number1,1.0,"[1, 7, 8, 9, 10, 12, 13, 14, 29, 30, 31]",1,Difference,amy had some candy . she gave her friend number0 pieces and had number1 left .,what 's the difference between of the pieces of candy amy gave away and the left ?
