,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
905, Neale number0 dollars hour . He number1 hours and number2 dollars tips what his salary ?,Neale makes number0 dollars per hour . He worked number1 hours and recieved number2 dollars in tips what is his salary ?,5.6 22.5 42.25,+ * number0 number1 number2,168.25,"[1, 2, 3, 8, 9, 10, 12, 13, 14, 18, 19, 20]",Neale makes number0 dollars per hour . He worked number1 hours and recieved number2 dollars in tips,what is his salary ?
906, A toy store number0 giant stuffed bears stock when they another shipment number1 bears it . The the bears shelves number2 each shelf . How many shelves they ?,A toy store had number0 giant stuffed bears in stock when they got another shipment with number1 bears in it . The put the bears onto shelves with number2 on each shelf . How many shelves did they use ?,5.0 7.0 6.0,/ + number0 number1 number2,2.0,"[3, 4, 5, 15, 16, 17, 27, 28, 29, 36, 37, 38]",A toy store had number0 giant stuffed bears in stock when they got another shipment with number1 bears in it . The put the bears onto shelves with number2 on each shelf .,How many shelves did they use ?
907, A truck number0 pounds sand travels to a construction yard and number1 pounds sand the way . How much sand the truck when it the yard ?,A truck carrying number0 pounds of sand travels to a construction yard and loses number1 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ?,4.1 2.4,- number0 number1,1.7,"[2, 3, 4, 13, 14, 15, 32, 33, 34]",A truck carrying number0 pounds of sand travels to a construction yard and loses number1 pounds of sand along the way .,How much sand does the truck have when it arrives at the yard ?
908, Nancy number0 dozen quarters cars . How much money Nancy ?,Nancy has saved number0 dozen quarters from washing cars . How much money does Nancy have ?,1.0,* 12.0 0.25,3.0,"[2, 3, 4, 15, 16, 17]",Nancy has saved number0 dozen quarters from washing cars .,How much money does Nancy have ?
909," Paul number0 boxes chocolate candy and number1 boxes caramel candy . each box number2 pieces it , how much candy he total ?","Paul bought number0 boxes of chocolate candy and number1 boxes of caramel candy . If each box has number2 pieces inside it , how much candy did he have total ?",6.0 4.0 9.0,* number2 + number0 number1,90.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19, 27, 28, 29]","Paul bought number0 boxes of chocolate candy and number1 boxes of caramel candy . If each box has number2 pieces inside it ,",how much candy did he have total ?
910, Lisa number0 bananas . Maria Lisa number1 more . How many bananas Lisa ?,Lisa starts with number0 bananas . Maria gives Lisa number1 more . How many bananas does Lisa end with ?,91.0 8.0,+ number0 number1,99.0,"[2, 3, 4, 8, 9, 10, 16, 17, 18]",Lisa starts with number0 bananas . Maria gives Lisa number1 more .,How many bananas does Lisa end with ?
911, Fred number0 cantelopes . Tim number1 cantelopes . How many cantelopes they total ?,Fred grew number0 cantelopes . Tim grew number1 cantelopes . How many cantelopes did they grow in total ?,38.0 44.0,+ number0 number1,82.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17]",Fred grew number0 cantelopes . Tim grew number1 cantelopes .,How many cantelopes did they grow in total ?
912," There number0 friends a video game online when number1 more players the game . each player number2 lives , how many lives they total ?","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives , how many lives did they have total ?",2.0 2.0 6.0,* number2 + number0 number0,24.0,"[1, 2, 3, 9, 10, 11, 20, 21, 22, 28, 29, 30]","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives ,",how many lives did they have total ?
913, Joan to all her old books . She up number0 books to . She number1 books a yard sale . How many books Joan now ?,Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale . How many books does Joan now have ?,33.0 26.0,- number0 number1,7.0,"[12, 13, 14, 19, 20, 21, 31, 32, 33]",Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale .,How many books does Joan now have ?
914, There number0 blocks . number1 blocks more . How many there total ?,There are number0 blocks . number1 blocks more are added . How many are there total ?,86.0 9.0,+ number0 number1,95.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15]",There are number0 blocks . number1 blocks more are added .,How many are there total ?
915," A pet shelter number0 puppies when another number1 . number2 puppies a day , how long would it all them to ?","A pet shelter had number0 puppies when another number1 were brought in . If number2 puppies a day are adopted , how long would it take for all of them to be adopted ?",17.0 55.0 8.0,/ + number0 number1 number2,9.0,"[3, 4, 5, 7, 8, 9, 13, 14, 15, 30, 31, 32]","A pet shelter had number0 puppies when another number1 were brought in . If number2 puppies a day are adopted ,",how long would it take for all of them to be adopted ?
916, Each bag number0 pounds oranges . How many pounds oranges number1 bags ?,Each bag contains number0 pounds of oranges . How many pounds of oranges are in number1 bags ?,23.0 45.0,* number0 number1,1035.0,"[2, 3, 4, 14, 15, 16, 14, 15, 16]",Each bag contains number0 pounds of oranges .,How many pounds of oranges are in number1 bags ?
917, Sam number0 pennies and number1 dimes his bank . His sister number2 dimes . How many dimes Sam now ?,Sam had number0 pennies and number1 dimes in his bank . His sister borrowed number2 dimes . How many dimes does Sam have now ?,7.0 8.0 4.0,- number1 number2,4.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15, 21, 22, 23]",Sam had number0 pennies and number1 dimes in his bank . His sister borrowed number2 dimes .,How many dimes does Sam have now ?
918, Sarah number0 apples . Her brother number1 apples . How many times many apples Sarah pick ?,Sarah picked number0 apples . Her brother picked number1 apples . How many times as many apples did Sarah pick ?,45.0 9.0,/ number0 number1,5.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",Sarah picked number0 apples . Her brother picked number1 apples .,How many times as many apples did Sarah pick ?
919, Christopher number0 miles number1 miles hour . How long Christopher stroll ?,Christopher strolled number0 miles at number1 miles per hour . How long did Christopher stroll ?,5.0 4.0,/ number0 number1,1.25,"[1, 2, 3, 4, 5, 6, 12, 13, 14]",Christopher strolled number0 miles at number1 miles per hour .,How long did Christopher stroll ?
920," Henry number0 action figures , but number1 total a complete collection . each one $ number2 , how much money would he to his collection ?","Henry had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 , how much money would he need to finish his collection ?",3.0 8.0 6.0,* number2 - number1 number0,30.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21, 29, 30, 31]","Henry had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 ,",how much money would he need to finish his collection ?
921," Jonathan to a dictionary that $ number0 , a dinosaur book that $ number1 , and a children 's cookbook that $ number2 . He $ number3 his allowance . How much more money Jonathan to all three books ?","Jonathan wants to buy a dictionary that costs $ number0 , a dinosaur book that costs $ number1 , and a children 's cookbook that costs $ number2 . He has saved $ number3 from his allowance . How much more money does Jonathan need to buy all three books ?",11.0 19.0 7.0 8.0,- + + number0 number1 number2 number3,29.0,"[8, 9, 10, 16, 17, 18, 26, 27, 28, 32, 33, 34, 47, 48, 49]","Jonathan wants to buy a dictionary that costs $ number0 , a dinosaur book that costs $ number1 , and a children 's cookbook that costs $ number2 . He has saved $ number3 from his allowance .",How much more money does Jonathan need to buy all three books ?
922, A person number0 dollars number1 months use an internet service . How much will number2 months service cost ?,A person pays number0 dollars for number1 months use of an internet service . How much will number2 months of service cost ?,145.8 6.0 7.0,* / number0 number1 number2,170.1,"[2, 3, 4, 5, 6, 7, 16, 17, 18, 19, 20, 21]",A person pays number0 dollars for number1 months use of an internet service .,How much will number2 months of service cost ?
923," a restaurant each adult meal $ number0 and kids free . a group number1 people and number2 kids , how much would it the group to ?","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?",2.0 9.0 2.0,* number0 - number1 number0,14.0,"[7, 8, 9, 17, 18, 19, 22, 23, 24, 34, 35, 36]","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids ,",how much would it cost for the group to eat ?
924," There number0 girls and number1 boys out the schools basketball team . only number2 them back , how many students n't the cut ?","There were number0 girls and number1 boys trying out for the schools basketball team . If only number2 of them got called back , how many students did n't make the cut ?",17.0 32.0 10.0,- + number0 number1 number2,39.0,"[1, 2, 3, 4, 5, 6, 16, 17, 18, 29, 30, 31]","There were number0 girls and number1 boys trying out for the schools basketball team . If only number2 of them got called back ,",how many students did n't make the cut ?
925, A group science students a field trip . They number0 vans and number1 buses . There number2 people each van and number3 people each bus . How many people the field trip ?,A group of science students went on a field trip . They took number0 vans and number1 buses . There were number2 people in each van and number3 people in each bus . How many people went on the field trip ?,6.0 8.0 6.0 18.0,+ * number0 number0 * number1 number3,180.0,"[12, 13, 14, 15, 16, 17, 20, 21, 22, 26, 27, 28, 38, 39, 40]",A group of science students went on a field trip . They took number0 vans and number1 buses . There were number2 people in each van and number3 people in each bus .,How many people went on the field trip ?
926, Jason number0 books and he number1 them . Mary number2 books . How many books they together ?,Jason has number0 books and he has read number1 of them . Mary has number2 books . How many books do they have together ?,18.0 9.0 42.0,+ number0 number2,60.0,"[1, 2, 3, 7, 8, 9, 13, 14, 15, 21, 22, 23]",Jason has number0 books and he has read number1 of them . Mary has number2 books .,How many books do they have together ?
927, Charlie number0 more snowballs Lucy . She number1 snowballs . How many Charlie ?,Charlie has number0 more snowballs than Lucy . She has number1 snowballs . How many does Charlie have ?,31.0 19.0,+ number0 number1,50.0,"[1, 2, 3, 9, 10, 11, 15, 16, 17]",Charlie has number0 more snowballs than Lucy . She has number1 snowballs .,How many does Charlie have ?
928, Ronald to the store number0 times last month . He number1 each time he to the store . How many bananas Ronald last month ?,Ronald went to the store number0 times last month . He buys number1 bananas each time he goes to the store . How many bananas did Ronald buy last month ?,2.0 10.0,* number0 number1,20.0,"[4, 5, 6, 11, 12, 13, 27, 28, 29]",Ronald went to the store number0 times last month . He buys number1 bananas each time he goes to the store .,How many bananas did Ronald buy last month ?
929, There number0 birds the fence . number1 more birds land the fence . How many birds the fence ?,There are number0 birds on the fence . number1 more birds land on the fence . How many birds are on the fence ?,12.0 8.0,+ number0 number1,20.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22]",There are number0 birds on the fence . number1 more birds land on the fence .,How many birds are on the fence ?
930," apples number0 dollars number1 pounds , what the cost , the same rate , number2 pounds apples ?","If apples cost number0 dollars for number1 pounds , what is the cost , at the same rate , of number2 pounds of apples ?",3.75 3.0 7.0,* / number0 number1 number2,8.75,"[2, 3, 4, 5, 6, 7, 19, 20, 21, 21, 22, 23]","If apples cost number0 dollars for number1 pounds ,","what is the cost , at the same rate , of number2 pounds of apples ?"
931," A chef to number0 potatoes . He already number1 . each potato number2 minutes to , how long will it him to the rest ?","A chef needs to cook number0 potatoes . He has already cooked number1 . If each potato takes number2 minutes to cook , how long will it take him to cook the rest ?",12.0 6.0 6.0,* number1 - number0 number1,36.0,"[4, 5, 6, 11, 12, 13, 17, 18, 19, 30, 31, 32]","A chef needs to cook number0 potatoes . He has already cooked number1 . If each potato takes number2 minutes to cook ,",how long will it take him to cook the rest ?
932," Jerry number0 dollars lawns and number1 dollars . he only number2 dollar a week , how long would the money last him ?","Jerry made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?",14.0 31.0 5.0,/ + number0 number1 number2,9.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 25, 26, 27]","Jerry made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?
933," Tiffany number0 pictures her phone and number1 her camera to . she the pics number2 different albums the same amount pics each album , how many pictures each the albums ?","Tiffany uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",7.0 13.0 5.0,/ + number0 number1 number2,4.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22, 40, 41, 42]","Tiffany uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album ,",how many pictures were in each of the albums ?
934, Victor a sacker a grocery store where he number0 dollars an hour . Monday he number1 hours and Tuesday he number2 hours . How much money Victor make those two days ?,Victor was working as a sacker at a grocery store where he made number0 dollars an hour . On Monday he worked number1 hours and on Tuesday he worked number2 hours . How much money did Victor make in those two days ?,6.0 5.0 5.0,* number0 + number1 number1,60.0,"[12, 13, 14, 21, 22, 23, 28, 29, 30, 39, 40, 41]",Victor was working as a sacker at a grocery store where he made number0 dollars an hour . On Monday he worked number1 hours and on Tuesday he worked number2 hours .,How much money did Victor make in those two days ?
935, Connie number0 red markers and number1 blue markers . How many markers she altogether ?,Connie has number0 red markers and number1 blue markers . How many markers does she have altogether ?,2315.0 1028.0,+ number0 number1,3343.0,"[1, 2, 3, 5, 6, 7, 14, 15, 16]",Connie has number0 red markers and number1 blue markers .,How many markers does she have altogether ?
936, The Litter Patrol up number0 glass bottles and number1 aluminum cans Saturday . How many pieces litter they up altogether ?,The Litter Patrol picked up number0 glass bottles and number1 aluminum cans on Saturday . How many pieces of litter did they pick up altogether ?,10.0 8.0,+ number0 number1,18.0,"[4, 5, 6, 8, 9, 10, 22, 23, 24]",The Litter Patrol picked up number0 glass bottles and number1 aluminum cans on Saturday .,How many pieces of litter did they pick up altogether ?
937, Paul number0 strawberries his basket . He number1 more strawberries . How many strawberries he then ?,Paul had number0 strawberries in his basket . He picked number1 more strawberries . How many strawberries did he have then ?,42.0 78.0,+ number0 number1,120.0,"[1, 2, 3, 9, 10, 11, 18, 19, 20]",Paul had number0 strawberries in his basket . He picked number1 more strawberries .,How many strawberries did he have then ?
938," There school 's baseball team number0 new players and number1 players . the coach them groups number2 players each group , how many groups would there ?","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?",48.0 6.0 6.0,/ + number0 number1 number1,9.0,"[5, 6, 7, 9, 10, 11, 21, 22, 23, 31, 32, 33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?
939," Kenneth number0 marbles . He number1 more . Later , Kenneth number2 apples the store . How many marbles Kenneth all ?","Kenneth has number0 marbles . He buys number1 more . Later , Kenneth buys number2 apples at the store . How many marbles does Kenneth have in all ?",3.0 6.0 15.0,+ number0 number1,9.0,"[1, 2, 3, 6, 7, 8, 13, 14, 15, 25, 26, 27]","Kenneth has number0 marbles . He buys number1 more . Later , Kenneth buys number2 apples at the store .",How many marbles does Kenneth have in all ?
940, A cake recipe number0 cup sugar the frosting and number1 cup sugar the cake . How much sugar altogether ?,A cake recipe requires number0 cup of sugar for the frosting and number1 cup of sugar for the cake . How much sugar is that altogether ?,0.6 0.2,+ number0 number1,0.8,"[3, 4, 5, 11, 12, 13, 23, 24, 25]",A cake recipe requires number0 cup of sugar for the frosting and number1 cup of sugar for the cake .,How much sugar is that altogether ?
941," Adam number0 packages cat food and number1 packages dog food . Each package cat food number2 cans , and each package dog food number3 cans . How many more cans cat food dog food Adam ?","Adam bought number0 packages of cat food and number1 packages of dog food . Each package of cat food contained number2 cans , and each package of dog food contained number3 cans . How many more cans of cat food than dog food did Adam buy ?",9.0 7.0 10.0 5.0,- * number0 number2 * number1 number3,55.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21, 29, 30, 31, 43, 44, 45]","Adam bought number0 packages of cat food and number1 packages of dog food . Each package of cat food contained number2 cans , and each package of dog food contained number3 cans .",How many more cans of cat food than dog food did Adam buy ?
942," Robin number0 songs her mp3 player . she number1 old songs it and then number2 new songs , how many songs she her mp3 player ?","Robin had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs , how many songs does she have on her mp3 player ?",30.0 8.0 10.0,- + number0 number2 number1,32.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21, 31, 32, 33]","Robin had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs ,",how many songs does she have on her mp3 player ?
943, There number0 short trees and number1 tall trees currently the park . Park workers will plant number2 short trees today . How many short trees will the park when the workers ?,There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today . How many short trees will the park have when the workers are finished ?,3.0 6.0 9.0,+ number0 number2,12.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 33, 34, 35]",There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today .,How many short trees will the park have when the workers are finished ?
944, Heather starts number0 blocks . She shares number1 Jose . How many blocks Heather ?,Heather starts with number0 blocks . She shares number1 with Jose . How many blocks does Heather end with ?,86.0 41.0,- number0 number1,45.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",Heather starts with number0 blocks . She shares number1 with Jose .,How many blocks does Heather end with ?
945, The Ferris wheel Paradise Park number0 seats . Each seat can number1 people . How many people can the Ferris wheel the same time ?,The Ferris wheel in Paradise Park has number0 seats . Each seat can hold number1 people . How many people can ride the Ferris wheel at the same time ?,14.0 6.0,* number0 number1,84.0,"[6, 7, 8, 13, 14, 15, 26, 27, 28]",The Ferris wheel in Paradise Park has number0 seats . Each seat can hold number1 people .,How many people can ride the Ferris wheel at the same time ?
946, Ted number0 candy bars . He to them number1 bags there the same number candy bars each bag . How many candy bars should each bag ?,Ted has number0 candy bars . He wants to put them into number1 bags so there are the same number of candy bars in each bag . How many candy bars should go in each bag ?,15.0 5.0,/ number0 number1,3.0,"[1, 2, 3, 11, 12, 13, 35, 36, 37]",Ted has number0 candy bars . He wants to put them into number1 bags so there are the same number of candy bars in each bag .,How many candy bars should go in each bag ?
947, Andrew number0 day his Science report . He number1 hours each day . How many hours he ?,Andrew spent number0 day working on his Science report . He worked for number1 hours each day . How many hours did he work ?,3.0 2.5,* number0 number1,7.5,"[1, 2, 3, 12, 13, 14, 21, 22, 23]",Andrew spent number0 day working on his Science report . He worked for number1 hours each day .,How many hours did he work ?
948, Each farmer Cunningham 's number0 lambs either black or white . There number1 white ones . How many Farmer Cunningham 's lambs black ?,Each of farmer Cunningham 's number0 lambs is either black or white . There are number1 white ones . How many of Farmer Cunningham 's lambs are black ?,6048.0 193.0,- number0 number1,5855.0,"[4, 5, 6, 14, 15, 16, 25, 26, 27]",Each of farmer Cunningham 's number0 lambs is either black or white . There are number1 white ones .,How many of Farmer Cunningham 's lambs are black ?
949, Bob ’ s car number0 kilometers gallon . How far can he number1 gallons gas ?,Bob ’ s car gets number0 kilometers per gallon . How far can he drive on number1 gallons of gas ?,10.0 10.0,* number0 number0,100.0,"[3, 4, 5, 14, 15, 16, 16, 17, 18]",Bob ’ s car gets number0 kilometers per gallon .,How far can he drive on number1 gallons of gas ?
950, Joan number0 green and number1 red marbles . Fred number2 Joan 's green marbles . How many green marbles Joan now ?,Joan has number0 green and number1 red marbles . Fred took number2 of Joan 's green marbles . How many green marbles does Joan now have ?,47.0 48.0 24.0,- number0 number2,23.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 23, 24, 25]",Joan has number0 green and number1 red marbles . Fred took number2 of Joan 's green marbles .,How many green marbles does Joan now have ?
951," A bathing suit manufacturer a supply number0 suits men . addition , it number1 suits women . How many bathing suits available overall ?","A bathing suit manufacturer has a supply of number0 bathing suits for men . In addition , it has number1 bathing suits for women . How many bathing suits are available overall ?",14797.0 4969.0,+ number0 number1,19766.0,"[7, 8, 9, 18, 19, 20, 29, 30, 31]","A bathing suit manufacturer has a supply of number0 bathing suits for men . In addition , it has number1 bathing suits for women .",How many bathing suits are available overall ?
952, A store number0 oranges a bin . they away number1 the old ones and number2 new ones the bin how many would the bin ?,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin how many would be in the bin ?,40.0 37.0 7.0,- + number0 number2 number1,10.0,"[2, 3, 4, 12, 13, 14, 19, 20, 21, 30, 31, 32]",A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin,how many would be in the bin ?
953, Alyssa number0 plums and Jason number1 plums . Melanie number2 pears . How many plums all ?,Alyssa picked number0 plums and Jason picked number1 plums . Melanie picked number2 pears . How many plums were picked in all ?,17.0 10.0 35.0,+ number0 number1,27.0,"[1, 2, 3, 6, 7, 8, 11, 12, 13, 19, 20, 21]",Alyssa picked number0 plums and Jason picked number1 plums . Melanie picked number2 pears .,How many plums were picked in all ?
954, There number0 crayons the drawer . Benny number1 more crayons the drawer . How many crayons now there total ?,There are number0 crayons in the drawer . Benny placed number1 more crayons in the drawer . How many crayons are now there in total ?,9.0 3.0,+ number0 number1,12.0,"[1, 2, 3, 9, 10, 11, 22, 23, 24]",There are number0 crayons in the drawer . Benny placed number1 more crayons in the drawer .,How many crayons are now there in total ?
955, Alyssa number0 pears and Nancy number1 pears the pear tree . How many pears all ?,Alyssa picked number0 pears and Nancy picked number1 pears from the pear tree . How many pears were picked in all ?,42.0 17.0,+ number0 number1,59.0,"[1, 2, 3, 6, 7, 8, 18, 19, 20]",Alyssa picked number0 pears and Nancy picked number1 pears from the pear tree .,How many pears were picked in all ?
956," April 's discount flowers a sale where each flower number0 dollars . Emily number1 roses and number2 daisies , how much she ?","April 's discount flowers was having a sale where each flower was number0 dollars . If Emily bought number1 roses and number2 daisies , how much did she spend ?",3.0 2.0 2.0,* number0 + number1 number1,12.0,"[11, 12, 13, 17, 18, 19, 20, 21, 22, 26, 27, 28]","April 's discount flowers was having a sale where each flower was number0 dollars . If Emily bought number1 roses and number2 daisies ,",how much did she spend ?
957," Sam number0 watermelons , but the rabbits number1 watermelons . How many watermelons Sam ?","Sam grew number0 watermelons , but the rabbits ate number1 watermelons . How many watermelons does Sam have left ?",4.0 3.0,- number0 number1,1.0,"[1, 2, 3, 8, 9, 10, 16, 17, 18]","Sam grew number0 watermelons , but the rabbits ate number1 watermelons .",How many watermelons does Sam have left ?
958, The farmers they number0 sacks apples each the number1 sections the orchard daily . How many sacks every day ?,The farmers reported that they harvest number0 sacks of apples from each of the number1 sections of the orchard daily . How many sacks are harvested every day ?,45.0 8.0,* number0 number1,360.0,"[5, 6, 7, 13, 14, 15, 25, 26, 27]",The farmers reported that they harvest number0 sacks of apples from each of the number1 sections of the orchard daily .,How many sacks are harvested every day ?
959," Luke number0 dollars lawns and number1 dollars . he only number2 dollar a week , how long would the money last him ?","Luke made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?",9.0 18.0 3.0,/ + number0 number1 number2,9.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 25, 26, 27]","Luke made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?
960," Sally $ number0 total peaches , a number1 dollar coupon , and $ number2 cherries . total , how much money Sally ?","Sally paid $ number0 total for peaches , after a number1 dollar coupon , and $ number2 for cherries . In total , how much money did Sally spend ?",12.32 3.0 11.54,+ number0 number2,23.86,"[2, 3, 4, 9, 10, 11, 15, 16, 17, 26, 27, 28]","Sally paid $ number0 total for peaches , after a number1 dollar coupon , and $ number2 for cherries . In total ,",how much money did Sally spend ?
961, Mary number0 yellow marbles Joan number1 yellow marbles . How many yellow marbles they all ?,Mary has number0 yellow marbles Joan has number1 yellow marbles . How many yellow marbles do they have in all ?,9.0 3.0,+ number0 number1,12.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",Mary has number0 yellow marbles Joan has number1 yellow marbles .,How many yellow marbles do they have in all ?
962, There number0 calories a candy bar . How many calories there number1 candy bars ?,There are number0 calories in a candy bar . How many calories are there in number1 candy bars ?,3.0 5.0,* number0 number1,15.0,"[1, 2, 3, 14, 15, 16, 15, 16, 17]",There are number0 calories in a candy bar .,How many calories are there in number1 candy bars ?
963," the arcade Jerry number0 tickets . he number1 tickets a beanie and later number2 more tickets , how many would he ?","At the arcade Jerry won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets , how many would he have ?",4.0 2.0 47.0,- + number0 number2 number1,49.0,"[4, 5, 6, 10, 11, 12, 18, 19, 20, 25, 26, 27]","At the arcade Jerry won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets ,",how many would he have ?
964," Bianca number0 songs her mp3 player . she number1 old songs it and then number2 new songs , how many songs she her mp3 player ?","Bianca had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs , how many songs does she have on her mp3 player ?",34.0 14.0 44.0,- + number0 number2 number1,64.0,"[1, 2, 3, 11, 12, 13, 19, 20, 21, 31, 32, 33]","Bianca had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs ,",how many songs does she have on her mp3 player ?
965," Megan 's class a field trip to the zoo . each van can number0 people and there number1 students and number2 adults , how many vans will they ?","Megan 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going , how many vans will they need ?",5.0 25.0 5.0,/ + number0 number1 number0,6.0,"[17, 18, 19, 22, 23, 24, 25, 26, 27, 33, 34, 35]","Megan 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going ,",how many vans will they need ?
966, There number0 geese and number1 ducks the marsh . How many birds the marsh ?,There were number0 geese and number1 ducks in the marsh . How many birds were in the marsh ?,58.0 37.0,+ number0 number1,95.0,"[1, 2, 3, 4, 5, 6, 15, 16, 17]",There were number0 geese and number1 ducks in the marsh .,How many birds were in the marsh ?
967, Kylie coins . She number0 coins her piggy bank and number1 coins her brother . Her father Kylie number2 coins . Kylie number3 the coins to her friend Laura . How many coins Kylie ?,Kylie was collecting coins . She got number0 coins from her piggy bank and number1 coins from her brother . Her father gave Kylie number2 coins . Kylie gave number3 of the coins to her friend Laura . How many coins did Kylie have left ?,15.0 13.0 8.0 21.0,- + + number0 number1 number2 number3,15.0,"[6, 7, 8, 13, 14, 15, 23, 24, 25, 28, 29, 30, 42, 43, 44]",Kylie was collecting coins . She got number0 coins from her piggy bank and number1 coins from her brother . Her father gave Kylie number2 coins . Kylie gave number3 of the coins to her friend Laura .,How many coins did Kylie have left ?
968," Tom number0 boxes chocolate candy and number1 to his little brother . each box number2 pieces it , how many pieces Tom still ?","Tom bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it , how many pieces did Tom still have ?",12.0 7.0 6.0,* number2 - number0 number1,30.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 28, 29, 30]","Tom bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it ,",how many pieces did Tom still have ?
969, Carlos number0 blocks . He number1 to Rachel . How many blocks will ?,Carlos has number0 blocks . He gives number1 to Rachel . How many blocks will Carlos have ?,58.0 21.0,- number0 number1,37.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Carlos has number0 blocks . He gives number1 to Rachel .,How many blocks will Carlos have ?
970, Anna number0 blocks . Anna 's father Anna number1 more . How many blocks Anna ?,Anna collects number0 blocks . Anna 's father gives Anna number1 more . How many blocks does Anna have ?,6.0 8.0,+ number0 number1,14.0,"[1, 2, 3, 9, 10, 11, 16, 17, 18]",Anna collects number0 blocks . Anna 's father gives Anna number1 more .,How many blocks does Anna have ?
971," Paul up number0 dollars . he another number1 dollars his allowance , how many number2 dollar toys could he ?","Paul had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?",3.0 7.0 5.0,/ + number0 number1 number2,2.0,"[3, 4, 5, 10, 11, 12, 18, 19, 20, 22, 23, 24]","Paul had saved up number0 dollars . If he received another number1 dollars for his allowance ,",how many number2 dollar toys could he buy ?
972," Tori a school janitor . Last week , she up a total number0 pieces trash . she up number1 pieces trash the classrooms , how many pieces trash Tori up the classrooms ?","Tori is a school janitor . Last week , she picked up a total of number0 pieces of trash . If she picked up number1 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?",1576.0 344.0,- number0 number1,1232.0,"[14, 15, 16, 23, 24, 25, 41, 42, 43]","Tori is a school janitor . Last week , she picked up a total of number0 pieces of trash . If she picked up number1 pieces of trash in the classrooms ,",how many pieces of trash did Tori pick up outside the classrooms ?
973," There a total number0 soccer games the number1 month season . the games equally , how many soccer games a month ?","There were a total of number0 soccer games during the number1 month season . If the games are equally divided , how many soccer games are played a month ?",27.0 3.0,/ number0 number1,9.0,"[4, 5, 6, 9, 10, 11, 28, 29, 30]","There were a total of number0 soccer games during the number1 month season . If the games are equally divided ,",how many soccer games are played a month ?
